PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Bradley, AP				Bradley, Andrew/C-5685-2009	Bradley, Andrew/0000-0003-0109-6844			The use of the area under the roc curve in the evaluation of machine learning algorithms								PATTERN RECOGNITION				30	7			1145	1159		10.1016/S0031-3203(96)00142-2			JUL 1997	1997																		0031-3203			WOS:A1997XE56500009		
J	CLEARWATER, SH; STERN, EG								A RULE-LEARNING PROGRAM IN HIGH-ENERGY PHYSICS EVENT CLASSIFICATION								COMPUTER PHYSICS COMMUNICATIONS				67	2			159	182		10.1016/0010-4655(91)90014-C			DEC 1991	1991																		0010-4655			WOS:A1991GV58800001		
J	Fawcett, T; Provost, F								Adaptive fraud detection								DATA MINING AND KNOWLEDGE DISCOVERY				1	3			291	316		10.1023/A:1009700419189			NOV 1997	1997																		1384-5810	1573-756X		WOS:000072406200004		
J	Hand, DJ; Till, RJ								A simple generalisation of the area under the ROC curve for multiple class classification problems								MACHINE LEARNING				45	2			171	186		10.1023/A:1010920819831			2001	2001																		0885-6125	1573-0565		WOS:000170596600003		
J	HANLEY, JA; MCNEIL, BJ								THE MEANING AND USE OF THE AREA UNDER A RECEIVER OPERATING CHARACTERISTIC (ROC) CURVE								RADIOLOGY				143	1			29	36					1982	1982																		0033-8419			WOS:A1982NG95400006	7063747	
J	Kubat, M; Holte, RC; Matwin, S				reddy, indra/C-5363-2011	Matwin, Stan/0000-0001-6629-8434			Machine learning for the detection of oil spills in satellite radar images								MACHINE LEARNING				30	2-3			195	215		10.1023/A:1007452223027			FEB-MAR 1998	1998																		0885-6125			WOS:000073342100004		
B	Provost, F; Fawcett, T			AMER ASSOC ARTIFICIAL INTELLIGENCE; AMER ASSOC ARTIFICIAL INTELLIGENCE					Robust classification systems for imprecise environments								FIFTEENTH NATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE (AAAI-98) AND TENTH CONFERENCE ON INNOVATIVE APPLICATIONS OF ARTIFICAL INTELLIGENCE (IAAI-98) - PROCEEDINGS								706	713					1998	1998						15th National Conference on Artificial Intelligence (AAAI 98) / 10th Conference on Innovative Applications of Artificial Intelligence (IAAI 98)15th National Conference on Artificial Intelligence (AAAI 98) / 10th Conference on Innovative Applications of Artificial Intelligence (IAAI 98)	JUL 26-30, 1998JUL 26-30, 1998	Amer Assoc Artificial Intelligence; ACM, SIGART; Defense Adv Res Projects Agcy; Microsoft Corp; USN, Off Naval Res; NASA, Ames Res Ctr; Natl Sci FdnAmer Assoc Artificial Intelligence; ACM, SIGART; Defense Adv Res Projects Agcy; Microsoft Corp; USN, Off Naval Res; NASA, Ames Res Ctr; Natl Sci Fdn	MADISON, WIMADISON, WI											0-262-51098-7	WOS:000076427500101		
J	Provost, F; Fawcett, T								Robust classification for imprecise environments								MACHINE LEARNING				42	3			203	231		10.1023/A:1007601015854			MAR 2001	2001																		0885-6125			WOS:000166612900001		
J	Saitta, L; Neri, F				Neri, Filippo/E-1182-2011	Neri, Filippo/0000-0002-2529-2287			Learning in the "Real World"								MACHINE LEARNING				30	2-3			133	163		10.1023/A:1007448122119			FEB-MAR 1998	1998																		0885-6125			WOS:000073342100002		
J	SWETS, JA								MEASURING THE ACCURACY OF DIAGNOSTIC SYSTEMS								SCIENCE				240	4857			1285	1293		10.1126/science.3287615			JUN 3 1988	1988																		0036-8075			WOS:A1988N633900020	3287615	
J	Swets, JA; Dawes, RM; Monahan, J								Better decisions through science								SCIENTIFIC AMERICAN				283	4			82	87					OCT 2000	2000																		0036-8733			WOS:000089427400043	11011389	
