PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	BATINI, C; LENZERINI, M; NAVATHE, SB								A COMPARATIVE-ANALYSIS OF METHODOLOGIES FOR DATABASE SCHEMA INTEGRATION								COMPUTING SURVEYS				18	4			323	364					DEC 1986	1986																		0360-0300			WOS:A1986J505900001		
J	Bell, GB; Sethi, A								Matching records in an national medical patient index								COMMUNICATIONS OF THE ACM				44	9			83	88		10.1145/383694.383711			SEP 2001	2001																		0001-0782			WOS:000170774600016		
J	Bergamaschi, S; Castano, S; Vincini, M; Beneventano, D				Bergamaschi, Sonia/L-3095-2015; Beneventano, Domenico/K-9087-2015	Bergamaschi, Sonia/0000-0001-8087-6587; Beneventano, Domenico/0000-0001-6616-1753; Vincini, Maurizio/0000-0001-9262-2939			Semantic integration of heterogeneous information sources								DATA & KNOWLEDGE ENGINEERING				36	3			215	249		10.1016/S0169-023X(00)00047-1			MAR 2001	2001						IJCAI Workshop on Intelligent Information IntergrationIJCAI Workshop on Intelligent Information Intergration	JUL 31, 1999JUL 31, 1999	IJCAIIJCAI	STOCKHOLM, SWEDENSTOCKHOLM, SWEDEN									0169-023X	1872-6933		WOS:000166413400002		
J	Berger, J; Bergmann, J; Hirschauer, S; Ostner, I; Streeck, W								Untitled								ZEITSCHRIFT FUR SOZIOLOGIE				28	1			1	2					FEB 1999	1999																		0340-1804			WOS:000078947300001		
J	Berners-Lee, T; Hendler, J; Lassila, O								The Semantic Web - A new form of Web content that is meaningful to computers will unleash a revolution of new possibilities								SCIENTIFIC AMERICAN				284	5			34	+					MAY 2001	2001																		0036-8733			WOS:000168217200023		
S	Bernstein, PA; Rahm, E						Laender, AHF; Liddle, SW; Storey, VC		Data warehouse scenarios for model management								CONCEPTUAL MODELING ER 2000, PROCEEDINGS		Lecture Notes in Computer Science		1920				1	15					2000	2000						19th International Conference on Conceptual Modeling (ER2000)19th International Conference on Conceptual Modeling (ER2000)	OCT 09-12, 2000OCT 09-12, 2000		SALT LAKE CITY, UTSALT LAKE CITY, UT									0302-9743		3-540-41072-4	WOS:000174582000001		
J	BRIGHT, MW; HURSON, AR; PAKZAD, S								AUTOMATED RESOLUTION OF SEMANTIC HETEROGENEITY IN MULTIDATABASES								ACM TRANSACTIONS ON DATABASE SYSTEMS				19	2			212	253		10.1145/176567.176569			JUN 1994	1994																		0362-5915			WOS:A1994NZ17000002		
J	Castano, S; De Antonellis, V; di Vimercati, SD					DE CAPITANI DI VIMERCATI, SABRINA/0000-0003-0793-3551			Global viewing of heterogeneous data sources								IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING				13	2			277	297		10.1109/69.917566			MAR-APR 2001	2001																		1041-4347	1558-2191		WOS:000168159300011		
J	ELMAGARMID, AK; PU, C								GUEST EDITORS INTRODUCTION TO THE SPECIAL ISSUE ON HETEROGENEOUS DATABASES								COMPUTING SURVEYS				22	3			175	178					SEP 1990	1990																		0360-0300			WOS:A1990GL46000001		
B	Goldman, R; Widom, J						Jarke, M; Carey, M; Dittrich, KR; Lochovsky, F; Loucopoulos, P; Jeusfeld, MA		DataGuides: Enabling query formulation and optimization in semistructured databases								PROCEEDINGS OF THE TWENTY-THIRD INTERNATIONAL CONFERENCE ON VERY LARGE DATABASES								436	445					1997	1997						23rd International Conference on Very Large Databases23rd International Conference on Very Large Databases	AUG 26-29, 1997AUG 26-29, 1997	Commercial Bank Greece; Gen Secretariat Res & Technol; Greek Comp Soc; Greek State Lotteries, Greek Minist Finance, State Lottery Serv; INTRACOM Grp Companies; Microsoft Hellas; Natl Tech Univ Athens; Olymp Airways; Oracle Corp; RTTH Aachen; Siemens Nixdorf Informat Sys S ACommercial Bank Greece; Gen Secretariat Res & Technol; Greek Comp Soc; Greek State Lotteries, Greek Minist Finance, State Lottery Serv; INTRACOM Grp Companies; Microsoft Hellas; Natl Tech Univ Athens; Olymp Airways; Oracle Corp; RTTH Aachen; Siemens Nixdorf Informat Sys S A	ATHENS, GREECEATHENS, GREECE											1-55860-470-7	WOS:000072616400045		
J	KORTH, HF; KUPER, GM; FEIGENBAUM, J; VANGELDER, A; ULLMAN, JD								SYSTEM/U - A DATABASE SYSTEM BASED ON THE UNIVERSAL RELATION ASSUMPTION								ACM TRANSACTIONS ON DATABASE SYSTEMS				9	3			331	347		10.1145/1270.1209			1984	1984																		0362-5915			WOS:A1984TT36900001		
J	LARSON, JA; NAVATHE, SB; ELMASRI, R								A THEORY OF ATTRIBUTE EQUIVALENCE IN DATABASES WITH APPLICATION TO SCHEMA INTEGRATION								IEEE TRANSACTIONS ON SOFTWARE ENGINEERING				15	4			449	463		10.1109/32.16605			APR 1989	1989																		0098-5589			WOS:A1989T687600009		
J	Lerner, BS								A model for compound type changes encountered in schema evolution								ACM TRANSACTIONS ON DATABASE SYSTEMS				25	1			83	127		10.1145/352958.352983			MAR 2000	2000																		0362-5915			WOS:000165328300003		
J	Li, WS; Clifton, C								SEMINT: A tool for identifying attribute correspondences in heterogeneous databases using neural networks								DATA & KNOWLEDGE ENGINEERING				33	1			49	84		10.1016/S0169-023X(99)00044-0			APR 2000	2000																		0169-023X			WOS:000085815000003		
