PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	ABEND, K; HARLEY, TJ; KANAL, LN								CLASSIFICATION OF BINARY RANDOM PATTERNS								IEEE TRANSACTIONS ON INFORMATION THEORY				11	4			538	544		10.1109/TIT.1965.1053827			1965	1965																		0018-9448			WOS:A1965CLA3900011		
J	ACKLEY, DH; HINTON, GE; SEJNOWSKI, TJ								A LEARNING ALGORITHM FOR BOLTZMANN MACHINES								COGNITIVE SCIENCE				9	1			147	169					1985	1985																		0364-0213			WOS:A1985AFZ2900007		
J	Ahn, JH; Oh, JH								A constrained EM algorithm for principal component analysis								NEURAL COMPUTATION				15	1			57	65		10.1162/089976603321043694			JAN 2003	2003																		0899-7667			WOS:000180281100002	12590819	
J	Airoldi, Edoardo M.; Blei, David M.; Fienberg, Stephen E.; Xing, Eric P.								Mixed Membership Stochastic Blockmodels								JOURNAL OF MACHINE LEARNING RESEARCH				9				1981	2014					SEP 2008	2008																		1532-4435			WOS:000262637100002	21701698	
J	AITCHISON, J								THE STATISTICAL-ANALYSIS OF COMPOSITIONAL DATA								JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL				44	2			139	177					1982	1982																		0035-9246			WOS:A1982PF14100002		
J	Aji, SM; McEliece, RJ								The generalized distributive law								IEEE TRANSACTIONS ON INFORMATION THEORY				46	2			325	343		10.1109/18.825794			MAR 2000	2000																		0018-9448	1557-9654		WOS:000085870000001		
J	ALBERT, JH; CHIB, S								BAYESIAN-ANALYSIS OF BINARY AND POLYCHOTOMOUS RESPONSE DATA								JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION				88	422			669	679		10.2307/2290350			JUN 1993	1993																		0162-1459			WOS:A1993LD68000034		
J	Aloise, Daniel; Deshpande, Amit; Hansen, Pierre; Popat, Preyas				Aloise, Daniel/G-2490-2012				NP-hardness of Euclidean sum-of-squares clustering								MACHINE LEARNING				75	2			245	248		10.1007/s10994-009-5103-0			MAY 2009	2009																		0885-6125			WOS:000264103000004		
J	Amir, E; McIlraith, S								Partition-based logical reasoning for first-order and propositional theories								ARTIFICIAL INTELLIGENCE				162	1-2			49	88		10.1016/j.artint.2004.11.004			FEB 2005	2005																		0004-3702	1872-7921		WOS:000226335700004		
J	Amir, Eyal								Approximation Algorithms for Treewidth								ALGORITHMICA				56	4			448	479		10.1007/s00453-008-9180-4			APR 2010	2010																		0178-4617	1432-0541		WOS:000273587100005		
J	Ando, RK; Zhang, T								A framework for learning predictive structures from multiple tasks and unlabeled data								JOURNAL OF MACHINE LEARNING RESEARCH				6				1817	1853					NOV 2005	2005																		1532-4435			WOS:000236330700003		
J	ANDREWS, DF; MALLOWS, CL								SCALE MIXTURES OF NORMAL DISTRIBUTIONS								JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL				36	1			99	102					1974	1974																		0035-9246			WOS:A1974T735400009		
J	Andrieu, C; de Freitas, N; Doucet, A; Jordan, MI								An introduction to MCMC for machine learning								MACHINE LEARNING				50	1-2			5	43		10.1023/A:1020281327116			JAN-FEB 2003	2003																		0885-6125	1573-0565		WOS:000178037200001		
J	Andrieu, C; de Freitas, N; Doucet, A								Robust full Bayesian learning for radial basis networks								NEURAL COMPUTATION				13	10			2359	2407		10.1162/089976601750541831			OCT 2001	2001																		0899-7667	1530-888X		WOS:000171018900008	11571002	
J	Andrieu, Christophe; Thoms, Johannes								A tutorial on adaptive MCMC								STATISTICS AND COMPUTING				18	4			343	373		10.1007/s11222-008-9110-y			DEC 2008	2008																		0960-3174	1573-1375		WOS:000261607600002		
J	Argyriou, Andreas; Evgeniou, Theodoros; Pontil, Massimiliano								Convex multi-task feature learning								MACHINE LEARNING				73	3			243	272		10.1007/s10994-007-5040-8			DEC 2008	2008																		0885-6125			WOS:000260517100003		
