PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	AGRAWAL, R; IMIELINSKI, T; SWAMI, A								DATABASE MINING - A PERFORMANCE PERSPECTIVE								IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING				5	6			914	925		10.1109/69.250074			DEC 1993	1993																		1041-4347			WOS:A1993MQ44300003		
J	AHA, DW								TOLERATING NOISY, IRRELEVANT AND NOVEL ATTRIBUTES IN INSTANCE-BASED LEARNING ALGORITHMS								INTERNATIONAL JOURNAL OF MAN-MACHINE STUDIES				36	2			267	287		10.1016/0020-7373(92)90018-G			FEB 1992	1992																		0020-7373			WOS:A1992HF68300010		
B	ALMUALLIM, H; DIETTERICH, TG			AAAI PRESS					LEARNING WITH MANY IRRELEVANT FEATURES								PROCEEDINGS : NINTH NATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE, VOLS 1 AND 2								547	558					1991	1991						9TH NATIONAL CONF ON ARTIFICIAL INTELLIGENCE ( AAAI-91 )9TH NATIONAL CONF ON ARTIFICIAL INTELLIGENCE ( AAAI-91 )	JUL 14-19, 1991JUL 14-19, 1991	AMER ASSOC ARTIFICIAL INTELLIGENCEAMER ASSOC ARTIFICIAL INTELLIGENCE	ANAHEIM, CAANAHEIM, CA											0-262-51059-6	WOS:A1991BU53G00084		
B	Ankerst, M; Breunig, MM; Kriegel, HP; Sander, J						Delis, A; Faloutsos, C; Ghandeharizadeh, S		OPTICS: Ordering points to identify the clustering structure								SIGMOD RECORD, VOL 28, NO 2 - JUNE 1999: SIGMOD99: PROCEEDINGS OF THE 1999 ACM SIGMOD - INTERNATIONAL CONFERENCE ON MANAGEMENT OF DATA								49	60					1999	1999						1999 ACM SIGMOD International Conference on Management of Data1999 ACM SIGMOD International Conference on Management of Data	JUN 01-03, 1999JUN 01-03, 1999	Assoc Comp Machinery, Special Interest Grp Management DataAssoc Comp Machinery, Special Interest Grp Management Data	PHILADELPHIA, PAPHILADELPHIA, PA											1-58113-084-8	WOS:000080980400005		
J	Appelt, DE								Introduction to information extraction								AI COMMUNICATIONS				12	3			161	172					1999	1999																		0921-7126			WOS:000084004000003		
B	Arthur, David; Vassilvitskii, Sergei			SIAM/ACM					k-means plus plus : The Advantages of Careful Seeding								PROCEEDINGS OF THE EIGHTEENTH ANNUAL ACM-SIAM SYMPOSIUM ON DISCRETE ALGORITHMS								1027	1035					2007	2007						18th ACM-SIAM Symposium on Discrete Algorithms18th ACM-SIAM Symposium on Discrete Algorithms	JAN 07-09, 2007JAN 07-09, 2007	ACM SIGACT; SIAMACM SIGACT; SIAM	New Orleans, LANew Orleans, LA											978-0-898716-24-5	WOS:000281596700111		
J	Atkeson, CG; Moore, AW; Schaal, S								Locally weighted learning								ARTIFICIAL INTELLIGENCE REVIEW				11	1-5			11	73		10.1023/A:1006559212014			FEB 1997	1997																		0269-2821	1573-7462		WOS:A1997XE77700002		
S	Auer, P; Ortner, R						Boulicaut, JF; Esposito, F; Giannoti, F; Pedreschi, D		A boosting approach to multiple instance learning								MACHINE LEARNING: ECML 2004, PROCEEDINGS		LECTURE NOTES IN COMPUTER SCIENCE		3201				63	74					2004	2004						15th European Conference on Machine Learning/8th European Conference on Principles and Practice of Knowledge Discovery in Databases15th European Conference on Machine Learning/8th European Conference on Principles and Practice of Knowledge Discovery in Databases	SEP 20-24, 2004SEP 20-24, 2004	KDNet; Pascal Network; Kluwer & Mach Learning Journal; Springer; Municipal Pisa; Microsoft Res; COOP; Exeura; INSA-Lyon; ISTI-Cnr; Univ Pisa; Univ Bari; Reg ToscanaKDNet; Pascal Network; Kluwer & Mach Learning Journal; Springer; Municipal Pisa; Microsoft Res; COOP; Exeura; INSA-Lyon; ISTI-Cnr; Univ Pisa; Univ Bari; Reg Toscana	Pisa, ITALYPisa, ITALY									0302-9743		3-540-23105-6	WOS:000223999500009		
J	BECK, JR; SHULTZ, EK								THE USE OF RELATIVE OPERATING CHARACTERISTIC (ROC) CURVES IN TEST-PERFORMANCE EVALUATION								ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE				110	1			13	20					JAN 1986	1986																		0003-9985			WOS:A1986AWP9400007	3753562	
J	Bifet, Albert; Holmes, Geoff; Kirkby, Richard; Pfahringer, Bernhard				Bifet, Albert/E-4984-2017	Bifet, Albert/0000-0002-8339-7773; Holmes, Geoffrey/0000-0003-0433-8925			MOA: Massive Online Analysis								JOURNAL OF MACHINE LEARNING RESEARCH				11				1601	1604					MAY 2010	2010																		1532-4435			WOS:000282522000001		
