PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Ahuja, N								A transform for multiscale image segmentation by integrated edge and region detection								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				18	12			1211	1235		10.1109/34.546258			DEC 1996	1996																		0162-8828			WOS:A1996VZ15000007		
J	Amit, Y; Geman, D; Wilder, K				Geman, Donald/A-3325-2010				Joint induction of shape features and tree classifiers								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				19	11			1300	1305		10.1109/34.632990			NOV 1997	1997																		0162-8828	1939-3539		WOS:A1997YG58500012		
J	Belhumeur, PN; Hespanha, JP; Kriegman, DJ				Hespanha, Joao/C-2569-2008	Hespanha, Joao/0000-0003-2809-4718			Eigenfaces vs. Fisherfaces: Recognition using class specific linear projection								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				19	7			711	720		10.1109/34.598228			JUL 1997	1997																		0162-8828	1939-3539		WOS:A1997XM69300005		
B	Bernier, O; Collobert, M; Feraud, R; Lemaire, V; Viallet, JE; Collobert, D			IEEE; IEEE					MULTRAK: A system for automatic Multiperson Localization and Tracking in real-time								1998 INTERNATIONAL CONFERENCE ON IMAGE PROCESSING - PROCEEDINGS, VOL 1								136	140					1998	1998						IEEE International Conference on Image ProcessingIEEE International Conference on Image Processing	OCT 04-07, 1998OCT 04-07, 1998	IEEE, Signal Proc SocIEEE, Signal Proc Soc	CHICAGO, ILCHICAGO, IL											0-8186-8821-1	WOS:000076642600034		
J	BUREL, G; CAREL, D								DETECTION AND LOCALIZATION OF FACES ON DIGITAL IMAGES								PATTERN RECOGNITION LETTERS				15	10			963	967		10.1016/0167-8655(94)90027-2			OCT 1994	1994																		0167-8655			WOS:A1994PK53600002		
B	Cai, J; Goshtasby, A; Yu, C			IEEE, COMP SOC					Detecting human faces in color images								INTERNATIONAL WORKSHOP ON MULTI-MEDIA DATABASE MANAGEMENT SYSTEMS- PROCEEDINGS								124	131		10.1109/MMDBMS.1998.709526			1998	1998						International Workshop on Multi-Media Database Management SystemsInternational Workshop on Multi-Media Database Management Systems	AUG 05-07, 1998AUG 05-07, 1998	IEEE, Comp Soc, Tech Comm Multimedia Comp; Informat Technol Res Inst; Wright State Univ, Dayton, OhioIEEE, Comp Soc, Tech Comm Multimedia Comp; Informat Technol Res Inst; Wright State Univ, Dayton, Ohio	DAYTON, OHDAYTON, OH											0-8186-8676-6	WOS:000075702200015		
B	Chai, D; Ngan, KN			IEEE	Ngan, King/E-8240-2014				Locating facial region of a head-and-shoulders color image								AUTOMATIC FACE AND GESTURE RECOGNITION - THIRD IEEE INTERNATIONAL CONFERENCE PROCEEDINGS								124	129		10.1109/AFGR.1998.670936			1998	1998						3rd IEEE International Conference on Automatic Face and Gesture Recognition3rd IEEE International Conference on Automatic Face and Gesture Recognition	APR 14-16, 1998APR 14-16, 1998	IEEE, Comp Soc, Tech Comm Pattern Anal & Machine Intelligence; Informat Proc Soc Japan; Inst Electr Informat & Commun Engineers; Inst Image Informat & Televis Engineers; Soc Instrument & Control EngineersIEEE, Comp Soc, Tech Comm Pattern Anal & Machine Intelligence; Informat Proc Soc Japan; Inst Electr Informat & Commun Engineers; Inst Image Informat & Televis Engineers; Soc Instrument & Control Engineers	NARA, JAPANNARA, JAPAN											0-8186-8344-9	WOS:000073666400020		
J	CHELLAPPA, R; WILSON, CL; SIROHEY, S				Rohlf, F/A-8710-2008				HUMAN AND MACHINE RECOGNITION OF FACES - A SURVEY								PROCEEDINGS OF THE IEEE				83	5			705	740		10.1109/5.381842			MAY 1995	1995																		0018-9219	1558-2256		WOS:A1995QU13600002		
J	Cho, K; Meer, P; Cabrera, J								Performance assessment through bootstrap								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				19	11			1185	1198		10.1109/34.632979			NOV 1997	1997						IEEE International Symposium on Computer VisionIEEE International Symposium on Computer Vision	NOV, 1995NOV, 1995	IEEEIEEE	CORAL GABLES, FLCORAL GABLES, FL									0162-8828			WOS:A1997YG58500001		
B	Collobert, M; Feraud, R; LeTourneur, G; Bernier, O; Viallet, JE; Mahieux, Y; Collobert, D			IEEE COMP SOC					LISTEN: A system for locating and tracking individual speakers								PROCEEDINGS OF THE SECOND INTERNATIONAL CONFERENCE ON AUTOMATIC FACE AND GESTURE RECOGNITION								283	288		10.1109/AFGR.1996.557278			1996	1996						2nd International Conference on Automatic Face and Gesture Recognition2nd International Conference on Automatic Face and Gesture Recognition	OCT 14-16, 1996OCT 14-16, 1996	MIT, Media Lab; IEEE Comp Soc; IEEE Comp Soc, Tech Comm Pattern Anal & Machine IntelligenceMIT, Media Lab; IEEE Comp Soc; IEEE Comp Soc, Tech Comm Pattern Anal & Machine Intelligence	KILLINGTON, VTKILLINGTON, VT											0-8186-7713-9	WOS:A1996BG49Z00044		
S	Colmenarez, AJ; Huang, TS			IEEE COMP SOC					Face detection with information-based maximum discrimination								1997 IEEE COMPUTER SOCIETY CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION, PROCEEDINGS		PROCEEDINGS / CVPR, IEEE COMPUTER SOCIETY CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION						782	787		10.1109/CVPR.1997.609415			1997	1997						1997 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 97)1997 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 97)	JUN 17-19, 1997JUN 17-19, 1997	IEEE Comp Soc, Tech Comm Pattern Anal & Machine IntelligenceIEEE Comp Soc, Tech Comm Pattern Anal & Machine Intelligence	SAN JUAN, PRSAN JUAN, PR									1063-6919		0-7803-4236-4	WOS:A1997BJ30G00122		
B	Cootes, TF; Taylor, CJ			IEEE COMP SOC	Taylor, Christopher/A-3909-2009	Taylor, Christopher/0000-0001-7867-9533; Cootes, Timothy/0000-0002-2695-9063			Locating faces using statistical feature detectors								PROCEEDINGS OF THE SECOND INTERNATIONAL CONFERENCE ON AUTOMATIC FACE AND GESTURE RECOGNITION								204	209		10.1109/AFGR.1996.557265			1996	1996						2nd International Conference on Automatic Face and Gesture Recognition2nd International Conference on Automatic Face and Gesture Recognition	OCT 14-16, 1996OCT 14-16, 1996	MIT, Media Lab; IEEE Comp Soc; IEEE Comp Soc, Tech Comm Pattern Anal & Machine IntelligenceMIT, Media Lab; IEEE Comp Soc; IEEE Comp Soc, Tech Comm Pattern Anal & Machine Intelligence	KILLINGTON, VTKILLINGTON, VT											0-8186-7713-9	WOS:A1996BG49Z00031		
J	CRAW, I; ELLIS, H; LISHMAN, JR								AUTOMATIC EXTRACTION OF FACE-FEATURES								PATTERN RECOGNITION LETTERS				5	2			183	187		10.1016/0167-8655(87)90039-0			FEB 1987	1987																		0167-8655			WOS:A1987G975100010		
S	Crowley, JL; Berard, F			IEEE COMP SOC					Multi-modal tracking of faces for video communications								1997 IEEE COMPUTER SOCIETY CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION, PROCEEDINGS		PROCEEDINGS / CVPR, IEEE COMPUTER SOCIETY CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION						640	645		10.1109/CVPR.1997.609393			1997	1997						1997 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 97)1997 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 97)	JUN 17-19, 1997JUN 17-19, 1997	IEEE Comp Soc, Tech Comm Pattern Anal & Machine IntelligenceIEEE Comp Soc, Tech Comm Pattern Anal & Machine Intelligence	SAN JUAN, PRSAN JUAN, PR									1063-6919		0-7803-4236-4	WOS:A1997BJ30G00100		
