PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Amari, S; Kawanabe, M				Amari, Shun-ichi/A-5901-2016				Information geometry of estimating functions in semi-parametric statistical models								BERNOULLI				3	1			29	54		10.2307/3318651			MAR 1997	1997																		1350-7265			WOS:A1997XX61200002		
J	AMARI, S				Amari, Shun-ichi/A-5901-2016				A THEORY OF ADAPTIVE PATTERN CLASSIFIERS								IEEE TRANSACTIONS ON ELECTRONIC COMPUTERS				EC16	3			299	+		10.1109/PGEC.1967.264665			1967	1967																		0367-7508			WOS:A19679597000005		
J	AMARI, S; KURATA, K; NAGAOKA, H				Amari, Shun-ichi/A-5901-2016				INFORMATION GEOMETRY OF BOLTZMANN MACHINES								IEEE TRANSACTIONS ON NEURAL NETWORKS				3	2			260	271		10.1109/72.125867			MAR 1992	1992																		1045-9227			WOS:A1992HD06400010	18276427	
J	AMARI, S				Amari, Shun-ichi/A-5901-2016				DIFFERENTIAL GEOMETRY OF A PARAMETRIC FAMILY OF INVERTIBLE LINEAR-SYSTEMS - RIEMANNIAN METRIC, DUAL AFFINE CONNECTIONS, AND DIVERGENCE								MATHEMATICAL SYSTEMS THEORY				20	1			53	82		10.1007/BF01692059			1987	1987																		0025-5661			WOS:A1987K669600005		
J	AMARI, S; MURATA, N				Murata, Noboru/J-3345-2012; Amari, Shun-ichi/A-5901-2016	Murata, Noboru/0000-0002-4258-6877; 			STATISTICAL-THEORY OF LEARNING-CURVES UNDER ENTROPIC LOSS CRITERION								NEURAL COMPUTATION				5	1			140	153		10.1162/neco.1993.5.1.140			JAN 1993	1993																		0899-7667	1530-888X		WOS:A1993KG55800012		
J	AMARI, SI				Amari, Shun-ichi/A-5901-2016				NEURAL THEORY OF ASSOCIATION AND CONCEPT-FORMATION								BIOLOGICAL CYBERNETICS				26	3			175	185		10.1007/BF00365229			1977	1977																		0340-1200	1432-0770		WOS:A1977DG96000007	901864	
J	AMARI, SI				Amari, Shun-ichi/A-5901-2016				A UNIVERSAL THEOREM ON LEARNING-CURVES								NEURAL NETWORKS				6	2			161	166		10.1016/0893-6080(93)90013-M			1993	1993																		0893-6080	1879-2782		WOS:A1993KT21700001		
J	BARKAI, N; SEUNG, HS; SOMPOLINSKY, H								LOCAL AND GLOBAL CONVERGENCE OF ONLINE LEARNING								PHYSICAL REVIEW LETTERS				75	7			1415	1418		10.1103/PhysRevLett.75.1415			AUG 14 1995	1995																		0031-9007	1079-7114		WOS:A1995RN46300045		
J	BELL, AJ; SEJNOWSKI, TJ								AN INFORMATION MAXIMIZATION APPROACH TO BLIND SEPARATION AND BLIND DECONVOLUTION								NEURAL COMPUTATION				7	6			1129	1159		10.1162/neco.1995.7.6.1129			NOV 1995	1995																		0899-7667			WOS:A1995RZ70200001	7584893	
J	CAMPBELL, LL								THE RELATION BETWEEN INFORMATION-THEORY AND THE DIFFERENTIAL GEOMETRY APPROACH TO STATISTICS								INFORMATION SCIENCES				35	3			199	210		10.1016/0020-0255(85)90050-7			JUN 1985	1985																		0020-0255			WOS:A1985A019400003		
J	Cardoso, JF; Laheld, BH								Equivariant adaptive source separation								IEEE TRANSACTIONS ON SIGNAL PROCESSING				44	12			3017	3030		10.1109/78.553476			DEC 1996	1996																		1053-587X	1941-0476		WOS:A1996VZ87800009		
J	COMON, P								INDEPENDENT COMPONENT ANALYSIS, A NEW CONCEPT								SIGNAL PROCESSING				36	3			287	314		10.1016/0165-1684(94)90029-9			APR 1994	1994																		0165-1684			WOS:A1994NG53800005		
J	Douglas, SC; Cichocki, A; Amari, S				Cichocki, Andrzej/A-1545-2015; Amari, Shun-ichi/A-5901-2016	Cichocki, Andrzej/0000-0002-8364-7226; 			Fast-convergence filtered regressor algorithms for blind equalisation								ELECTRONICS LETTERS				32	23			2114	2115		10.1049/el:19961414			NOV 7 1996	1996																		0013-5194			WOS:A1996VU44700007		
J	HESKES, TM; KAPPEN, B				Kappen, Hilbert/D-1921-2010; Heskes, Tom/A-1443-2010	Heskes, Tom/0000-0002-3398-5235			LEARNING-PROCESSES IN NEURAL NETWORKS								PHYSICAL REVIEW A				44	4			2718	2726		10.1103/PhysRevA.44.2718			AUG 15 1991	1991																		1050-2947			WOS:A1991GC35000056		
J	JUTTEN, C; HERAULT, J								BLIND SEPARATION OF SOURCES .1. AN ADAPTIVE ALGORITHM BASED ON NEUROMIMETIC ARCHITECTURE								SIGNAL PROCESSING				24	1			1	10		10.1016/0165-1684(91)90079-X			JUL 1991	1991																		0165-1684			WOS:A1991FZ33700001		
