PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
S	Bengio, Y; Ducharme, R; Vincent, P						Leen, TK; Dietterich, TG; Tresp, V		A neural probabilistic language model								ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 13		ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS		13				932	938					2001	2001						14th Annual Neural Information Processing Systems Conference (NIPS)14th Annual Neural Information Processing Systems Conference (NIPS)	NOV 27-DEC 02, 2000NOV 27-DEC 02, 2000		DENVER, CODENVER, CO									1049-5258		0-262-12241-3	WOS:000171891800131		
J	BENGIO, Y; SIMARD, P; FRASCONI, P				Frasconi, Paolo/G-2944-2010				LEARNING LONG-TERM DEPENDENCIES WITH GRADIENT DESCENT IS DIFFICULT								IEEE TRANSACTIONS ON NEURAL NETWORKS				5	2			157	166		10.1109/72.279181			MAR 1994	1994																		1045-9227	1941-0093		WOS:A1994NH76800002	18267787	
J	Bengio, Yoshua; Courville, Aaron; Vincent, Pascal								Representation Learning: A Review and New Perspectives								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				35	8			1798	1828		10.1109/TPAMI.2013.50			AUG 2013	2013																		0162-8828			WOS:000320381400002	23787338	
J	BOSER, BE; SACKINGER, E; BROMLEY, J; LECUN, Y; JACKEL, LD								AN ANALOG NEURAL NETWORK PROCESSOR WITH PROGRAMMABLE TOPOLOGY								IEEE JOURNAL OF SOLID-STATE CIRCUITS				26	12			2017	2025		10.1109/4.104196			DEC 1991	1991																		0018-9200			WOS:A1991GQ90500035		
J	Bottou, Leon								From machine learning to machine reasoning An essay								MACHINE LEARNING				94	2	SI		133	149		10.1007/s10994-013-5335-x			FEB 2014	2014																		0885-6125	1573-0565		WOS:000330616900002		
J	Cadieu, Charles F.; Hong, Ha; Yamins, Daniel L. K.; Pinto, Nicolas; Ardila, Diego; Solomon, Ethan A.; Majaj, Najib J.; DiCarlo, James J.								Deep Neural Networks Rival the Representation of Primate IT Cortex for Core Visual Object Recognition								PLOS COMPUTATIONAL BIOLOGY				10	12					e1003963	10.1371/journal.pcbi.1003963			DEC 2014	2014																		1553-734X	1553-7358		WOS:000346656700023	25521294	
S	Ciodaro, T.; Deva, D.; de Seixas, J. M.; Damazio, D.						Teodorescu, L		Online particle detection with Neural Networks based on topological calorimetry information								14TH INTERNATIONAL WORKSHOP ON ADVANCED COMPUTING AND ANALYSIS TECHNIQUES IN PHYSICS RESEARCH (ACAT 2011)		Journal of Physics Conference Series		368						012030	10.1088/1742-6596/368/1/012030			2012	2012						14th International Workshop on Advanced Computing and Analysis Techniques in Physics Research (ACAT)14th International Workshop on Advanced Computing and Analysis Techniques in Physics Research (ACAT)	SEP 05-09, 2011SEP 05-09, 2011	Sci & Technol, Facilities Council (STFC); Durham Univ, Inst Particle Phys Phenomenol (IPPP); Brookhaven Natl Lab; DellSci & Technol, Facilities Council (STFC); Durham Univ, Inst Particle Phys Phenomenol (IPPP); Brookhaven Natl Lab; Dell	Brunel Univ, Uxbridge, ENGLANDBrunel Univ, Uxbridge, ENGLAND									1742-6588		*****************	WOS:000307497200030		
J	Ciresan, Dan; Meier, Ueli; Masci, Jonathan; Schmidhuber, Juergen								Multi-column deep neural network for traffic sign classification								NEURAL NETWORKS				32		SI		333	338		10.1016/j.neunet.2012.02.023			AUG 2012	2012																		0893-6080	1879-2782		WOS:000306162600036	22386783	
J	Collobert, Ronan; Weston, Jason; Bottou, Leon; Karlen, Michael; Kavukcuoglu, Koray; Kuksa, Pavel								Natural Language Processing (Almost) from Scratch								JOURNAL OF MACHINE LEARNING RESEARCH				12				2493	2537					AUG 2011	2011																		1532-4435			WOS:000298102200003		
J	Farabet, Clement; Couprie, Camille; Najman, Laurent; LeCun, Yann				couprie, camille/H-4092-2014	Najman, Laurent/0000-0002-6190-0235			Learning Hierarchical Features for Scene Labeling								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				35	8			1915	1929		10.1109/TPAMI.2012.231			AUG 2013	2013																		0162-8828			WOS:000320381400008	23787344	
J	Felleman, Daniel J.; Van Essen, David C.								Distributed Hierarchical Processing in the Primate Cerebral Cortex								CEREBRAL CORTEX				1	1			1	47		10.1093/cercor/1.1.1			JAN 1991	1991																		1047-3211			WOS:000208047200002	1822724	
J	FUKUSHIMA, K; MIYAKE, S								NEOCOGNITRON - A NEW ALGORITHM FOR PATTERN-RECOGNITION TOLERANT OF DEFORMATIONS AND SHIFTS IN POSITION								PATTERN RECOGNITION				15	6			455	469		10.1016/0031-3203(82)90024-3			1982	1982																		0031-3203			WOS:A1982PN35900003		
J	Garcia, C; Delakis, M					Garcia, christophe/0000-0001-7997-9837			Convolutional face finder: A neural architecture for fast and robust face detection								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				26	11			1408	1423		10.1109/TPAMI.2004.97			NOV 2004	2004																		0162-8828			WOS:000223737000002	15521490	
