PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
B	Amin, A			IEEE COMP SOC					Off line Arabic character recognition - A survey								PROCEEDINGS OF THE FOURTH INTERNATIONAL CONFERENCE ON DOCUMENT ANALYSIS AND RECOGNITION, VOLS 1 AND 2								596	599					1997	1997						4th International Conference on Document Analysis and Recognition (ICDAR 97)4th International Conference on Document Analysis and Recognition (ICDAR 97)	AUG 18-20, 1997AUG 18-20, 1997	Int Assoc Pattern Recognit, TC 10 & 11; Int Graphonom Soc; German Assoc Comp Sci; German Assoc Informat TechnolInt Assoc Pattern Recognit, TC 10 & 11; Int Graphonom Soc; German Assoc Comp Sci; German Assoc Informat Technol	ULM, GERMANYULM, GERMANY											0-8186-7899-2	WOS:A1997BJ50V00120		
B	Anquetil, E; Lorette, G			IEEE COMP SOC					Perceptual model of handwriting drawing application to the handwriting segmentation problem								PROCEEDINGS OF THE FOURTH INTERNATIONAL CONFERENCE ON DOCUMENT ANALYSIS AND RECOGNITION, VOLS 1 AND 2								112	117					1997	1997						4th International Conference on Document Analysis and Recognition (ICDAR 97)4th International Conference on Document Analysis and Recognition (ICDAR 97)	AUG 18-20, 1997AUG 18-20, 1997	Int Assoc Pattern Recognit, TC 10 & 11; Int Graphonom Soc; German Assoc Comp Sci; German Assoc Informat TechnolInt Assoc Pattern Recognit, TC 10 & 11; Int Graphonom Soc; German Assoc Comp Sci; German Assoc Informat Technol	ULM, GERMANYULM, GERMANY											0-8186-7899-2	WOS:A1997BJ50V00022		
J	Bajaj, R; Chaudhury, S								Signature verification using multiple neural classifiers								PATTERN RECOGNITION				30	1			1	7		10.1016/S0031-3203(96)00059-3			JAN 1997	1997																		0031-3203			WOS:A1997WE70400001		
J	Barriere, C; Plamondon, R				Plamondon, Rejean/O-3214-2015	Plamondon, Rejean/0000-0002-4903-7539			Human identification of letters in mixed-script handwriting: An upper bound on recognition rates								IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS				28	1			78	82		10.1109/3477.658580			FEB 1998	1998																		1083-4419	1941-0492		WOS:000071692700008	18255924	
J	BELLEGARDA, EJ; BELLEGARDA, JR; NAHAMOO, D; NATHAN, KS								A FAST STATISTICAL MIXTURE ALGORITHM FOR ONLINE HANDWRITING RECOGNITION								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				16	12			1227	1233		10.1109/34.387484			DEC 1994	1994																		0162-8828			WOS:A1994QA71500008		
J	BENGIO, Y; LECUN, Y; NOHL, C; BURGES, C								LEREC - A NN/HMM HYBRID FOR ONLINE HANDWRITING RECOGNITION								NEURAL COMPUTATION				7	6			1289	1303		10.1162/neco.1995.7.6.1289			NOV 1995	1995																		0899-7667			WOS:A1995RZ70200011	7584903	
B	BIJHOLD, J						Rudin, LI; Bramble, SK		Use of color transformation for extraction of handwriting								INVESTIGATIVE AND TRIAL IMAGE PROCESSING		PROCEEDINGS OF THE SOCIETY OF PHOTO-OPTICAL INSTRUMENTATION ENGINEERS (SPIE)		2567				171	181		10.1117/12.218477			1995	1995						Conference on Investigative and Trial Image ProcessingConference on Investigative and Trial Image Processing	JUL 13-14, 1995JUL 13-14, 1995	Soc Photo Opt Instrumentat EngineersSoc Photo Opt Instrumentat Engineers	SAN DIEGO, CASAN DIEGO, CA											0-8194-1926-5	WOS:A1995BE16B00018		
J	BOCCIGNONE, G; CHIANESE, A; CORDELLA, LP; MARCELLI, A				Boccignone, Giuseppe/G-7542-2012	Boccignone, Giuseppe/0000-0002-5572-0924			RECOVERING DYNAMIC INFORMATION FROM STATIC HANDWRITING								PATTERN RECOGNITION				26	3			409	418		10.1016/0031-3203(93)90168-V			MAR 1993	1993																		0031-3203			WOS:A1993KW56800004		
B	Bontempi, B; Marcelli, A						Simner, ML; Leedham, CG; Thomassen, AJW		On-line segmentation of cursive script using an arclength representation								HANDWRITING AND DRAWING RESEARCH: BASIC AND APPLIED ISSUES								315	327					1996	1996						7th Biennial Conference of the International-Graphonomics-Society7th Biennial Conference of the International-Graphonomics-Society	AUG, 1995AUG, 1995	Int Graphonom SocInt Graphonom Soc	UNIV W ONTARIO, LONDON, CANADAUNIV W ONTARIO, LONDON, CANADA											90-5199-280-7	WOS:A1996BG91P00024		
S	Bouletreau, V; Vincent, N; Sabourin, R; Emptoz, H						Jain, AK; Venkatesh, S; Lovell, BC		Handwriting and signature: One or two personality identifiers?								FOURTEENTH INTERNATIONAL CONFERENCE ON PATTERN RECOGNITION, VOLS 1 AND 2		INTERNATIONAL CONFERENCE ON PATTERN RECOGNITION						1758	1760					1998	1998						14th International Conference on Pattern Recognition14th International Conference on Pattern Recognition	AUG 16-20, 1998AUG 16-20, 1998	Int Assoc Pattern Recognit; Australian Pattern Recognit SocInt Assoc Pattern Recognit; Australian Pattern Recognit Soc	BRISBANE, AUSTRALIABRISBANE, AUSTRALIA									1051-4651		0-8186-8512-3	WOS:000075882100467		
