PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Alizadeh, AA; Eisen, MB; Davis, RE; Ma, C; Lossos, IS; Rosenwald, A; Boldrick, JG; Sabet, H; Tran, T; Yu, X; Powell, JI; Yang, LM; Marti, GE; Moore, T; Hudson, J; Lu, LS; Lewis, DB; Tibshirani, R; Sherlock, G; Chan, WC; Greiner, TC; Weisenburger, DD; Armitage, JO; Warnke, R; Levy, R; Wilson, W; Grever, MR; Byrd, JC; Botstein, D; Brown, PO; Staudt, LM				Sherlock, Gavin/B-1831-2009; Sherlock, Gavin/E-9110-2012	Alizadeh, Arash Ash/0000-0002-5153-5625; Sherlock, Gavin/0000-0002-1692-4983			Distinct types of diffuse large B-cell lymphoma identified by gene expression profiling								NATURE				403	6769			503	511		10.1038/35000501			FEB 3 2000	2000																		0028-0836			WOS:000085227300039	10676951	
J	Alon, U; Barkai, N; Notterman, DA; Gish, K; Ybarra, S; Mack, D; Levine, AJ								Broad patterns of gene expression revealed by clustering analysis of tumor and normal colon tissues probed by oligonucleotide arrays								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				96	12			6745	6750		10.1073/pnas.96.12.6745			JUN 8 1999	1999																		0027-8424			WOS:000080842200032	10359783	
J	Barnard, MM								The secular variations of skull characters in four series of Egyptian skulls								ANNALS OF EUGENICS				6				352	371					DEC 1935	1935																					WOS:000200604100003		
J	Breiman, L								Arcing classifiers								ANNALS OF STATISTICS				26	3			801	824					JUN 1998	1998																		0090-5364			WOS:000079135500001		
J	Breiman, L								Bagging predictors								MACHINE LEARNING				24	2			123	140		10.1007/BF00058655			AUG 1996	1996																		0885-6125			WOS:A1996UZ38000003		
J	Brown, MPS; Grundy, WN; Lin, D; Cristianini, N; Sugnet, CW; Furey, TS; Ares, M; Haussler, D					Ares, Manny/0000-0002-2552-9168			Knowledge-based analysis of microarray gene expression data by using support vector machines								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				97	1			262	267		10.1073/pnas.97.1.262			JAN 4 2000	2000																		0027-8424			WOS:000084624500049	10618406	
J	Chow, ML; Moler, EJ; Mian, IS								Identifying marker genes in transcription profiling data using a mixture of feature relevance experts								PHYSIOLOGICAL GENOMICS				5	2			99	111					MAR 8 2001	2001																		1094-8341			WOS:000167362900006	11242594	
J	DeRisi, JL; Iyer, VR; Brown, PO								Exploring the metabolic and genetic control of gene expression on a genomic scale								SCIENCE				278	5338			680	686		10.1126/science.278.5338.680			OCT 24 1997	1997																		0036-8075			WOS:A1997YC32300053	9381177	
J	Eisen, MB; Spellman, PT; Brown, PO; Botstein, D					Eisen, Michael/0000-0002-7528-738X			Cluster analysis and display of genome-wide expression patterns								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				95	25			14863	14868		10.1073/pnas.95.25.14863			DEC 8 1998	1998																		0027-8424			WOS:000077436700051	9843981	
J	Fisher, RA				Bueno, Ligia/P-1359-2014				The use of multiple measurements in taxonomic problems								ANNALS OF EUGENICS				7				179	188					SEP 1936	1936																					WOS:000200604300007		
J	Freund, Y; Schapire, RE								A decision-theoretic generalization of on-line learning and an application to boosting								JOURNAL OF COMPUTER AND SYSTEM SCIENCES				55	1			119	139		10.1006/jcss.1997.1504			AUG 1997	1997						26th Annual ACM Symposium on the Theory of Computing (STOC)26th Annual ACM Symposium on the Theory of Computing (STOC)	MAY 23-25, 1994MAY 23-25, 1994	ACM, Special Interest Grp Algorithms & Computat TheoryACM, Special Interest Grp Algorithms & Computat Theory	MONTREAL, CANADAMONTREAL, CANADA									0022-0000			WOS:A1997XT05700011		
J	Golub, TR; Slonim, DK; Tamayo, P; Huard, C; Gaasenbeek, M; Mesirov, JP; Coller, H; Loh, ML; Downing, JR; Caligiuri, MA; Bloomfield, CD; Lander, ES								Molecular classification of cancer: Class discovery and class prediction by gene expression monitoring								SCIENCE				286	5439			531	537		10.1126/science.286.5439.531			OCT 15 1999	1999																		0036-8075			WOS:000083121200061	10521349	
J	KOUTSOUKOS, AD; RUBINSTEIN, LV; FARAGGI, D; SIMON, RM; KALYANDRUG, S; WEINSTEIN, JN; KOHN, KW; PAULL, KD								DISCRIMINATION TECHNIQUES APPLIED TO THE NCI IN-VITRO ANTITUMOR DRUG SCREEN - PREDICTING BIOCHEMICAL-MECHANISM OF ACTION								STATISTICS IN MEDICINE				13	5-7			719	730		10.1002/sim.4780130532			MAR 15 1994	1994						NIH Conference on Current Topics in BiostatisticsNIH Conference on Current Topics in Biostatistics	JAN 25-26, 1992JAN 25-26, 1992	NIHNIH	BETHESDA, MDBETHESDA, MD									0277-6715			WOS:A1994NE52500031	8023045	
J	Lockhart, DJ; Dong, HL; Byrne, MC; Follettie, MT; Gallo, MV; Chee, MS; Mittmann, M; Wang, CW; Kobayashi, M; Horton, H; Brown, EL								Expression monitoring by hybridization to high-density oligonucleotide arrays								NATURE BIOTECHNOLOGY				14	13			1675	1680		10.1038/nbt1296-1675			DEC 1996	1996																		1087-0156			WOS:A1996VX10700028	9634850	
J	Perou, CM; Jeffrey, SS; Van de Rijn, M; Rees, CA; Eisen, MB; Ross, DT; Pergamenschikov, A; Williams, CF; Zhu, SX; Lee, JCF; Lashkari, D; Shalon, D; Brown, PO; Botstein, D					Perou, Charles/0000-0001-9827-2247; Eisen, Michael/0000-0002-7528-738X			Distinctive gene expression patterns in human mammary epithelial cells and breast cancers								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				96	16			9212	9217		10.1073/pnas.96.16.9212			AUG 3 1999	1999																		0027-8424			WOS:000081835500080	10430922	
J	Pollack, MA; Shaffer, GC								Biotechnology: The next transatlantic trade war?								WASHINGTON QUARTERLY				23	4			41	+		10.1162/016366000561330			FAL 2000	2000																		0163-660X			WOS:000089096900004		
J	Ross, DT; Scherf, U; Eisen, MB; Perou, CM; Rees, C; Spellman, P; Iyer, V; Jeffrey, SS; Van de Rijn, M; Waltham, M; Pergamenschikov, A; Lee, JCE; Lashkari, D; Shalon, D; Myers, TG; Weinstein, JN; Botstein, D; Brown, PO				Waltham, Mark/A-1728-2009; Bell, Tiffany/F-4403-2010	Perou, Charles/0000-0001-9827-2247; Eisen, Michael/0000-0002-7528-738X			Systematic variation in gene expression patterns in human cancer cell lines								NATURE GENETICS				24	3			227	235		10.1038/73432			MAR 2000	2000																		1061-4036			WOS:000085590600011	10700174	
J	Troyanskaya, O; Cantor, M; Sherlock, G; Brown, P; Hastie, T; Tibshirani, R; Botstein, D; Altman, RB				Sherlock, Gavin/B-1831-2009; Troyanskaya, Olga/B-1968-2010; Sherlock, Gavin/E-9110-2012				Missing value estimation methods for DNA microarrays								BIOINFORMATICS				17	6			520	525		10.1093/bioinformatics/17.6.520			JUN 2001	2001																		1367-4803			WOS:000169404700005	11395428	
