PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	ANSLEY, CF; KOHN, R								ESTIMATION, FILTERING, AND SMOOTHING IN STATE-SPACE MODELS WITH INCOMPLETELY SPECIFIED INITIAL CONDITIONS								ANNALS OF STATISTICS				13	4			1286	1316		10.1214/aos/1176349739			DEC 1985	1985																		0090-5364			WOS:A1985AXY8900004		
J	Barber, D; Saad, D								Does extra knowledge necessarily improve generalization?								NEURAL COMPUTATION				8	1			202	214		10.1162/neco.1996.8.1.202			JAN 1996	1996																		0899-7667			WOS:A1996TP51600013		
J	Bishop, CM; Svensen, M; Williams, CKI								GTM: The generative topographic mapping								NEURAL COMPUTATION				10	1			215	234		10.1162/089976698300017953			JAN 1 1998	1998																		0899-7667			WOS:000071446700010		
J	Bishop, CM; Svensen, M; Williams, CKI								Developments of the generative topographic mapping								NEUROCOMPUTING				21	1-3			203	224		10.1016/S0925-2312(98)00043-5			OCT 1998	1998																		0925-2312			WOS:000077387400015		
J	BLAKE, IF; LINDSEY, WC								LEVEL-CROSSING PROBLEMS FOR RANDOM PROCESSES								IEEE TRANSACTIONS ON INFORMATION THEORY				19	3			295	315		10.1109/TIT.1973.1055016			1973	1973																		0018-9448	1557-9654		WOS:A1973P425500005		
J	BLIGHT, BJN; OTT, L								BAYESIAN APPROACH TO MODEL INADEQUACY FOR POLYNOMIAL REGRESSION								BIOMETRIKA				62	1			79	88		10.1093/biomet/62.1.79			1975	1975																		0006-3444			WOS:A1975W012300009		
J	Caruana, R								Multitask learning								MACHINE LEARNING				28	1			41	75		10.1023/A:1007379606734			JUL 1997	1997																		0885-6125	1573-0565		WOS:A1997XW54200003		
J	Chu, W; Ghahramani, Z								Gaussian processes for ordinal regression								JOURNAL OF MACHINE LEARNING RESEARCH				6				1019	1041					JUL 2005	2005																		1532-4435			WOS:000236329900001		
J	Collobert, R; Bengio, S								SVMTorch: Support vector machines for large-scale regression problems								JOURNAL OF MACHINE LEARNING RESEARCH				1	2			143	160		10.1162/15324430152733142			SPR 2001	2001																		1532-4435			WOS:000173336800003		
J	Cornford, D; Nabney, IT; Williams, CKI					Nabney, Ian T/0000-0003-1513-993X			Modelling frontal discontinuities in wind fields								JOURNAL OF NONPARAMETRIC STATISTICS				14	1-2			43	58		10.1080/10485250290003489			APR 2002	2002						Workshop on Statistical Models and Methods for Discontinuous PhenomenaWorkshop on Statistical Models and Methods for Discontinuous Phenomena	19981998		OSLO, NORWAYOSLO, NORWAY									1048-5252			WOS:000176010300004		
