PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Bartlett, PL					Bartlett, Peter/0000-0002-8760-3140			The sample complexity of pattern classification with neural networks: The size of the weights is more important than the size of the network								IEEE TRANSACTIONS ON INFORMATION THEORY				44	2			525	536		10.1109/18.661502			MAR 1998	1998						10th Annual Conference on Neural Information Processing Systems (NIPS)10th Annual Conference on Neural Information Processing Systems (NIPS)	DEC 02-05, 1996DEC 02-05, 1996	NIPS FdnNIPS Fdn	DENVER, COLORADODENVER, COLORADO									0018-9448			WOS:000072248600008		
J	Bordes, A; Ertekin, S; Weston, J; Bottou, L				Ertekin, Seyda/N-9066-2013				Fast kernel classifiers with online and active learning								JOURNAL OF MACHINE LEARNING RESEARCH				6				1579	1619					SEP 2005	2005																		1532-4435			WOS:000236330100012		
J	Collobert, R; Bengio, S; Bengio, Y								A parallel mixture of SVMs for very large scale problems								NEURAL COMPUTATION				14	5			1105	1114		10.1162/089976602753633402			MAY 2002	2002																		0899-7667			WOS:000174986900007	11972909	
J	CORTES, C; VAPNIK, V								SUPPORT-VECTOR NETWORKS								MACHINE LEARNING				20	3			273	297		10.1023/A:1022627411411			SEP 1995	1995																		0885-6125			WOS:A1995RX35400003		
S	Drucker, H; Burges, CJC; Kaufman, L; Smola, A; Vapnik, V						Mozer, MC; Jordan, MI; Petsche, T		Support vector regression machines								ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 9: PROCEEDINGS OF THE 1996 CONFERENCE		ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS		9				155	161					1997	1997						10th Annual Conference on Neural Information Processing Systems (NIPS)10th Annual Conference on Neural Information Processing Systems (NIPS)	DEC 02-05, 1996DEC 02-05, 1996	NIPS FdnNIPS Fdn	DENVER, CODENVER, CO									1049-5258		0-262-10065-7	WOS:A1997BH93C00022		
J	Espinoza, Marcelo; Suykens, Johan Ax; Belmans, Ronnie; De Moor, Bart				Suykens, Johan/C-9781-2014				Electric load forecasting - Using Kernel-based modeling for nonlinear system identification								IEEE CONTROL SYSTEMS MAGAZINE				27	5			43	57		10.1109/MCS.2007.904656			OCT 2007	2007																		1066-033X			WOS:000249623600008		
J	Feng, Guorui; Huang, Guang-Bin; Lin, Qingping; Gay, Robert				Huang, Guang-Bin/A-5035-2011; Feng, Guorui/E-6895-2012	Huang, Guang-Bin/0000-0002-2480-4965; 			Error Minimized Extreme Learning Machine With Growth of Hidden Nodes and Incremental Learning								IEEE TRANSACTIONS ON NEURAL NETWORKS				20	8			1352	1357		10.1109/TNN.2009.2024147			AUG 2009	2009																		1045-9227			WOS:000268756800012	19596632	
J	Golub, TR; Slonim, DK; Tamayo, P; Huard, C; Gaasenbeek, M; Mesirov, JP; Coller, H; Loh, ML; Downing, JR; Caligiuri, MA; Bloomfield, CD; Lander, ES								Molecular classification of cancer: Class discovery and class prediction by gene expression monitoring								SCIENCE				286	5439			531	537		10.1126/science.286.5439.531			OCT 15 1999	1999																		0036-8075			WOS:000083121200061	10521349	
J	Hsu, CW; Lin, CJ					Lin, Chih-Jen/0000-0003-4684-8747			A comparison of methods for multiclass support vector machines								IEEE TRANSACTIONS ON NEURAL NETWORKS				13	2			415	425	PII S1045-9227(02)01805-2	10.1109/72.991427			MAR 2002	2002																		1045-9227	1941-0093		WOS:000174519400014	18244442	
J	Huang, GB; Zhu, QY; Mao, KZ; Siew, CK; Saratchandran, P; Sundararajan, N				Huang, Guang-Bin/A-5035-2011	Huang, Guang-Bin/0000-0002-2480-4965			Can threshold networks be trained directly?								IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS				53	3			187	191		10.1109/TCSII.2005.857540			MAR 2006	2006																		1057-7130			WOS:000236215200005		
