PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Aharon, Michal; Elad, Michael; Bruckstein, Alfred								K-SVD: An algorithm for designing overcomplete dictionaries for sparse representation								IEEE TRANSACTIONS ON SIGNAL PROCESSING				54	11			4311	4322		10.1109/TSP.2006.881199			NOV 2006	2006																		1053-587X	1941-0476		WOS:000241537700021		
J	Aharon, Michal; Elad, Michael								Sparse and Redundant Modeling of Image Content Using an Image-Signature-Dictionary								SIAM JOURNAL ON IMAGING SCIENCES				1	3			228	247		10.1137/07070156X			2008	2008																		1936-4954			WOS:000207567500002		
J	Bach, Francis R.								Consistency of the group Lasso and multiple kernel learning								JOURNAL OF MACHINE LEARNING RESEARCH				9				1179	1225					JUN 2008	2008																		1532-4435			WOS:000258646300008		
J	Bickel, Peter J.; Ritov, Ya'acov; Tsybakov, Alexandre B.								SIMULTANEOUS ANALYSIS OF LASSO AND DANTZIG SELECTOR								ANNALS OF STATISTICS				37	4			1705	1732		10.1214/08-AOS620			AUG 2009	2009																		0090-5364			WOS:000268113500004		
J	Bonnans, JF; Shapiro, A				Shapiro, Alexander/F-3195-2011				Optimization problems with perturbations: A guided tour								SIAM REVIEW				40	2			228	264		10.1137/S0036144596302644			JUN 1998	1998																		0036-1445			WOS:000073685500003		
J	Chen, SSB; Donoho, DL; Saunders, MA								Atomic decomposition by basis pursuit								SIAM JOURNAL ON SCIENTIFIC COMPUTING				20	1			33	61		10.1137/S1064827596304010			1998	1998																		1064-8275			WOS:000075434800003		
J	Chin, Koei; DeVries, Sandy; Fridlyand, Jane; Spellman, Paul T.; Roydasgupta, Ritu; Kuo, Wen-Lin; Lapuk, Anna; Neve, Richard M.; Qian, Zuwei; Ryder, Tom; Chen, Fanqing; Feiler, Heidi; Tokuyasu, Taku; Kingsley, Chris; Dairkee, Shanaz; Meng, Zhenhang; Chew, Karen; Pinkel, Daniel; Jain, Ajay; Ljung, Britt Marie; Esserman, Laura; Albertson, Donna G.; Waldman, Frederic M.; Gray, Joe W.				Dairkee, Shanaz/D-6743-2012	Tokuyasu, Taku/0000-0003-3401-3195			Genomic and transcriptional aberrations linked to breast cancer pathophysiologies								CANCER CELL				10	6			529	541		10.1016/j.ccr.2006.10.009			DEC 2006	2006																		1535-6108			WOS:000242953000010	17157792	
J	Cotter, SF; Rao, BD; Engan, K; Kreutz-Delgado, K								Sparse solutions to linear inverse problems with multiple measurement vectors								IEEE TRANSACTIONS ON SIGNAL PROCESSING				53	7			2477	2488		10.1109/TSP.2005.849172			JUL 2005	2005																		1053-587X			WOS:000230216800020		
J	d'Aspremont, Alexandre; Bach, Francis; El Ghaoui, Laurent								Optimal solutions for sparse principal component analysis								JOURNAL OF MACHINE LEARNING RESEARCH				9				1269	1294					JUL 2008	2008																		1532-4435			WOS:000258646800001		
J	d'Aspremont, Alexandre; El Ghaoui, Laurent; Jordan, Michael I.; Lanckriet, Gert R. G.								A direct formulation for sparse PCA using semidefinite programming								SIAM REVIEW				49	3			434	448		10.1137/050645506			SEP 2007	2007																		0036-1445			WOS:000248921400005		
J	Efron, B; Hastie, T; Johnstone, I; Tibshirani, R								Least angle regression								ANNALS OF STATISTICS				32	2			407	451					APR 2004	2004																		0090-5364			WOS:000221411000001		
J	Elad, Michael; Aharon, Michal								Image denoising via sparse and redundant representations over learned dictionaries								IEEE TRANSACTIONS ON IMAGE PROCESSING				15	12			3736	3745		10.1109/TIP.2006.881969			DEC 2006	2006																		1057-7149			WOS:000242362900010	17153947	
J	Fevotte, Cedric; Bertin, Nancy; Durrieu, Jean-Louis								Nonnegative Matrix Factorization with the Itakura-Saito Divergence: With Application to Music Analysis								NEURAL COMPUTATION				21	3			793	830		10.1162/neco.2008.04-08-771			MAR 2009	2009																		0899-7667			WOS:000264022900008	18785855	
J	FISK, DL								QUASI-MARTINGALES								TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY				120	3			369	&		10.2307/1994531			1965	1965																		0002-9947			WOS:A19657769800001		
J	Friedman, Jerome; Hastie, Trevor; Hoefling, Holger; Tibshirani, Robert								PATHWISE COORDINATE OPTIMIZATION								ANNALS OF APPLIED STATISTICS				1	2			302	332		10.1214/07-AOAS131			DEC 2007	2007																		1932-6157			WOS:000261057600003		
J	Fu, WJJ								Penalized regressions: The bridge versus the lasso								JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS				7	3			397	416		10.2307/1390712			SEP 1998	1998																		1061-8600			WOS:000076008800010		
J	Fuchs, JJ								Recovery of exact sparse representations in the presence of bounded noise								IEEE TRANSACTIONS ON INFORMATION THEORY				51	10			3601	3608		10.1109/TIT.2005.855614			OCT 2005	2005						IEEE International Conference on Acoustics, Speech, and Signal ProcessingIEEE International Conference on Acoustics, Speech, and Signal Processing	MAY 17-21, 2004MAY 17-21, 2004	IEEE Signal Proc Soc; IEEEIEEE Signal Proc Soc; IEEE	Montreal, CANADAMontreal, CANADA									0018-9448	1557-9654		WOS:000232314300016		
J	Georghiades, AS; Belhumeur, PN; Kriegman, DJ								From few to many: Illumination cone models for face recognition under variable lighting and pose								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				23	6			643	660		10.1109/34.927464			JUN 2001	2001																		0162-8828	1939-3539		WOS:000169037600008		
