PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	AKAIKE, H								NEW LOOK AT STATISTICAL-MODEL IDENTIFICATION								IEEE TRANSACTIONS ON AUTOMATIC CONTROL				AC19	6			716	723		10.1109/TAC.1974.1100705			1974	1974																		0018-9286	1558-2523		WOS:A1974U921700011		
J	Austin, MP				Austin, Mike/G-2199-2010				Spatial prediction of species distribution: an interface between ecological theory and statistical modelling								ECOLOGICAL MODELLING				157	2-3			101	118	PII S0304-3800(02)00205-3	10.1016/S0304-3800(02)00205-3			NOV 30 2002	2002																		0304-3800			WOS:000179241300002		
J	Barry, S; Elith, J				Barry, Simon/E-4612-2010; Elith, Jane/F-2022-2015	Elith, Jane/0000-0002-8706-0326			Error and uncertainty in habitat models								JOURNAL OF APPLIED ECOLOGY				43	3			413	423		10.1111/j.1365-2664.2006.01136.x			JUN 2006	2006																		0021-8901			WOS:000237516600004		
J	Carnaval, Ana Carolina; Moritz, Craig				Moritz, Craig/A-7755-2012				Historical climate modelling predicts patterns of current biodiversity in the Brazilian Atlantic forest								JOURNAL OF BIOGEOGRAPHY				35	7			1187	1201		10.1111/j.1365-2699.2007.01870.x			JUL 2008	2008																		0305-0270			WOS:000256842900005		
J	Chefaoui, Rosa M.; Lobo, Jorge M.				Chefaoui, Rosa /D-3906-2009; Lobo, Jorge/E-2309-2013	Chefaoui, Rosa /0000-0001-5031-4858; Lobo, Jorge/0000-0002-3152-4769			Assessing the effects of pseudo-absences on predictive distribution model performance								ECOLOGICAL MODELLING				210	4			478	486		10.1016/j.ecolmodel.2007.08.010			FEB 10 2008	2008																		0304-3800			WOS:000253111500009		
J	Cordellier, M.; Pfenninger, M.				Cordellier, Mathilde/E-7980-2010; Pfenninger, Markus/A-8230-2012; Biodiversity & Climate Res Ctr, BiK-F/C-4266-2012				Inferring the past to predict the future: climate modelling predictions and phylogeography for the freshwater gastropod Radix balthica (Pulmonata, Basommatophora)								MOLECULAR ECOLOGY				18	3			534	544		10.1111/j.1365-294X.2008.04042.x			FEB 2009	2009																		0962-1083			WOS:000262517400011	19161472	
J	Dormann, Carsten F.					Dormann, Carsten/0000-0002-9835-1794			Promising the future? Global change projections of species distributions								BASIC AND APPLIED ECOLOGY				8	5			387	397		10.1016/j.baae.2006.11.001			2007	2007																		1439-1791	1618-0089		WOS:000249798300001		
J	Elith, J; Graham, CH; Anderson, RP; Dudik, M; Ferrier, S; Guisan, A; Hijmans, RJ; Huettmann, F; Leathwick, JR; Lehmann, A; Li, J; Lohmann, LG; Loiselle, BA; Manion, G; Moritz, C; Nakamura, M; Nakazawa, Y; Overton, JM; Peterson, AT; Phillips, SJ; Richardson, K; Scachetti-Pereira, R; Schapire, RE; Soberon, J; Williams, S; Wisz, MS; Zimmermann, NE				Soberon, Jorge/N-7444-2015; Williams, Stephen/A-7250-2008; Graham, Catherine/A-9560-2011; Lehmann, Anthony/B-1544-2010; Moritz, Craig/A-7755-2012; Lohmann, Lucia/C-9492-2013; Peterson, A. Townsend/I-5697-2013; Wisz, Mary/J-7826-2013; Ferrier, Simon/C-1490-2009; Guisan, Antoine/A-1057-2011; Zimmermann, Niklaus/A-4276-2008; Elith, Jane/F-2022-2015; Hijmans, Robert/N-3299-2016; Loiselle, Bette/O-7106-2016; IB/USP, Botanica/Q-7627-2016	Soberon, Jorge/0000-0003-2160-4148; Williams, Stephen/0000-0002-2510-7408; Lohmann, Lucia/0000-0003-4960-0587; Peterson, A. Townsend/0000-0003-0243-2379; Ferrier, Simon/0000-0001-7884-2388; Guisan, Antoine/0000-0002-3998-4815; Zimmermann, Niklaus/0000-0003-3099-9604; Elith, Jane/0000-0002-8706-0326; Loiselle, Bette/0000-0003-1434-4173; Lehmann, Anthony/0000-0002-8279-8567; Wisz, Mary/0000-0002-5357-6367; Hijmans, Robert/0000-0001-5872-2872			Novel methods improve prediction of species' distributions from occurrence data								ECOGRAPHY				29	2			129	151		10.1111/j.2006.0906-7590.04596.x			APR 2006	2006																		0906-7590			WOS:000236767000001		
S	Elith, Jane; Leathwick, John R.				Elith, Jane/F-2022-2015	Elith, Jane/0000-0002-8706-0326			Species Distribution Models: Ecological Explanation and Prediction Across Space and Time								ANNUAL REVIEW OF ECOLOGY EVOLUTION AND SYSTEMATICS		Annual Review of Ecology Evolution and Systematics		40				677	697		10.1146/annurev.ecolsys.110308.120159			2009	2009																		1543-592X		978-0-8243-1440-8	WOS:000272455700032		
J	Elith, Jane; Kearney, Michael; Phillips, Steven				Elith, Jane/F-2022-2015	Elith, Jane/0000-0002-8706-0326			The art of modelling range-shifting species								METHODS IN ECOLOGY AND EVOLUTION				1	4			330	342		10.1111/j.2041-210X.2010.00036.x			DEC 2010	2010																		2041-210X			WOS:000288914700002		
J	Graham, Catherine H.; Hijmans, Robert J.				Graham, Catherine/A-9560-2011; Hijmans, Robert/N-3299-2016	Hijmans, Robert/0000-0001-5872-2872			A comparison of methods for mapping species ranges and species richness								GLOBAL ECOLOGY AND BIOGEOGRAPHY				15	6			578	587		10.1111/j.1466-822x.2006.00257.x			NOV 2006	2006																		1466-822X			WOS:000241504900005		
J	Hirzel, Alexandre H.; Le Lay, Gwenaelle								Habitat suitability modelling and niche theory								JOURNAL OF APPLIED ECOLOGY				45	5			1372	1381		10.1111/j.1365-2664.2008.01524.x			OCT 2008	2008																		0021-8901	1365-2664		WOS:000259788100008		
J	Jimenez-Valverde, Alberto; Lobo, Jorge M.; Hortal, Joaquin				Hortal, Joaquin/A-1531-2008; Lobo, Jorge/E-2309-2013; Jimenez-Valverde, Alberto/L-2755-2014	Hortal, Joaquin/0000-0002-8370-8877; Lobo, Jorge/0000-0002-3152-4769; Jimenez-Valverde, Alberto/0000-0001-9962-2106			Not as good as they seem: the importance of concepts in species distribution modelling								DIVERSITY AND DISTRIBUTIONS				14	6			885	890		10.1111/j.1472-4642.2008.00496.x			NOV 2008	2008																		1366-9516			WOS:000260116700001		
J	Keating, KA; Cherry, S								Use and interpretation of logistic regression in habitat selection studies								JOURNAL OF WILDLIFE MANAGEMENT				68	4			774	789		10.2193/0022-541X(2004)068[0774:UAIOLR]2.0.CO;2			OCT 2004	2004																		0022-541X			WOS:000226322800003		
J	Kharouba, Heather M.; Algar, Adam C.; Kerr, Jeremy T.								Historically calibrated predictions of butterfly species' range shift using global change as a pseudo-experiment								ECOLOGY				90	8			2213	2222		10.1890/08-1304.1			AUG 2009	2009																		0012-9658	1939-9170		WOS:000268293000020	19739383	
