PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Belongie, S; Malik, J; Puzicha, J				Rohlf, F/A-8710-2008				Shape matching and object recognition using shape contexts								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				24	4			509	522		10.1109/34.993558			APR 2002	2002																		0162-8828	1939-3539		WOS:000174574100007		
J	Decoste, D; Scholkopf, B				Scholkopf, Bernhard/A-7570-2013				Training invariant support vector machines								MACHINE LEARNING				46	1-3			161	190		10.1023/A:1012454411458			2002	2002																		0885-6125			WOS:000171501800008		
J	FREUND, Y								BOOSTING A WEAK LEARNING ALGORITHM BY MAJORITY								INFORMATION AND COMPUTATION				121	2			256	285		10.1006/inco.1995.1136			SEP 1995	1995																		0890-5401			WOS:A1995RV02400009		
J	FRIEDMAN, JH; WRIGHT, MH								A NESTED PARTITIONING PROCEDURE FOR NUMERICAL MULTIPLE INTEGRATION								ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE				7	1			76	92		10.1145/355934.355939			1981	1981																		0098-3500	1557-7295		WOS:A1981LJ53800005		
J	HINTON, GE; DAYAN, P; FREY, BJ; NEAL, RM								THE WAKE-SLEEP ALGORITHM FOR UNSUPERVISED NEURAL NETWORKS								SCIENCE				268	5214			1158	1161		10.1126/science.7761831			MAY 26 1995	1995																		0036-8075			WOS:A1995RA60400031	7761831	
J	Lecun, Y; Bottou, L; Bengio, Y; Haffner, P								Gradient-based learning applied to document recognition								PROCEEDINGS OF THE IEEE				86	11			2278	2324		10.1109/5.726791			NOV 1998	1998																		0018-9219	1558-2256		WOS:000076557300010		
J	Lee, TS; Mumford, D								Hierarchical Bayesian inference in the visual cortex								JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND VISION				20	7			1434	1448		10.1364/JOSAA.20.001434			JUL 2003	2003																		0740-3232			WOS:000183784000027	12868647	
J	Mayraz, G; Hinton, GE				Mayraz, Guy/N-9511-2015	Mayraz, Guy/0000-0002-4419-2900			Recognizing handwritten digits using hierarchical products of experts								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				24	2			189	197		10.1109/34.982899			FEB 2002	2002																		0162-8828	1939-3539		WOS:000173535700004		
J	NEAL, RM								CONNECTIONIST LEARNING OF BELIEF NETWORKS								ARTIFICIAL INTELLIGENCE				56	1			71	113		10.1016/0004-3702(92)90065-6			JUL 1992	1992																		0004-3702			WOS:A1992JC65200003		
S	Neal, RM; Hinton, GE						Jordan, MI		A view of the EM algorithm that justifies incremental, sparse, and other variants								LEARNING IN GRAPHICAL MODELS		NATO ADVANCED SCIENCE INSTITUTES SERIES, SERIES D, BEHAVIORAL AND SOCIAL SCIENCES		89				355	368					1998	1998						NATO Advanced Study Institute on Learning in Graphical ModelsNATO Advanced Study Institute on Learning in Graphical Models	SEP 27-OCT 07, 1996SEP 27-OCT 07, 1996	NATONATO	ERICE, ITALYERICE, ITALY									0258-123X		0-7923-5017-0	WOS:000073689300012		
J	Ning, F; Delhomme, D; LeCun, Y; Piano, F; Bottou, L; Barbano, PE								Toward automatic phenotyping of developing embryos from videos								IEEE TRANSACTIONS ON IMAGE PROCESSING				14	9			1360	1371		10.1109/TIP.2005.852470			SEP 2005	2005																		1057-7149	1941-0042		WOS:000231319400013	16190471	
J	SANGER, TD								OPTIMAL UNSUPERVISED LEARNING IN A SINGLE-LAYER LINEAR FEEDFORWARD NEURAL NETWORK								NEURAL NETWORKS				2	6			459	473		10.1016/0893-6080(89)90044-0			1989	1989																		0893-6080			WOS:A1989CC85000004		
S	Teh, YW; Hinton, GE				Teh, Yee Whye/C-3400-2008		Leen, TK; Dietterich, TG; Tresp, V		Rate-coded restricted Boltzmann machines for face recognition								ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 13		ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS		13				908	914					2001	2001						14th Annual Neural Information Processing Systems Conference (NIPS)14th Annual Neural Information Processing Systems Conference (NIPS)	NOV 27-DEC 02, 2000NOV 27-DEC 02, 2000		DENVER, CODENVER, CO									1049-5258		0-262-12241-3	WOS:000171891800128		
