,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
173626400001,A1996VZ10700009,A1995TK32600025,000078271000019,A1991FX00200006,A1997XV97800008,A1995TQ73800012,000166247400004,000078180000012,000086634500016,000080198800006,A1990CQ66800001,A1989AT29500004,000086976700003,000089593500038,000081020500010,000072941800012,000082130200043,000078863400003,A1997WZ40500002,A1993KV62800004,A1992HW66800006,A1986F991500017,A1989CD68100014,,,,,,,
173838200003,000076132400002,A1997XX31700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174516500007,000088366800014,000084896300012,A1990DF42500003,A1995TF24800009,000176285900004,A1994NJ94700008,A1996WA54100013,000085930000004,000166360300018,000086698300002,000089351800025,000089843500002,000173159300033,A1997XF22000057,000083015700026,000079904300007,000173159300044,A1983PW80300020,000168059700056,000166570500053,000081509500008,000167760800017,000166565300033,000084896300021,A1994MV27800009,000089195200049,000084896300010,000172328100006,A1996UU86100006,A1996TP36400044
174519400019,A1995RX35400003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176865200003,A1992KC62300004,A1983QU74700021,A1992HG43100004,A1993LG46600004,A1995BE97R00052,,,,,,,,,,,,,,,,,,,,,,,,,
178037200001,A1993LD68000034,A1995TL84000025,000165048700054,000082683900004,000171018900008,A1997BH93C00048,A1970F624500013,000084449400013,A1994MX48500004,000082216400007,000073820200006,000089908000005,A1988P307900004,A1995RE15100001,A1994PP36700008,A1996UD71000007,,,,,,,,,,,,,,
181741600011,000085227300039,000089066200003,000084624500049,A1995QP15700012,A1996VV73000022,000077436700051,000167697500069,000165954000006,000083121200061,000177488300002,A1993LZ63700045,000176871500009,A1995QD71700036,A1994MZ89600022,000085472300002,000085544900005,000169081500034,000078008200007,000169374100008,A1996UN95600014,000167568100059,000085968400019,000088527200004,A1995TA37400041,000085590600012,000167763900010,000089101800010,A1995RE66600011,,
181987400031,000085227300039,000088538000051,000166549700022,000172507500006,A1997WQ54800009,A1995RU87500014,000168439400027,A1954UF78800006,000077436700051,000079034100001,000172933800029,000082784600028,000077257100006,000084722600005,000083996200011,000073010600011,000169081500034,000078056000033,000074990700033,A1997YE98900020,000170194700031,A1996VY24400005,A1996UX31900011,000167568100059,A1996VW77800027,000078427900007,000088767700049,000082283700005,000173433600052,
182470200003,000202539400035,EC:ZOOR13600068355,000174711600004,000177271600001,000080153100008,A1996VZ10700009,EC:ZOOR13500044139,000081972600008,A1993NH06700005,A1986D393500001,A1993MN29000009,BCI200000356908,000078271000019,000182160100024,000182160100042,A1997XV97800008,000182160100021,000172692900028,000081538600001,000089114700006,,,,,,,,,,
183220800029,A1997XV83300037,000170519100023,000071994400006,000173211000011,000178891300011,000073681800004,000169238800003,000169884200007,000085544900005,000178796300004,A1978EH62700008,000085288200029,000075506600003,000166261400018,A1983PW39700027,,,,,,,,,,,,,,,
183845800060,A1994NP95600026,000088653800051,000084039800016,000178483100016,000177555600018,000085422400001,000079098100003,000176494100017,000169494700007,000178483100014,000077436700051,000167211300015,A1990DG09000005,000170453500009,A1994PF79100007,000084722600005,000176967700001,A1994NC04300040,000177795100010,000174681900027,000079766500053,A1997WT72300033,000180838100005,000177054200040,A1996UL70600002,A1997XN87300009,A1994NM70100002,000073428700006,A1991GC74300035,
184291700004,000169129000003,000176671100054,A1983SR91200001,A1989AB21100008,000173136600001,000165942300004,000176671100057,,,,,,,,,,,,,,,,,,,,,,,
186346000001,A1984TU44600002,A1970F082400006,A1995RT52300012,A19679181500004,000180919800177,000077791000003,000176151200009,000173158200016,000200163400020,000081233000010,000089473700015,000083593300011,000078878200003,A1970H370300003,000168354200009,,,,,,,,,,,,,,,
188554900004,000176369500004,A1990DX15600001,A1977DM46400001,A1992JZ58900022,000169508000003,000173336700002,000166114100008,000083284000008,A1997WL14100019,,,,,,,,,,,,,,,,,,,,,
188835200011,A1990DM52000013,000079369600033,000167178000012,000170030300019,000083877600001,000083882600019,000179041300020,A1971K571200027,A1992KC96300008,A1975AS37900001,A1973P074300002,A1969C650500032,A1989R736800042,A1996WD44200011,000172771900006,000082734300045,000167615100016,000168962000028,000088215000016,A1988P834700019,000178693000019,000166434300063,000182665100017,000185415300083,000083584200003,000177088900025,000073484300031,A1980LS64200007,,
221963500008,000084624500049,A1994QK76300004,A1995RX35400003,A1959CFW7000001,000075198700006,A1979GV60200003,,,,,,,,,,,,,,,,,,,,,,,,
222760500002,A1991FD67500008,A1994NA08300010,000174454400004,000171700300013,000181365000009,000088724800002,000080965600019,000171442200005,A1995TB36800002,A1997WM48200009,000202960900005,000083346800004,A1991GJ76100016,A1992HZ47600010,A1995QN94800002,000181099200016,000077625400018,,,,,,,,,,,,,
222800200007,000075598300014,000180520100020,000076132400002,A1996WF04200008,000175159800010,000083883200018,000183568900006,A1995QY54000006,000171237200038,000081835500109,000082957800010,000174689100003,000073916100005,000075730500100,000085960100002,,,,,,,,,,,,,,,
223079900011,A1996UD41700002,000084719000005,A1997WW12200008,000071159300002,A1994BC17T00283,A1997WL14100015,,,,,,,,,,,,,,,,,,,,,,,,
223737000007,000083169000010,A1987G747800001,A1997BJ30G00122,A1996TY51800022,000168067900002,A1997BJ30G00021,A1977DZ04600003,000087916000006,000076427500115,000174986900006,000071872400003,A1997XB16300014,A1991FC73500007,000176414300019,A1994PG01800007,,,,,,,,,,,,,,,
224481900024,000178836800006,000181303000002,000171690300008,000180463900011,000176226800011,000178836800033,INE:12169544,,,,,,,,,,,,,,,,,,,,,,,
224704300004,A1994NR11100011,000077462500048,000220100000017,A1995QK07000009,000071092900021,A1996VQ78600007,A1996UY02500025,000176426300007,000171365100008,000073956700018,A1994NW81600038,000165800900011,000173398000004,000074363800015,000171795400018,A1997WJ05800016,000180315700001,A1995RP24200017,A1997XX76800011,A1997YG66700069,000169420300008,000084746400008,000166942700034,A1992HT07500014,000080584800002,000189032600034,000082597400001,A1991FC21500008,,
225689300006,000089425100008,A1997XM69300005,000175315400009,A1997BH93C00053,000185628300009,000088547100011,000185343900006,A1990CG24700012,000167873500011,000084803100011,000083707500003,000180862400011,000171891800084,000182342300008,000167886700001,000165067100003,000165048700081,,,,,,,,,,,,,
226358200001,A1997XE56500009,000076132400002,000080350000001,000170596600003,A1982NG95400006,000074403000011,000176865200003,A1978FU31300002,000183326600001,,,,,,,,,,,,,,,,,,,,,
227241200010,000173105600012,000172328100059,000076056000015,000173997500008,000184570100001,000175928000006,A1995RV02400009,000165954000006,000083121200061,000171501800018,A1994MV73300006,000174519400014,,,,,,,,,,,,,,,,,,
228334700010,A1992HN85200017,A1988R691400002,000075434800003,000173652800008,A1977DM46400001,000181365000009,000184977300009,000220612600009,000171891800030,000222605100001,000086465900001,000084864300006,000083963600006,A1996UQ65700051,,,,,,,,,,,,,,,,
229417500007,000182530600005,A1994PB03700018,000229417500008,000182939400008,000165995800050,000089321500013,,,,,,,,,,,,,,,,,,,,,,,,
234015300023,000178642000049,A1995RZ70200001,A1996TT42200018,000184270100008,A1991GZ54300012,A1991GB02000012,000183568900006,A1995RE54000008,000180307100046,A1994PQ38100004,A1991FA14000007,A1996TM21400002,000171507400013,000177444900021,000174689100003,000180015200002,A1996UQ76900001,000073916100005,000222800200007,000172887500001,000166485300059,,,,,,,,,
237314200022,000181488900054,000173291900001,000223410100041,000222734300011,000225950000042,000186909700006,000221139700018,000227977800015,000227663900010,000077436700051,000185924500046,000181515300006,000078697900010,000187925200003,A1995RN51700034,000166816400034,000182128300004,000183682800018,000167760800017,000174516500007,000174708500005,000166938800058,000228790200011,000224914100012,000170094800006,000222706400045,000220058800014,000228074000026,000186885600012,
237424400006,A1996UZ38000003,000202961100001,000075372700006,A1996UX00900001,A1994PF90800001,A1997YG00400004,000073078400001,000169216200004,A1996VE31800007,A1992HG87000005,A1993BY45F00018,000183085900002,000165901900002,A1991GY89300002,A1978FC60800005,000223605500085,000170885200002,,,,,,,,,,,,,
237552900034,A1993LR94800008,A1988T194600004,000186006800009,000208884000006,000222967700001,000170817100070,000077578300011,A1988N601300007,000088579600002,000072377000012,,,,,,,,,,,,,,,,,,,,
238916700009,000081701000019,000084162100005,A19646121B00003,A19638812B00105,000238916700008,A1987G687000008,A1986D561900002,000224933400013,000087995300006,000185311500006,A1990DX40200060,A1993MF00800015,000170108900037,000165493700028,000084333100038,A1993MD06800018,A1992HF97800002,A1992HF97800003,A1993KG02900002,000233060400006,000180980000041,000225487800018,A1975BB80500002,000174736000027,000186464200013,000186242100006,000073584600022,,,
239691300009,000072923300011,EC:ZOOR13800000524,000220563100024,A1995RV79300024,000168637000032,000188786400004,000226605700018,000224481900024,000086281600007,INE:15107022,000181303000008,000226721300010,000222171600002,000187956400032,000187062000022,A1983QN77100006,000088515800002,000228040000025,,,,,,,,,,,,
241837300020,A1996BH34P00005,A1982NU44300008,000207089000004,000184179500037,000177115100002,A1987H076800006,A1984SY28900008,000189237900049,000172168000003,A1997BJ30G00117,000170283300002,000221237700009,A1992HG43100004,,,,,,,,,,,,,,,,,
241933100006,000226621900003,000236215200005,000181820400003,000087732100024,000071490200022,000225172500005,000238865200003,000238865200004,000226623500001,A1993MC08400010,A1997XT98500016,000083105900001,A1993LW22200011,A1977DM07500033,000233350300018,000086706600006,A1997WM03800006,,,,,,,,,,,,,
242194600004,000228008900001,A1996VD40000003,000187959000022,000228476800013,000189007100069,000234856700116,000168250400002,000222323600073,000232190100073,A1996VV21800003,000168250400008,000189007100031,A1996TU83600005,000171913200004,,,,,,,,,,,,,,,,
243504100002,000168631100010,000165054300002,000180520100073,000182530600005,A1997WW81600014,000079508000002,000076413800009,000072757700004,000188209300013,A1975BF89600011,000234321300101,A1986C320500001,,,,,,,,,,,,,,,,,,
243504100003,000231943100008,000074287700005,000076132400002,000226103800004,000228050800022,000186631500005,A1997WU96300001,A1995TC17500013,A1969Y626900004,000167396800005,000225363000020,A1996UM23300003,,,,,,,,,,,,,,,,,,
245261600001,A1997XL92400005,000076228300028,000170270200025,INE:11860606,000220485300023,000181866400009,000169404700004,A1995QE45300017,A1995QD20100026,A1996WK45900003,000172846900001,A1997WY90300002,000084722600015,000228810500038,A1997XV83300009,INE:12213995,,,,,,,,,,,,,,
245388800016,000176311100057,000171501800007,A1995RX35400003,A1960WY34400003,A1993LW52400002,000078344100011,000225250100017,INE:11928508,000182487800004,000078344100012,000230273000042,000236331100009,000229741100030,,,,,,,,,,,,,,,,,
246146900004,A1993KZ36700004,000185703400004,000073994000012,000073736600001,A1996UD43400006,,,,,,,,,,,,,,,,,,,,,,,,,
246332300016,000222701700001,A1977DM46400001,000180520100085,A1997XT05700011,A1991GC98200033,000085960100003,000175267600001,000239814600004,,,,,,,,,,,,,,,,,,,,,,
246688900010,A1992JY96000059,000181073000025,A1992JW44000025,000230521800017,000227635400021,000087449500056,000228711100013,000221644600041,000172304500038,000228468800029,000236432900037,000231516900014,000226876800004,A1996VH40800031,000235451600050,A1991FH11200067,000222645300005,000224592400008,000224500000037,000237592900019,000225841000055,000082693200025,000229708400018,000220179700024,000224782400002,000222645300004,000220857800030,000229876900007,,
249161300002,000186033500008,000165966700002,A1997BJ29B00859,000079662800043,A1989R470600026,A1978FU31800007,A1991FP31200001,000243724100021,000246193700051,A1982QR54200011,A1986A543600013,A1986D674100038,000086728800257,A1988U546700009,A1992GY79400046,A1992JM42300115,000232324600006,000229117700006,000230144700032,,,,,,,,,,,
249908400047,A1993LM87300023,A1988Q390700004,A1990DV10300001,A1987L307700009,000241044700055,A1991FD68600009,000236215200005,000238865200003,000238865200004,000242602300047,000183421400010,A1997XT98500016,000083105900001,A1993LW22200011,000232262900023,000241933100006,,,,,,,,,,,,,,
250575700016,000182143500003,A1994PP71300004,000178639700032,000179028300027,000174848300011,000180874400005,000085044900009,000184620000062,000178238500003,000167283100024,,,,,,,,,,,,,,,,,,,,
252903700004,000223864000051,000231555100011,000243494600150,000243494600006,000227984000010,000180871100012,000187747000007,000234093600047,000245188100001,000239307700030,000248088500009,000222435200015,000183832900032,000227771400009,000249737400026,000241232000001,000221591300006,000228862300018,000228984200008,000174682000011,000246154100003,000226365400006,000227039200045,000245003600022,000245469600014,000240897600024,000232454200014,000250225900009,000202983200003,000224115600003
253183500001,A1991FK70100002,000189287600006,000223454400006,000079244900011,000241588100010,000246431500080,000169227200015,A1983QR36300005,A1990DU13000007,A1984SL09300004,000245762500010,A1985ACR0100016,A1978EK93900004,A1982PR60600005,000242726800006,000239751300031,000244631900004,000235584900002,000234039600005,000172267400001,000087565200001,000188840000003,000188973000007,,,,,,,
253489800011,000087963600018,000249992900011,000224817100014,000239441900033,A1991GG48700001,000247633500002,000167880000004,000225930000007,A1995RB80400057,000246293300025,INE:16685822,000234146000026,000188590900025,000244840000012,000175794700007,000178102000022,000230065800014,000189238900013,000174301300013,A1992HA89500032,000242735300023,000234447100018,000168492200006,000188597500005,A1984SZ57100015,000172055300012,,,,
258344900004,000174574100007,000230923100004,000175187800004,A1995RX35400003,000186833000085,000224806800003,000242514200004,000089669700001,000169508100004,000171873700001,A1977DU85700001,000222967700001,000170817100070,000229056500008,000168067900002,,,,,,,,,,,,,,,
260066100047,A1993LM87300023,A1988Q390700004,A1990DV10300001,A1987L307700009,000241044700055,000236215200005,000238865200003,000238865200004,000249908400047,000242602300047,000183421400010,A1997XT98500016,A1993KV10500001,A1993LW22200011,000232262900023,000241933100006,000074089200001,,,,,,,,,,,,,
260518500008,000237123800002,000183187600011,000227611000008,000187736000005,000087916000040,000078943200001,000083405400004,000221872100002,000076056000015,000176865200003,000238884300011,000225123000003,,,,,,,,,,,,,,,,,,
260867100002,000079028000009,000260862600004,A1995TM21900025,A1978FL13700004,000167276200002,A1997XU80500015,000246318800003,A1997BJ30G00155,A1997BJ30G00089,A1995TK61300014,A1995QL50700006,000246671200004,000175031000002,000089321500006,A1996VZ15000008,A1994NC79600013,,,,,,,,,,,,,,
261521400006,000240367800004,000231396700009,000232772600004,000240367800001,000243552900010,000179241300002,A1990DE96200002,000237516600004,000189200600001,A1993NH06700005,000170489900001,000188864500010,000251067900015,000241994800002,000236767000001,000231044600002,000179241300015,000245812100003,000223552300004,A1997XV97800008,A1991FF04700001,000171501100003,000250297300006,000244401000011,000168232500010,,,,,
261846800005,A1996VX91300041,000249657900001,000173997500008,000174035900007,000200604300007,A1989U244700020,000236326900002,A1995RE61100006,A1996UR25400004,A1996TU31400010,000226300200002,000220756500007,000169704000006,000088667700007,000180862400017,,,,,,,,,,,,,,,
262637600004,000170729300019,000258646300008,000171501800007,000230171500028,000221411000001,000086093700063,000236328300007,000174519400014,000078344100011,,,,,,,,,,,,,,,,,,,,,
263862600018,000246039900010,000184270100008,000233257000013,000174689100011,000185604900028,000080539300009,000252248200008,000171237200038,000238476600013,000228895100030,000254117400047,000236225300065,000236329400002,,,,,,,,,,,,,,,,,
265807000019,000179415900016,A1979HY30900012,A1997XM69300005,000223605500068,000185343900008,000083259100002,A1997XM69300009,000179101000022,EC:8752209,000224317200081,A1997XT05700011,000245768500167,000238878200008,,,,,,,,,,,,,,,,,
266122800001,000237774500008,000245109300005,A1997XE77700002,000172364900005,000237774500004,000237774500005,000179170000013,000252454100006,000237774500007,000183368900002,,,,,,,,,,,,,,,,,,,,
267170100003,000236331400001,000076056000015,000245172700012,A1997WD44300006,000223079900011,,,,,,,,,,,,,,,,,,,,,,,,,
267334600001,A1984SJ80400001,A1997YG05500006,A1950UN76900001,000248987600006,A19619047A00002,000253574300010,000247002800003,000231408600002,000072248600008,000235958400017,000082756400037,A1983QQ66400001,A1991FA51700008,,,,,,,,,,,,,,,,,
267889100112,000234826400027,000224185400002,000170489900001,000076132400002,000253193000012,000238665200012,000172728000002,000173211000011,000224243400013,000183832900037,000253396900023,000228401800050,000180381100004,000261168600010,000245650200101,000235195200033,000233812400016,000246773300018,000252261900004,000168311500058,000239633700001,000243494600106,000255704800018,000262159600001,000237263600001,,,,,
271826700009,A1991FF30700008,000081549900023,000072041400017,000176094200011,A1981LH42300002,000085306600016,A1987J036400004,A1988P914000009,A1993LR94800008,A1993LP38500002,A1982PT34000001,A1972L300700003,A1977DA26600019,A1988T194600004,000223877400193,000230923100026,,,,,,,,,,,,,,
276708100021,000260518500008,000246042000005,000246042000020,000187736000005,000222074100003,000187885700002,000236331400001,000076056000015,A19679463900021,A19611734300002,A1993LT93200027,000188517200006,000264874700004,000273425500001,000263240700002,A1988R296800023,A1962B815100047,A1987H846200013,A1979JY78700003,A1988N941300025,A1980JP21700001,,,,,,,,,
277884900005,000235703300014,000234944700009,000233621500010,000221872400008,A1984TK53900002,A1992JZ58900022,A1997WH53200007,A1986A690200002,000257784700012,,,,,,,,,,,,,,,,,,,,,
281591300065,A1996UZ38000003,000245747700003,A19657012800040,000080194900006,000086365400002,000241466100031,000247306500077,000250064900009,000249325800030,000267731300003,000165901900004,000242836900001,A1995QJ92200002,,,,,,,,,,,,,,,,,
283254700035,000252958600001,000241512400016,000235333600047,000260394200002,000239217300005,000254961500046,000235670000006,000271354900005,000237008000007,000223557400043,000257019900001,000251469900009,000239998200031,000243785300013,000249806900015,000249518000008,000261882200001,A1968C591600019,000278612400002,000240467000045,000273729400001,000265031800003,000233909500007,000087530300004,000259199700002,,,,,
283777600011,000258890200037,000262648800012,000268257000031,000241102400021,000256879800007,000255026000053,000253857400016,000252455400009,000262200000009,000258695600020,000248088500009,000276211100018,000258912700015,000271426600009,000261642400047,000280709800002,000225160300017,000252217200017,000249737400026,000266980500024,000228862300018,000245650200091,000174682000011,000269909400010,000236056100021,000247911400024,000261398400015,000245003600022,000270276500001,
288045700008,000270824600005,000225101200085,000248579300003,000181656500013,000260518500008,000236331400001,A1997WM88500002,000076056000015,000279774600001,000188141300006,000264874700004,000276708100021,000253669700009,000268062400003,A1988R296800023,A1979JY78700003,A1980JP21700001,,,,,,,,,,,,,
288641400001,000267287300004,000250389900036,000246926200013,000241933600016,000256056100024,000257285200020,000239239000002,000261993100020,000082297000009,000089509900001,000226295500019,000267437300005,000241933600015,000076132400002,000234898700020,000222723400020,000282088300036,000239262600012,000256056100026,000242121700003,000264336100003,000269277200015,000254443700029,000259366200010,000258144600020,000267437300010,000256847100009,,,
293220600023,000282571800008,000183568900006,000177447800016,000269321100001,000271245500010,000171017300012,000238165000014,000277189200004,000074081700002,A1997XA05600034,000258695200055,000289413600067,INE:19636392,000277141200018,000250819900009,000293056000006,000184366800007,000256264400002,000274034500004,000222800200007,000256233000031,000228792400002,000085960100002,000240862700011,000179163500008,000224817100005,000228759600005,,,
293757900004,000083578500004,000258646300008,000230273000005,000171501800007,000275019400005,000255756500007,000268453800030,000261482600006,000248620400039,000236331400001,,,,,,,,,,,,,,,,,,,,
297654700002,A1977DS74300012,000184137900041,000072138500020,000292217600014,000249564300001,000251752200014,A1993ML59000001,000227072900010,A1997WY79200038,000220281600049,000089732100001,000235094300006,000231590900024,000238278400003,000243838900012,A1996VV33700043,000243841400021,000270186600030,000088866600036,000280985800005,000276009500056,000275134900001,000259408200002,000245006000036,000277926800009,A1997XT92200032,000186572300047,000246538200029,,
300061900034,000221872400009,000279969000007,000236330100008,000188330500004,,,,,,,,,,,,,,,,,,,,,,,,,,
309166203102,000228810500046,000284003900008,A1980JR59700002,A19626729B00007,000076557300010,000235178002104,000083883300021,000243420500004,,,,,,,,,,,,,,,,,,,,,,
312941900034,A1997XW95000007,000174574100007,000170489900001,000241689800002,000250033600002,,,,,,,,,,,,,,,,,,,,,,,,,
322251800003,000308755000011,000288677800004,000175187800004,000275955400009,000279969000007,000222983800003,000172634700001,000271140100003,000222967700001,000176446100009,000089321500013,000282522400001,000283448500005,,,,,,,,,,,,,,,,,
347595400010,000172406300002,A1970H676300002,A1974U921700011,A19679597000005,000071831400001,A1993KG55800012,A1997YK20200003,A1993LG32800007,A1995TN11300008,A1996UU06900008,A1994ND23000006,000283450900001,A1992JF87200007,000087732100015,000086093700136,000180520100183,000187883300071,000085533100009,,,,,,,,,,,,
71153200009,A1996VP50600001,A1995QJ32300003,A1997WK18600001,A1996UZ38000003,A1996UV95600003,A1996UK68200002,A1994BC17T00158,A1968B303900013,A1989DA37300012,A1992JQ51100002,A1996BG45M00004,,,,,,,,,,,,,,,,,,,
73342100004,A1991EW46800002,A1991GV58800001,A1997WM88500002,A1995QF12900003,000072406200004,A1995TM46900003,A1968B303900026,A1992HC42200007,A1995TG73900008,A1991EW46800003,000074016200012,,,,,,,,,,,,,,,,,,,
78450700002,A1996BF77C00027,A1997WD44300007,A1990CH52700036,A1990DX66200022,A1996VD42800028,A1997WL60600009,A1990CM84800073,A1996VR38400012,A1995RL49500017,A1992HT07500014,A1984SB32600001,A1991GL14500008,A1985ASP1000007,A1992KE78500011,A1994NG67900005,A1997WJ04100001,A1996TX55400005,A1994PD42700002,A1997XG83000001,000073435300030,000074436400042,A1996VA13800024,,,,,,,,
79244900011,A1993LZ75000008,A1990CU03800004,A1996TT74400009,A1996VA00100004,A1981NE90900010,A1992JE13100007,A1988Q519800006,A1997WE49400017,A1980KN34000008,A1980KP31700008,,,,,,,,,,,,,,,,,,,,
85682400001,A1974S183000016,000071831400001,A1950UN76900001,A1996UW48900005,A1995RZ70200001,A1988Q311100002,A1992JW95000009,A1990DG62200001,A1992HG00800012,A1990BR68E00010,,,,,,,,,,,,,,,,,,,,
A1959WX53200001,A1957WV54800009,A1958WY42400008,A1956WV31900007,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1991GG49600002,A1988L914700003,A1987L307700005,A1988M457000007,A1987F565800004,A1990CX51800001,A1989AH24700001,A1976CA16900001,A1976CC79000002,A1988P002200002,A1982PF78900004,,,,,,,,,,,,,,,,,,,,
A1993MQ44300003,A1987M624800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1994NG28500001,A1985AFZ2900007,A1992HD06400010,A1990EC03500003,A1985ANG1100040,A1985ARF9900027,A1991FF04700002,A1993LM87300017,A1994MV33200006,A1992HD06400009,A1993KL31400002,A1987H939900020,A1992HL21400012,A1990BT97G00029,,,,,,,,,,,,,,,,,
A1994NK40900001,A1993KG55800012,A1993LM87300017,A1992JF87200002,A1991FJ19800001,A1991FH17500002,A1974V001900010,A1993LK21900009,A1989AB93000007,A1991FL56600004,,,,,,,,,,,,,,,,,,,,,
A1995TK67900003,A1993KV86700010,A1985AUL3900003,A1990DE96200002,A1994NN71400009,A1989CC36000004,A1991GN05700006,A1986AYB0300003,A1994NA95900004,A1991GN05700008,A1993MF90700012,A1992HF29100001,A1989AH44500003,A1993LQ49100007,A1989CC73000001,A1995QQ49700004,A1987F725900005,A1993LH91900007,A1993KT79400002,A1994MW75000002,A1990DK02900007,,,,,,,,,,
A1996UD02900001,A1988M277400008,A1994NU00100005,A1977DM46400001,A1992HD97700001,A1992JF87200009,A1993KW59200012,A1994PU93400011,A1991GJ75500004,,,,,,,,,,,,,,,,,,,,,,
A1996UM88900038,A1975AV77900012,A1978FM49900006,A1972N183500027,A1985ACB0500010,A1980JC97100013,A1976BN98000027,A1986D462300011,A1994PF90700005,A1990EP96100019,A1984SB44500014,A1993KY27100006,A1992KC20700001,A1993MG76300003,A1986G474700005,A1978FJ85400013,A1995QN29300015,A1988R252500017,A1989T567500006,A1972M495900012,A1993LA68200039,A1988Q834000017,,,,,,,,,
A1996VK62400002,A1992JD95000002,A1992BX73T00012,A1994PM94100007,A1993BZ98Y00038,A1978GA27300007,A1980JR84300002,,,,,,,,,,,,,,,,,,,,,,,,
A1997WX20800020,A1994MY60000006,A1987J675000001,A1993LW22200002,A1990EB82100009,A1995QL55300003,A1977DM07500033,A1994MY60000005,A1993LZ80700002,A1994MY60000004,A1993LE96800010,,,,,,,,,,,,,,,,,,,,
A1997YE90500014,A19656124600011,A1995RX35400003,A1982NF52800002,A1990EC03500005,A1982PF88500005,A1986E327500055,,,,,,,,,,,,,,,,,,,,,,,,
A1997YF24300001,A1994NX42800014,A1995RN08000017,A1994ND38200008,A1991FL56600004,A1973Q535900013,000200604300007,A1988Q348300016,A1963P112000080,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165737500027,A1977DM46400001,000165048700095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168552100021,000084896300012,000085533100009,000084896300069,000084624500049,000079865500003,A1995RX35400003,000078964900010,000071778900075,000082372100007,A1995TL84400011,000082597400001,A1983RV60400010,A1996VQ78600016,A1988P746100015,A1988N377200001,A1996VB99100007,A1994MR30400002,A1993LQ98500022,A1995QM94400002,000082470600003,000077832400007,,,,,,,,,
173336800002,000072248600008,A1995RX35400003,A1997XT05700011,000089669700001,000079135400001,A1963P102700008,000083963600004,,,,,,,,,,,,,,,,,,,,,,,
174574100002,000083678900021,A1989CA86400003,A1995QL76100006,A1995QL13400004,000072791200005,A1997XM69300008,A1983QM92000013,000084191200002,A1997YC62100005,A1979HF33100007,A1975AU28100007,A1995RQ19800012,,,,,,,,,,,,,,,,,,
175187800011,A1997XM69300005,A1993KV93000002,A1993KV93000003,000171501800007,A1997XM67600005,000085682400001,000073666400032,000075882100039,A1997XM69300004,A1997BJ30G00021,A1997WV07300007,A1990EC03500005,A1996VE31800006,A1996TV65700011,,,,,,,,,,,,,,,,
180787700001,000088110300007,000083762200004,000075731000003,000084716400008,000084159600016,A1984TW42600018,A1989R878200001,000072406100005,A1997XG30300002,000072406200004,,,,,,,,,,,,,,,,,,,,
183326600003,A1996WK45900003,000076056000015,A1982MY18800001,A1996VJ88300003,,,,,,,,,,,,,,,,,,,,,,,,,,
184879000009,000085613900005,000180698500010,A1983RY02400001,A1988Q069100016,000169901600004,A1983QU74700021,A1983RD86600044,A1996TY77400003,000071405300019,000174920100002,000072406200005,000085613900010,000076422700015,,,,,,,,,,,,,,,,,
186346000002,000166120000002,000176948800010,000165953600033,A1995RT52300012,000086192300009,000086357100005,000077791000003,000177402800369,000085524000014,000086093700123,,,,,,,,,,,,,,,,,,,,
188260400007,000169203900010,A1996UJ92200007,A1994PE19900004,A1996UH42800002,000080749800001,A1997WG64600002,000169885000002,,,,,,,,,,,,,,,,,,,,,,,
188554900003,A1991EW46800002,000181870300007,000166528800004,000167887300005,A1997WL14100019,000167283700003,000081953300011,A1996VY36500001,A1980KP50700003,,,,,,,,,,,,,,,,,,,,,
207971900005,000243918400018,000224388700001,000243965700002,000266241500040,000178732700002,000176108100006,000186249300007,,,,,,,,,,,,,,,,,,,,,,,
208326200008,A1994NL14600026,A1991FB75800021,A1990CU25300040,000071717900047,000090065100023,A1996UZ38000003,000166688100008,A1997WU91000007,A1992JP37000004,A1991FB85800014,000083925200008,000074732900034,A1997YE88300005,A1995RE90800003,000071810400008,000078475200011,A1997YK50500016,000090043400023,A1993KZ16900001,,,,,,,,,,,
220058800005,A1990ED16700008,A1997XU79300002,000071778900073,A1994MV27800049,000084896300073,A1987J070000002,A1997WM74000019,000087833300005,A1994MU62700012,A1995QQ85600003,INE:11473011,000083961800002,000179401200005,000178293600005,,,,,,,,,,,,,,,,
220638200008,000076132400002,000173997500008,000085682400001,000080941900011,000075104400004,000169081500034,A1971I262700010,000183528300012,000189391100002,000175503600002,000171501800009,,,,,,,,,,,,,,,,,,,
221042200024,000072215700018,000084896300012,000172911000014,A1997WL60600009,000179529300008,000079066100004,000168218900002,000181912600003,000088508500026,000080109000004,000183832900070,000171021000006,000176687400021,A1975AU09000022,000087752000010,A1992KE78500011,A1991GF68200002,A1997WJ04100001,000073435300030,000171566400013,000076516900013,A1992HW90500011,A1996UN97200004,000181375300003,000080472900006,,,,,
