,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
229472100001,A1993LP88200003,000076132400002,A1995RF76800009,A1995RX35400003,000183568900006,A1996UV56700002,A1997YJ80700004,000080539300009,000171237200038,000174689100003,000169007000002,000089508300011,000082372100004,000180015200002,000082555800004,A1997YJ80700002,A1978FU31300002,000171028700064,000073946600020,,,,,,,,,,,
232392900060,BCI200200564313,000183220800029,000076056000015,A1968B752800006,000165176600019,000173211000011,000073681800004,000088273900092,000169884200007,000185834000008,000203876700008,000088453900015,000172251200010,000223816300014,000224481900015,000181400800002,000178836800033,000181400800014,000221528100058,,,,,,,,,,,
233257000013,000080703900004,A1992HX35600019,000085865600009,000183568900006,000086412100033,000223645000002,000071161400008,000184399800004,000222923500018,000223986300006,000229472100001,000174163900027,000188597500005,000174117900003,A1996UQ76900001,A1988P595800001,000171161700014,,,,,,,,,,,,,
234938300033,000086205900017,000085810200007,000085172900023,000165143500020,000221827900121,000174549200005,000223453600006,A1991FE86400042,000166793000021,000223604100021,A1997YG27500042,000187846000015,000189184200014,000220586900006,000071822300026,000178778800027,000078023200010,000080780400059,000087624600009,000171213000005,000171237100035,000174499200002,A1996VF85500016,,,,,,,
235652800006,A1996UY79300036,000081316700007,000086457300006,000081531100005,A1990EQ79500001,000223110900005,000166872500017,000220399700002,000166180400005,A1997XM21100053,000082868500126,000175373700020,000166537700013,A19679766200003,000173433600050,000223349900004,A1988Q075300020,A1995TD64000030,A1996UK55700020,INE:10371534,A19633054C00121,,,,,,,,,
235862300011,000170961300011,000228940700011,000071321500008,000220677200019,000170466400008,A1996VV21800003,000186811300004,000225453400002,000177450900013,000188216500006,000173440100014,000170347800015,000172398200021,000225453400007,000170329600005,000077627000017,000189227400008,000174035900002,A1998YF43900004,000077238100027,,,,,,,,,,
236330100012,A1950UN76900001,000208526400008,000228577300004,000173336800003,A1995RX35400003,000184926200014,000078344100011,000171501800016,000171501800017,000172015200003,,,,,,,,,,,,,,,,,,,,
240078900013,A1997XM06700003,000075118800005,A1997WU96300001,000180351000005,A1977DE32100001,,,,,,,,,,,,,,,,,,,,,,,,,
240804800005,000168160300007,000229953600021,000077300000005,INE:11055131,INE:8752559,000188859300014,000089966100009,A1997XE16000002,000228335800005,000225939500007,000171601900005,000165727500005,000168160300006,A1997XE16000004,000229989500005,INE:15595705,000231073700014,A1997XK27200005,000178422800007,000220076600017,000184670600017,INE:16160574,000223287700008,000080421200003,000171601900014,INE:8803340,,,,
240930700007,000223588300021,000187889600017,000083578500004,000175637300011,000180919800050,000179178700006,000088444600002,000229285600006,000188389700020,000225361400012,000165512600015,000177723300006,000229211900003,000232186600011,000229285600027,000220023200003,000184145200008,000180727500001,A1997XE56500009,000188990900010,000170489900001,,,,,,,,,
243072200002,A1994NX27000020,A1997XE51800007,000172947900021,000221875900002,000223502900154,000230167700164,000181083100063,A1996UC62700006,000221714200119,000074230100009,000182484700004,000230167700165,000181324600004,000172947900010,000180599300007,000220979600008,000082941300001,000172947900008,000072351600007,000084361600009,A1988P576100001,,,,,,,,,
243286800009,000180550600015,000087963600018,A1996UZ38000003,000170722700006,000075957100072,000233050900005,000233257000013,000223645000002,000172524500013,000085731200016,000227481800002,000173754000008,000178102000003,000220611800005,000171501800018,A1997WK72800009,000188597500005,A1996VV65700004,INE:9339500,A1997YJ48200004,000073793600015,000083689400001,000180794400010,,,,,,,
243807500002,000078746500002,000175082800006,000083961800003,000187774100005,000078892500003,A1997XG68800001,A1994PH20000007,000231187600002,000170526400004,A1995RR52000002,000227747900016,000082666700004,000169958400007,000087124400007,000084159500015,A1996UB66800001,000089820400003,,,,,,,,,,,,,
244803400007,A1991BU53G00084,000170353800003,000171765900003,A1993LG46600004,000225638700002,000188216500006,000224586800001,A1995BE06Z00032,000177372700007,000173670800005,A1983RS92900025,A1975AW05000001,,,,,,,,,,,,,,,,,,
244855700014,000086254700001,A1995RX35400003,000224511500023,000236326900001,000174519400019,000233172000006,,,,,,,,,,,,,,,,,,,,,,,,
247684600010,000087732100015,000237521300027,000235178004058,000172015200007,000235178002023,000220567900039,A1996VA94100003,A1997BH93C00030,000181471800028,000234184700003,000178882900001,000074794700010,A1997WC02200038,,,,,,,,,,,,,,,,,
249678400015,000180639100009,000227460700002,000222164300004,000235296500004,000230052300003,000228940700011,000179696600006,A1996VV21800003,000186811300004,A1990EY69100007,000221872100005,000232217900063,000236806800003,000225453400002,000235862300011,000188216500006,000224586800001,000071321500009,000173440100014,000232355300010,000170347800015,A1997XW22000010,,,,,,,,
250790600007,000179415900016,A1995RZ70200001,000171501800008,000208047200002,000239308600057,A1995RA60400031,000237698100002,000177108400010,000083346800004,000184986800007,000074769800013,A1997BH93C00075,A1992GZ45400004,000073689300012,000078872900009,A1996UQ65700051,,,,,,,,,,,,,,
251003300001,A1997XM69300005,A1989U244700020,000075569800002,A1995RE61100006,000226300200003,000221872400004,A1982NH42200005,A1982PE14000007,000236329600005,,,,,,,,,,,,,,,,,,,,,
251580300007,000176671100033,000182530600005,000227498200003,A1977DM46400001,000088636500006,000222972600043,000165048700116,000176671100032,000236330700002,000176671100034,000176671100031,000231223700089,,,,,,,,,,,,,,,,,,
252496700005,000222241200061,000166885900002,000088597800006,000230430300160,000176704400028,000185145400019,A1990CV26500006,000222469100020,000231116400022,,,,,,,,,,,,,,,,,,,,,
252691800026,000230211100020,000087963600018,000224817100014,A1997WE93100024,000165547500016,000239603500018,A1994NQ03300010,000075151800031,A1993MA62400009,000228383500014,000233257000013,A1989AX97400028,INE:16685822,A1997YA90500037,000229596000013,A1975AY27900005,000075656800016,000075953900032,A1996UW87900020,000230065800014,A1982NV28700003,000077651200009,000079903200016,,,,,,,
254562400007,000184447500002,000188541700017,000226370900003,000223134400059,000234584500016,000241139800003,000177604700003,000207444400020,000181079700109,BCI200600639823,000226524300131,000186367000010,000233002500008,000183832900032,000243494600161,000222173800011,000232521400001,000231715000051,000231849100045,000239307700153,A1970F961100006,000177831500016,000233055400001,000231630100008,000166360300041,,,,,
255311500064,000188541700017,000227190000001,000230196400026,000225361400004,000223134400059,000170489900001,A1996UZ38000003,000220627100004,000188079000022,000243992400040,000250005000025,000183832900032,000222173800011,000184433500007,000185502300045,000182361600006,000181367900027,A1975AU09000022,000245650200092,000230345800019,000186172800007,000239493800005,000233968600001,000186848700029,000231694600004,000243745000191,000084547200019,,,
256885700013,000241391100033,000079065200010,000239440900004,000180862400019,000177221900003,000229309700009,000170745500005,000079611200001,000174574100002,000188464600054,000074343300005,000241391100009,000165995800050,000241169800004,000165995800027,,,,,,,,,,,,,,,
259927400006,000084899700052,000167177500007,000184270100008,000183568900006,000088595200002,000072390900004,000171501800018,000223645000017,000252248200008,000171237200038,000228895100031,000244463100022,000238476600013,000228895100030,000071321500009,000236225300065,000229472100001,000229387900006,000222800200007,000234015300023,000242262900004,000228383500001,000240862700011,000228360600004,000090071000022,000079391200005,A1996VQ36300011,,,
260846600028,000186488700030,000226749600016,000237038300020,000242563900037,000229227600014,000233369000005,000184692600005,000170576300027,A1990DF86900122,000169672400005,000254674100035,000248993500020,000076452500030,000253489800011,000245829000015,000246300400021,000242795800035,000279925100014,000242646700004,,,,,,,,,,,
262428800008,A1997BH93C00022,000180333200023,000258032500007,000165048700093,,,,,,,,,,,,,,,,,,,,,,,,,,
262557500009,000236330700003,000233311100028,000234944700009,A1997XW54200003,INE:20717501,000072687500006,000236714000001,000249307200007,000221411000001,000239977000019,000236329600009,A1973P409200001,A1992HZ47600010,,,,,,,,,,,,,,,,,
262562700024,A1997XE56500009,000176025300001,000243918400003,000239408100015,000237147200006,000088837700003,000232186600010,,,,,,,,,,,,,,,,,,,,,,,
263421200005,A1995RZ70200001,A1986G136300001,000072202300017,000223998200007,A1997WK68600007,000223356600004,A1972N947700008,A1997WW12200008,000081151500008,000234412500001,A1992HF73200006,A1992JE60700002,A1984TX36100006,000221872400006,A1996VU15900007,000088445300003,A1993MP17600001,,,,,,,,,,,,,
263861800020,000231159400001,000087830000007,000241510400007,000241290200009,000175891300014,000176149800010,000181182500031,000182489600034,000179479700022,000226923100003,000086931500003,000233050900005,000256620400006,000172524500013,000254077200003,000220167400021,000235755400003,000172160700009,000254812600007,000251864000019,000243286800009,000256271100011,000253241800022,000221941400016,000229816900008,000238605200009,000188590900025,,,
267720200003,000087963600018,000246335100006,INE:18055941,000076132400002,000168211500008,000252176400005,000179405500013,000233050900005,000223645000002,000172524500013,000254077200003,000251864000019,INE:17946017,000253241800022,000261667900007,000254107100004,INE:15344469,000170230400012,000222009300009,000080539300009,000256844800009,000229011200001,000185804600001,000244872700001,000224401900005,000173819400019,000242735300023,,,
272244700010,000171448800038,000251502400008,A1995TH43000002,000230649600012,000251502400013,000186378100009,000259592400035,A1991FA94500019,000251502400007,000265782000009,000243809000006,000251502400021,000267963900012,A1994NM61200011,000173702700010,000256211900011,000169623900018,000085771100024,000227977800016,000230271400046,000254470900006,000246975800001,000247817300019,000257156500002,000088503900001,000184428300041,000220573900009,,,
272844000005,000253272300007,000256153800018,000234944700009,000252102900030,000236714000001,000230406000004,000265494900006,000184977300009,000171442200005,000261411300012,000254471100013,000262557500009,000256153800016,000251346800013,A1992HZ47600010,000078388700008,000173336900003,000251801500016,000235173800011,000222760500002,,,,,,,,,,
272900500005,000086195600010,000229988900012,A1992JF23200025,000172933100001,000249723500020,000230735200036,000179160200019,A1997XN25300006,000229027800005,A1997XN25300003,000247602700029,000237144500007,000171080600014,000251432100002,000237243900008,A1982MZ59900001,000255986400009,000172151600010,A1994PD64900004,A1995RR49500006,000179160200010,,,,,,,,,
276671900013,000177640500002,000174039800009,000165942300003,000228128500002,000256932900046,000187752600001,000246641600010,000226845700003,000173586600008,,,,,,,,,,,,,,,,,,,,,
278943900010,000227945100004,000241677100019,000229988900012,A1979GW79800002,000166843000011,000173586600011,A1992JF23200025,000086196300009,000179776600003,000172933100001,000249723500020,A1992HG43100004,000249633000006,000179160200019,A1997XN25300006,000089669700001,000169233200012,000229027800005,000245853600009,A1996UF58500016,000179160200014,,,,,,,,,
281285200007,000184113600004,000281285200006,000248941900001,000225737300011,000258216600010,000271874300009,000078854100002,000249829700003,000237095500005,000239484200008,000268248100006,000089385100001,000185827300002,000174750800028,000263520100004,000223291200029,000234029800005,000240855500005,000281285200008,000251629300018,A1992JH67600021,000281285200018,000243755800001,000281285200005,000249433400011,,,,,
282522000001,000351104600013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287097500003,000236330700003,000245390700005,000272346100007,000180520100046,000266628300022,000260865800012,000184371900003,000264173600023,000270825000004,000167886700001,000263831800006,000281000500001,000074957800014,,,,,,,,,,,,,,,,,
288745700005,000221139700001,000223795600009,000169616100022,000082980600017,A1993LX57100004,000234712600002,000220163800029,000245511800003,000237961600048,000249502900014,000256421900002,000272356800003,000267889100019,000224229000035,000207583800013,000250005000035,000243208400017,000233843600012,000072236300034,000254058200006,000252545400096,000186802500042,000080547800050,000262588400006,000241955200037,000226727200052,A1968B482400030,000261906200002,,
289055700042,A1997BJ19F00001,000086884000011,000277141800010,000182046300013,000188079000060,A1997WL60600009,000249611200017,000186643100030,A1995RT28500002,000222533300002,A1995QU31400029,000179529300008,A1994PE09800016,000079066100004,000168218900002,000249794600001,000246207000009,000254137000001,000276418200009,000258817900017,000177325700015,000088508500026,000275119700005,BCI200300124435,000183832900070,000184112300010,000245086900004,000279877800009,,
290044400005,A1990ED16700008,000250373900001,000284148900102,000267889100114,000232933900009,A1996UZ38000003,000224481900024,A1997XT05700011,000277007600004,000268311800004,000076954300004,A1996UM40300022,000079328700001,000270433900005,A1996WD39200009,000271809600008,000275084800020,000182005600003,000246613100004,000183041200003,A1991GT65500002,A1990EF60300015,A1980JC32000001,000072874400004,000089985100009,000282102300002,,,,
297322400013,000181351500002,A1997YG05500006,A1993MQ96600001,A1950UN76900001,000231408600002,000072248600008,000235958400017,000222264700009,000236330100002,000223998200009,000086505500004,000225309500152,000178101500007,000086254700001,A1996UL25900006,000171501800007,,,,,,,,,,,,,,
297588500061,000182331300007,000269521100013,000287867000005,000258913500001,000287867000016,000283233800013,000247642400015,000256701400011,000263919800012,000225284300005,000263919800016,000272320300006,000263919800011,000287867000013,000254471100005,000253790100007,000258913500010,000283233800023,000263919800008,000275772900002,000256701400006,000263919800006,000271826700005,000253790100006,000261544500010,,,,,
299381600005,000258646800004,000262636800009,000279969000007,000269423100002,000220756400001,000240443400013,,,,,,,,,,,,,,,,,,,,,,,,
305739800001,000245870500014,000079419000010,000169283000031,000231564600033,000175131400009,000234428900006,A1997YG95800035,A1993KV99700048,A1988Q146900044,A1980KH97200059,000228013600083,A1994QB02200016,000223234200007,000167578400006,A1977DP57500003,000185193900066,000073091500011,000287811300010,000258261000035,000264764600004,A1988P663300001,000301082900008,A1974T480800009,000277217200004,000265944200038,000086523800012,A1997WD07000024,000282124900002,,
309215800024 ,000081389200006,A1995QE45300017,A1987H147300006,A1994PA41000003,000084012000003,000071159300002,000261951600005,A1978GC09300004,000235138700005,000165995800049,000316848800019,A1996VJ88300001,,,,,,,,,,,,,,,,,,
310338700003,000236097900002,A1993LM87300017,000227369600027,000268113500004,A1991EZ90900002,000077523900028,000269297500013,000234944700009,000233621500010,000272299900003,000288459100038,000291246000003,000292247200007,000235129200006,000224146400001,000260849100009,A1996UY38300006,000274331500004,000259723900001,000237100300002,000236714000001,000230406000004,,,,,,,,
311927400004,000268415900001,000281107800015,000074710200011,000294000900004,A1954UM03100005,000079609800036,000087350600004,000241390200008,000237525100001,000236934300001,000085981500008,000226015800024,000226391200006,000221727900016,000220481400020,A1997WZ28600002,A1993KV49200002,A1996TC67900006,000075325200011,A1996VL16200010,000074882400009,000245041400027,A1986E477500001,,,,,,,
316913200003,000175637300011,A1990CG61700038,000167641800001,000308953200002,A1975AU71300001,000182005800002,A1995QE45300017,000234826400027,000180913600004,000278054700015,000170489900001,A1997XV83300009,000245261600001,000087011900001,000167137400010,A1995RX35400003,000238665200012,000185220100016,000311070400012,000285390900027,A1997XE29600020,A1987G462600027,000189186500003,000182534900001,000265303100008,000276045800021,000264764800001,,,
317537900020,000250045000007,000275862700051,000276350100005,A1985AEV0700014,000252567300011,000234663500007,000174041300008,000274279600001,000268826300016,000263066800027,000238589800011,000281361500012,000256560300008,000171572300001,000088656100001,000183184600009,000175691300003,,,,,,,,,,,,,
322728300012,000266771501070,000283107600005,000267620400015,000189502500001,000312450300046,000271116900120,000275046500021,000260370000037,000279646500019,000255249500007,000264238700016,000295997900009,000262404502308,000081447500003,000250109000056,000267715800124,,,,,,,,,,,,,,
322825500027,A1984SP31600027,A1989R997000007,000310424900019,000225562400001,000314426400005,000224175000009,000301874400020,000288170200030,000244758900023,000225160300020,000303059600013,000177555600030,A1991FW17700004,000179494700038,000244975100006,000250952300002,000293123700024,000310515800008,000286951300004,000274050000027,A1981MA57700013,A19679031300002,000082703200010,A1997WW83600014,000170698600013,000310424700004,A1984TW41500004,000282801100012,,
344638800010,A1991EW46800002,000283528300022,000257529100004,000301071000001,000170489900001,A1996UZ38000003,A1996UU17100004,A1987N116700003,000273397600002,000297904600007,A1997XA37300006,A1993KV49200002,000235041900003,000262636800009,000296469500013,000330009800005,000182827700014,,,,,,,,,,,,,
347595400005,000279888800018,000319334902065,000317162900014,000307796300006,000308259300034,000309785000006,000297823300049,000313761500014,000331146200008,000182530600005,000245390700005,000313761500013,A19622557C00002,A19622557C00003,000296214900027,000314388600007,000313761500011,000297611600005,000310898000006,000276481200035,000284863200009,000335099800012,000308574300041,A1991FB85800014,,,,,,
356506700005,000260480700002,000258646800005,000249353700002,000171891800058,000244644200008,000226691300008,000322039500011,000301009200006,000236328300007,000084507900017,000310370300002,000281973300002,000245389400005,000172015200003,000180979500024,000257644600003,000170914000008,000087725000010,000305397900006,,,,,,,,,,,
75118400006,A1950UN76900001,A1992HG00800012,A1995QL47200001,A1996UT47600007,A1993MU18200015,A1986A531800002,A1996UQ65700051,A1997BH93C00040,,,,,,,,,,,,,,,,,,,,,,
75317000016,A1997YG05500006,A1993MQ96600001,A1991FT06500007,A1994MV33200006,A1991BV17U00042,A1996UW48900005,A1994NM10000005,A1996UF70300006,A1995RX35400003,A1995TM46900003,A1995QL47200001,A1992BW71Y00058,A1992JJ72700003,A1996TQ67200002,A1991EX18400002,,,,,,,,,,,,,,,
84151700002,A1991FM29500003,A1995RE63000005,A1996WB18500005,A1995QE08000014,A1995QR53700001,,,,,,,,,,,,,,,,,,,,,,,,,
86736700002,A1996VW42000017,A1987L085900001,A1982NZ24200008,A1991BX10X00004,A1994NY55200012,A1996TN07200016,A1997WM88500004,A1996VR30600015,A1994NU72300013,,,,,,,,,,,,,,,,,,,,,
89548100033,A1977DM46400001,A1992JZ58900021,A1997WU96300001,000073689300012,A1990EA88400001,,,,,,,,,,,,,,,,,,,,,,,,,
A1967A378400002,A1963XF15800010,A1958XF52100096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166528800004,000074605500006,000076056000015,A1997XQ29800006,,,,,,,,,,,,,,,,,,,,,,,,,,,
170745500005,A1993MD77500006,A1995QU13600002,A1995RX35400003,A1996BF92T00032,A1971J374700003,A1993KY17600006,A1997WA61200010,000079154400021,A1995QG47900001,A1997BJ30G00021,000074343300005,A1992GY73600006,A1987G438600014,A1991FC73500007,A1994PG65700006,,,,,,,,,,,,,,,
170776800006,A1990DC44300001,A1997WU96300007,A1991FH50900001,000165416200011,A1996VX80000002,A1993MC12800016,A1996VP34400023,A1995BE44Z00010,A1973O903500002,A1977DN29000007,A1989AU66600008,A1987H264400002,000071543400002,A1995QT75700007,000205436300006,A1990DK93100004,,,,,,,,,,,,,,
173969900008,A1997XZ54700005,000084624500049,000084582800001,000089862600014,A1995QK55800014,A1993LF13100008,000083153500039,A1995RT28500002,A1994PE09800016,000072835300008,A1995RE25800005,A1995RX35400003,A1993KZ79500008,A1986D868600008,A1988P002200001,A1976BU52600022,A1994MX92000004,A1993LJ92900012,A1995QQ85600003,000078226100001,,,,,,,,,,
174171300012,A1997YL07100005,A1990DB07400003,000084013200045,A1997XV95700004,A1997XR67300008,000166816400034,000081230200003,000090056300025,000171456000014,000084896300088,000167255700004,000087702200006,000173336900003,INE:11465054,,,,,,,,,,,,,,,,
174493300002,000087172500033,A1997WA61200010,A1997WA61200011,000167886700001,A1997BJ30G00021,000078344100020,000074957800014,A1991FC73500007,A1997XW74900009,,,,,,,,,,,,,,,,,,,,,
176030100026,000074910500003,A1997XV83300037,A1996UU98600001,000083395100012,A1997XV83300009,000168318300018,000170747100057,A1996VQ27600003,A1997YD67800019,000168866400001,000084587000031,000073681800004,000071472700008,A1994MV99900009,000169884200007,000087176300001,,,,,,,,,,,,,,
178846400012,A1995QV84500007,A1997XJ99900004,A19656659600002,A1994PE80200005,A1973R799000012,A1996TV66900009,A1991GX32700004,A1997WW79800006,000201689500016,A1994PK87100004,000079781200002,A1997YE90500014,000088804500079,,,,,,,,,,,,,,,,,
179170000013,A1997BJ42X00271,000088680000010,000166397300006,000177476200011,000077120300007,A1991FX22400032,000177476200014,EC:ZOOR13600007863,A1992JA72300002,A1996BG45M00121,A1995TM26500013,A1996BH13L00219,A1996BF68P00424,A1995RF70300010,000166835900062,,,,,,,,,,,,,,,
181476800025,000084624500049,000071778900089,000168325600008,A1987J070000002,A1997WU94200016,000076323300034,000173077100008,000085008900020,000077331500002,A1975AU09000022,A1994MN40800020,000084029500010,A1993LQ98500022,A1992JN49000039,000089615200022,000170123000001,,,,,,,,,,,,,,
182201500003,A1986D474400020,A1994NV97400003,A1992HA08200019,A1975V791300003,A1997XG07500002,A1995RK52500026,000174623000008,A1959WY68200018,000071900600002,000169788800002,A1991GP91900016,000071429200018,000085652900012,000178201900003,A1995TH80700005,000088305500051,A1989AN31300016,A1985ANQ1800016,BCI200000146814,000178884600002,A1997WE44300006,000074865400005,000088325000010,A1997XT99300007,000080668300045,A1957WK26400023,,,,
184090200015,000085930900007,000086893400022,000088226100025,000175080300006,000079515700011,A1995TN38800014,A1990CG24700012,A1994PU14700001,A1990EB79000005,A1994NY48600009,,,,,,,,,,,,,,,,,,,,
184100800011,000171839400008,000168338500005,A1995RV02400009,000089669700001,000165763000017,000169829000009,000089669700006,INE:11146991,000079135700001,A1990DR72200005,000171098600038,000088869400002,000086768700009,,,,,,,,,,,,,,,,,
186588400003,000168217200023,000071159300002,000168400700016,A1983QS78500003,000172441000178,000175295900011,,,,,,,,,,,,,,,,,,,,,,,,
186953400012,000084854100006,A1992JD88600007,000074044400026,A1984TF69500006,A1989T910000001,A1989AB81500002,A1993LZ80700001,000085908400004,000080203900015,A1990EA88400001,000165048700093,A1991BU88X00047,,,,,,,,,,,,,,,,,,
188953000001,000077246600048,A1994MY60000006,A1993BZ56M00036,000165048700030,A1995RN62200036,A1979HN99900005,000079560100024,A1997XK45200005,A1994QK89700014,000167089000004,000089020200039,000082405900001,,,,,,,,,,,,,,,,,,
223503500002,A1991EW46800002,000080842200032,000165512600015,000089066200003,000076056000015,000173997500008,000165512600017,000165954000006,000083121200061,000187294100001,000165320300005,000171913100004,000180070200004,A1997WK72800009,000169081500034,000071321500009,,,,,,,,,,,,,,
225767100001,000183187600011,000082134800001,000082323300119,000180978500049,A1996WW14300004,A1987N116700003,A1989R878200001,A1991GT01800002,000171139500001,000085532200003,A1996UL36400006,,,,,,,,,,,,,,,,,,,
226300200014,000076132400002,000175187800004,000222050300003,000084152300015,000082372100002,,,,,,,,,,,,,,,,,,,,,,,,,
228779200006,000223216500012,000176553400005,A1997XU79300002,000173829100008,000085533100009,000173077100074,000181079700004,000084896300069,000088705300014,000078291700012,A1990DK92500001,000173050500025,000173702700021,000082597400001,A1983RV60400010,000078291700004,000168914700009,000171699800010,000089066700003,000174713400005,000174713400013,000173088500007,A1993LQ98500022,000171142300010,A1994QH31900002,,,,,
229038300002,A1990DM52000013,000177354800006,A1994PN53000003,000225777900043,000166857600033,000188835200011,000083882600019,A1980KL05600012,000227446700018,000220715400013,000075974600050,000186547600043,000223104900052,A19668661900003,000223954500042,A1995QU21500033,000086593800012,A1988P831400024,A1992HZ17400049,A1986E040500028,000082424100087,000165632400048,000077697200101,000201374100005,A1996WD44200011,000165360200002,000172771900006,A1997WP11600019,000171325800016,
229062000012,000085227300039,000177200900027,000168178300019,A1996VT25600013,A1996VV73000022,000220337600023,A1995RV02400009,000220269200019,000083121200061,000170521100006,000184948400060,INE:8787079,000077000400004,000187014200007,000169310600032,000185080300016,000223118300017,000188611400003,000173086300003,000179543900045,000088767700049,A1996UQ95000016,000221831800033,000085220000011,000087139900009,000184222500069,000170966800067,000185119300048,000168546400028,000179874500003
232596300013,000085227300039,000080842200032,A1997YG58500012,000173105600012,000177200900027,A1992HL67300025,000172328100059,000170489900001,A1996UZ38000003,000166152600071,000183528300004,000087371500002,000173997500008,A1997XT05700011,000179542800008,000083121200061,000177897200020,A1983RG01000006,000171501800018,A1997YE41900034,000169081500034,000224481900013,000183199900003,000079377400025,000180913600023,000088767700049,,,,
232846700003,A1996UU50800006,A1994PH35100008,A1978EN45500012,A1994NV69700001,A1995QX94600003,A1992HG43100003,A1989AM22200004,A1991EW46800004,A1997XB16300006,A1991FF04700001,A1977DG09400009,000087706100003,A1991EY69900005,A1972M109600011,A1996UW48900014,A1996UQ69900002,A1993LG46600004,,,,,,,,,,,,,
234932600009,A1989CC38100006,000073564100004,000172567000006,000075719800001,A1992HF10500007,000174519400014,000167362000008,000086192300003,,,,,,,,,,,,,,,,,,,,,,
235763400009,000188794600029,000177014300015,BCI200300080880,000225411300020,000179115600016,A1982PB51000009,A1997WE28800020,000188794600033,000182590600018,A1997WQ62300009,000170489900001,A1996UZ38000003,000172869700002,A1989AM85500011,000076132400002,000221608000025,A19679546300004,000227982800020,A1991FB85800014,000188794600018,A1996UC70500007,A1995QQ92100003,000227982800004,A1995RX35400003,A1988P981800005,000087425700014,,,,
236327800004,A1996VG69500015,000071159300007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236946200008,000086884000011,000187745400030,000186320000035,000170489900001,000178396400009,000173159300033,000185924500046,000220485300013,000223641500050,000168059700056,000185963200044,000084896300007,000225442700059,000225770000003,000188079000006,000184112300015,000182093300003,000188753800048,000085288200042,000175730900029,,,,,,,,,,
238394700027,000226551100012,000079369600033,000221578000026,000168867300006,A1991GA57800002,000087976700003,000179041300020,000223830800003,A1988R311200005,000221578000029,000229312900024,000209671700001,000183994900004,000184624500002,000086677100002,000226156500009,000231969500013,000221256700004,000075828700001,000184382700017,000234236500008,000165777900007,,,,,,,,
240698700030,000176579500007,000226438200009,000188318700008,A1989T335500030,000181473000021,000071165100028,A1997XE18500006,000174842600001,000181304100031,000222424100008,000222426100011,000220996300010,000085044900009,000176059300023,000180491100022,A1971I324100004,000189358300005,000173943600011,000185659100005,BCI200500058515,,,,,,,,,,
244131800003,000181240700007,A1978GC67300001,000168572900019,000167394300001,000182859500008,000075010400007,A1978EK93900005,000229352700032,000220359900010,A1996VJ10600038,A1983PY14400013,000222331900008,A1996UP57900012,000182027900014,000220968200002,000234882600012,A1989CG43000006,000185594300001,,,,,,,,,,,,
247263100013,000240367800004,A1969D142900002,000075143900110,000176644900020,000238025100004,000184071400016,000179746400004,000236767000001,000249443400002,000222367100007,000188541900004,000241863400037,000238621400014,000231224600011,000239940100009,000241507100013,000184091500013,000239987700001,000181229500002,000240998300019,000168454100014,000180108400004,,,,,,,,
248283800001,000078594800004,A1996VJ67100009,A1994NN78800006,000230850100001,000172344700002,000166630000005,000165309200002,A1995RQ15900004,A1993LX23200006,000231159400001,000071618100003,A1997YG83700011,000234388100012,A1997YC37500015,A1995RK37500008,000184747200003,000090028400003,A1995TB35600009,000243952100002,000226469500007,000082833400004,000172726300052,,,,,,,,
248501600005,A1994NV02600003,000084550700036,000181033400025,000226799800016,000186811300004,A1988Q069100016,000234525200029,000085128000001,000170104800026,000237686700019,000241447700018,000234382900032,A1992KB34600019,000171135300016,000220427900031,000084990000001,000181464500002,A1997WP40300010,000225971600008,000237686700038,000232480300174,A1982QH27900009,000220539300031,000184531300028,000087855600013,,,,,
249069600003,000081774000006,BCI200300080880,A1971I968300002,000238013000004,A1979HT26000008,000170588500026,INE:16472234,A1996UN37800032,000180131100002,000182590600018,A1981MQ33800001,000185572800005,000087425700004,000231380700004,000084307300006,000172662700001,000167637800014,000172934800019,000240304800002,A1988P981800005,000228608600004,000227115500010,A1991GT45500023,000185750500013,000230864300003,,,,,
249318500011,A1994NR97200008,000170015100007,000175846300012,000172108300002,000231665400006,000241580400001,000237438300007,000224851000005,000233133600003,A1997WT10800003,000167016400007,000276918500009,000229417500007,000178786800002,000239286900016,000224372600020,000240443400005,000230463300006,,,,,,,,,,,,
249429100010,000081284500009,000185946800008,000085372400023,000233416000216,000227103100018,A1985TY21800007,000089867700024,A1973R540700001,000243300400019,000239106600001,000186279100003,000223899900022,000077355800003,000237955800020,INE:14703331,000248997900009,000186347500021,000240568900004,INE:14606532,000086577900020,,,,,,,,,,
251003300005,000182530600005,000245390700005,000240668500010,000179162100002,A1977DM46400001,A1997XW95000005,A1997BH93C00081,000085960100002,000165995800050,A1994PF41500014,000180520100118,000165995800049,,,,,,,,,,,,,,,,,,
252164300009,000087976700007,000180520100020,000238394700007,000184382700007,000239790000002,000248585400017,000248235800083,000182789400009,000221578000018,000241536900017,A1980JJ57200003,A1996BG45M00042,000238476600013,000183994900005,000244954800005,000170928300004,000221578000019,000231268900006,,,,,,,,,,,,
252346500006,000188924400008,000231204600009,000221194000006,A1997XY99500007,000233478500010,000224294400016,000086357700003,000188924400007,,,,,,,,,,,,,,,,,,,,,,
