PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
B	ALMUALLIM, H; DIETTERICH, TG			AAAI PRESS					LEARNING WITH MANY IRRELEVANT FEATURES								PROCEEDINGS : NINTH NATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE, VOLS 1 AND 2								547	558					1991	1991						9TH NATIONAL CONF ON ARTIFICIAL INTELLIGENCE ( AAAI-91 )9TH NATIONAL CONF ON ARTIFICIAL INTELLIGENCE ( AAAI-91 )	JUL 14-19, 1991JUL 14-19, 1991	AMER ASSOC ARTIFICIAL INTELLIGENCEAMER ASSOC ARTIFICIAL INTELLIGENCE	ANAHEIM, CAANAHEIM, CA											0-262-51059-6	WOS:A1991BU53G00084		
J	Chen, SM; Lee, SH; Lee, CH								A new method for generating fuzzy rules from numerical data for handling classification problems								APPLIED ARTIFICIAL INTELLIGENCE				15	7			645	664		10.1080/088395101750363984			AUG 2001	2001																		0883-9514			WOS:000170353800003		
J	Chouchoulas, A; Shen, Q								Rough set-aided keyword reduction for text categorization								APPLIED ARTIFICIAL INTELLIGENCE				15	9			843	873		10.1080/088395101753210773			OCT 2001	2001																		0883-9514			WOS:000171765900003		
J	HOLTE, RC								VERY SIMPLE CLASSIFICATION RULES PERFORM WELL ON MOST COMMONLY USED DATASETS								MACHINE LEARNING				11	1			63	91		10.1023/A:1022631118932			APR 1993	1993																		0885-6125	1573-0565		WOS:A1993LG46600004		
J	Jensen, R; Shen, Q								Fuzzy-rough data reduction with ant colony optimization								FUZZY SETS AND SYSTEMS				149	1			5	20		10.1016/j.fss.2004.07.014			JAN 1 2005	2005																		0165-0114			WOS:000225638700002		
J	Jensen, R; Shen, Q								Fuzzy-rough attribute reduction with application to web categorization								FUZZY SETS AND SYSTEMS				141	3			469	485		10.1016/S0165-0114(03)00021-6			FEB 1 2004	2004																		0165-0114			WOS:000188216500006		
J	Jensen, R; Shen, Q								Semantics-preserving dimensionality reduction: Rough and fuzzy-rough-based approaches								IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING				16	12			1457	1471		10.1109/TKDE.2004.96			DEC 2004	2004																		1041-4347			WOS:000224586800001		
B	LIU, HC; LI, JM; WASILEWSKI, ZR; BUCHANAN, M						Andresen, BF; Scholl, MS		Integrated quantum well intersubband photodetector and light emitting diode for thermal imaging								INFRARED TECHNOLOGY XXI		PROCEEDINGS OF THE SOCIETY OF PHOTO-OPTICAL INSTRUMENTATION ENGINEERS (SPIE)		2552				336	342		10.1117/12.218295			1995	1995						21st Conference on Infrared Technology21st Conference on Infrared Technology	JUL 09-13, 1995JUL 09-13, 1995	Soc Photo Opt Instrumentat EngineersSoc Photo Opt Instrumentat Engineers	SAN DIEGO, CASAN DIEGO, CA											0-8194-1911-7	WOS:A1995BE06Z00032		
J	Marin-Blazquez, JG; Shen, Q				Marin-Blazquez, Javier/F-2487-2011	Marin-Blazquez, Javier/0000-0003-2742-4607			From approximative to descriptive fuzzy classifiers								IEEE TRANSACTIONS ON FUZZY SYSTEMS				10	4			484	497		10.1109/TFUZZ.2002.800687			AUG 2002	2002																		1063-6706			WOS:000177372700007		
J	Pedrycz, W; Vukovich, G								Feature analysis through information granulation and fuzzy sets								PATTERN RECOGNITION				35	4			825	834		10.1016/S0031-3203(01)00102-9			APR 2002	2002																		0031-3203			WOS:000173670800005		
J	SALTON, G; FOX, EA; WU, H								EXTENDED BOOLEAN INFORMATION-RETRIEVAL								COMMUNICATIONS OF THE ACM				26	11			1022	1036		10.1145/182.358466			1983	1983																		0001-0782	1557-7317		WOS:A1983RS92900025		
J	SALTON, G; WONG, A; YANG, CS				Nishimoto, Naoki/D-6440-2012				VECTOR-SPACE MODEL FOR AUTOMATIC INDEXING								COMMUNICATIONS OF THE ACM				18	11			613	620		10.1145/361219.361220			1975	1975																		0001-0782			WOS:A1975AW05000001		
