PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
B	Aslin, RN; Woodward, JZ; LaMendola, NP; Bever, TG						Morgan, JL; Demuth, K		Models of word segmentation in fluent maternal speech to infants								SIGNAL TO SYNTAX: BOOTSTRAPPING FROM SPEECH TO GRAMMAR IN EARLY ACQUISITION								117	134					1996	1996						Conference on Signal to Syntax - Bootstrapping from Speech to Grammar in Early AcquisitionConference on Signal to Syntax - Bootstrapping from Speech to Grammar in Early Acquisition	FEB 19-21, 1993FEB 19-21, 1993	Brown UnivBrown Univ	BROWN UNIV, PROVIDENCE, RIBROWN UNIV, PROVIDENCE, RI											0-8058-1265-2	WOS:A1996BE49D00008		
J	Brent, MR; Cartwright, TA								Distributional regularity and phonotactic constraints are useful for segmentation								COGNITION				61	1-2			93	125		10.1016/S0010-0277(96)00719-6			OCT-NOV 1996	1996																		0010-0277			WOS:A1996VW90000003	8990969	
J	Brent, MR								An efficient, probabilistically sound algorithm for segmentation and word discovery								MACHINE LEARNING				34	1-3			71	105		10.1023/A:1007541817488			FEB 1999	1999																		0885-6125			WOS:000079753100004		
J	CUTLER, A; MEHLER, J				Cutler, Anne/C-9467-2012	Cutler, Anne/0000-0002-4203-0692			THE PERIODICITY BIAS								JOURNAL OF PHONETICS				21	1-2			103	108					JAN-APR 1993	1993																		0095-4470			WOS:A1993KU24200006		
J	Echols, CH; Crowhurst, MJ; Childers, JB					Childers, Jane/0000-0002-9934-9987			The perception of rhythmic units in speech by infants and adults								JOURNAL OF MEMORY AND LANGUAGE				36	2			202	225		10.1006/jmla.1996.2483			FEB 1997	1997																		0749-596X			WOS:A1997WH85000004		
J	Hermansky, Hynek; Morgan, Nelson								RASTA Processing of Speech								IEEE TRANSACTIONS ON SPEECH AND AUDIO PROCESSING				2	4			578	589		10.1109/89.326616			OCT 1994	1994																		1063-6676			WOS:000207079200015		
J	JUSCZYK, PW; CUTLER, A; REDANZ, NJ				Cutler, Anne/C-9467-2012	Cutler, Anne/0000-0002-4203-0692			INFANTS PREFERENCE FOR THE PREDOMINANT STRESS PATTERNS OF ENGLISH WORDS								CHILD DEVELOPMENT				64	3			675	687		10.1111/j.1467-8624.1993.tb02935.x			JUN 1993	1993																		0009-3920			WOS:A1993LJ94100003	8339688	
J	KUHL, PK; WILLIAMS, KA; LACERDA, F; STEVENS, KN; LINDBLOM, B								LINGUISTIC EXPERIENCE ALTERS PHONETIC PERCEPTION IN INFANTS BY 6 MONTHS OF AGE								SCIENCE				255	5044			606	608		10.1126/science.1736364			JAN 31 1992	1992																		0036-8075			WOS:A1992HB53100046	1736364	
J	LANDAU, B; SMITH, LB; JONES, SS								THE IMPORTANCE OF SHAPE IN EARLY LEXICAL LEARNING								COGNITIVE DEVELOPMENT				3	3			299	321		10.1016/0885-2014(88)90014-7			JUL 1988	1988																		0885-2014			WOS:A1988R951300005		
J	MILEWSKI, AE								INFANTS DISCRIMINATION OF INTERNAL AND EXTERNAL PATTERN ELEMENTS								JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY				22	2			229	246		10.1016/0022-0965(76)90004-7			1976	1976																		0022-0965			WOS:A1976CG40400004	993710	
J	Morgan, JL				Morgan, James/A-9494-2012				A rhythmic bias in preverbal speech segmentation								JOURNAL OF MEMORY AND LANGUAGE				35	5			666	688		10.1006/jmla.1996.0035			OCT 1996	1996																		0749-596X			WOS:A1996VT74800003		
J	POSNER, MI; KEELE, SW								ON GENESIS OF ABSTRACT IDEAS								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				77	3P1			353	&		10.1037/h0025953			1968	1968																		0022-1015			WOS:A1968B537000001	5665566	
J	RABINER, LR								A TUTORIAL ON HIDDEN MARKOV-MODELS AND SELECTED APPLICATIONS IN SPEECH RECOGNITION								PROCEEDINGS OF THE IEEE				77	2			257	286		10.1109/5.18626			FEB 1989	1989																		0018-9219	1558-2256		WOS:A1989U374600002		
J	RISSANEN, J								MODELING BY SHORTEST DATA DESCRIPTION								AUTOMATICA				14	5			465	471		10.1016/0005-1098(78)90005-5			1978	1978																		0005-1098	1873-2836		WOS:A1978FU79500005		
