PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	ALBERT, JH; CHIB, S								BAYESIAN-ANALYSIS OF BINARY AND POLYCHOTOMOUS RESPONSE DATA								JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION				88	422			669	679		10.2307/2290350			JUN 1993	1993																		0162-1459			WOS:A1993LD68000034		
J	Chen, Z; Haykin, S					Chen, Zhe/0000-0002-6483-6056			On different facets of regularization theory								NEURAL COMPUTATION				14	12			2791	2846		10.1162/089976602760805296			DEC 2002	2002																		0899-7667	1530-888X		WOS:000179303900001	12487794	
J	DONOHO, DL; JOHNSTONE, IM								IDEAL SPATIAL ADAPTATION BY WAVELET SHRINKAGE								BIOMETRIKA				81	3			425	455		10.1093/biomet/81.3.425			SEP 1994	1994																		0006-3444			WOS:A1994PP36700001		
J	Figueiredo, MAT; Nowak, RD				Figueiredo, Mario/C-5428-2008	Figueiredo, Mario/0000-0002-0970-7745			Wavelet-based image estimation: An empirical Bayes approach using Jeffreys' noninformative prior								IEEE TRANSACTIONS ON IMAGE PROCESSING				10	9			1322	1331		10.1109/83.941856			SEP 2001	2001																		1057-7149	1941-0042		WOS:000170481300006	18255547	
J	HOERL, AE; KENNARD, RW								RIDGE REGRESSION - BIASED ESTIMATION FOR NONORTHOGONAL PROBLEMS								TECHNOMETRICS				12	1			55	&					1970	1970																		0040-1706			WOS:A1970F898700005		
B	MacKay, DJC						Heidbreder, GR		Bayesian non-linear modeling for the prediction competition								MAXIMUM ENTROPY AND BAYESIAN METHODS - PROCEEDINGS OF THE THIRTEENTH INTERNATIONAL WORKSHOP ON MAXIMUM ENTROPY AND BAYESIAN METHODS, SANTA BARBARA, CALIFORNIA, U.S.A., 1993		FUNDAMENTAL THEORIES OF PHYSICS		62				221	234					1996	1996						13th International Workshop on Maximum Entropy and Bayesian Methods (MAXENT93)13th International Workshop on Maximum Entropy and Bayesian Methods (MAXENT93)	AUG 01-05, 1993AUG 01-05, 1993	USN, Off Naval Res; USA, Res Off; Kluwer Acad PublUSN, Off Naval Res; USA, Res Off; Kluwer Acad Publ	UNIV CALIF SANTA BARBARA, SANTA BARBARA, CAUNIV CALIF SANTA BARBARA, SANTA BARBARA, CA											0-7923-2851-5	WOS:A1996BH21V00018		
J	Moulin, P; Liu, J								Analysis of multiresolution image denoising schemes using generalized Gaussian and complexity priors								IEEE TRANSACTIONS ON INFORMATION THEORY				45	3			909	919		10.1109/18.761332			APR 1999	1999																		0018-9448			WOS:000079515700007		
J	Osborne, MR; Presnell, B; Turlach, BA				Turlach, Berwin/A-4995-2008	Turlach, Berwin/0000-0001-8795-471X			A new approach to variable selection in least squares problems								IMA JOURNAL OF NUMERICAL ANALYSIS				20	3			389	403		10.1093/imanum/20.3.389			JUL 2000	2000																		0272-4979			WOS:000088551000003		
J	POGGIO, T; GIROSI, F								NETWORKS FOR APPROXIMATION AND LEARNING								PROCEEDINGS OF THE IEEE				78	9			1481	1497		10.1109/5.58326			SEP 1990	1990																		0018-9219			WOS:A1990EC03500005		
S	Seeger, M						Solla, SA; Leen, TK; Muller, KR		Bayesian model selection for Support Vector machines, Gaussian processes and other kernel classifiers								ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 12		ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS		12				603	609					2000	2000						13th Annual Conference on Neural Information Processing Systems (NIPS)13th Annual Conference on Neural Information Processing Systems (NIPS)	NOV 29-DEC 04, 1999NOV 29-DEC 04, 1999		COCO									1049-5258		0-262-19450-3	WOS:000165048700086		
J	Tibshirani, R								Regression shrinkage and selection via the Lasso								JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL				58	1			267	288					1996	1996																		0035-9246			WOS:A1996TU31400017		
S	Tipping, ME						Solla, SA; Leen, TK; Muller, KR		The relevance vector machine								ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 12		ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS		12				652	658					2000	2000						13th Annual Conference on Neural Information Processing Systems (NIPS)13th Annual Conference on Neural Information Processing Systems (NIPS)	NOV 29-DEC 04, 1999NOV 29-DEC 04, 1999		COCO									1049-5258		0-262-19450-3	WOS:000165048700093		
S	Williams, CKI; Seeger, M						Leen, TK; Dietterich, TG; Tresp, V		Using the Nystrom method to speed up kernel machines								ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 13		ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS		13				682	688					2001	2001						14th Annual Neural Information Processing Systems Conference (NIPS)14th Annual Neural Information Processing Systems Conference (NIPS)	NOV 27-DEC 02, 2000NOV 27-DEC 02, 2000		DENVER, CODENVER, CO									1049-5258		0-262-12241-3	WOS:000171891800097		
J	Williams, CKI; Barber, D								Bayesian classification with Gaussian processes								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				20	12			1342	1351		10.1109/34.735807			DEC 1998	1998																		0162-8828			WOS:000077578300006		
