PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
B	Ahad, Md. Atiquir Rahman; Tan, J. K.; Kim, H. S.; Ishikawa, S.			IEEE					Human Activity Recognition: Various Paradigms								2008 INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION AND SYSTEMS, VOLS 1-4								1607	1612					2008	2008						International Conference on Control, Automation and SystemsInternational Conference on Control, Automation and Systems	OCT 14-17, 2008OCT 14-17, 2008	IEEEIEEE	Seoul, SOUTH KOREASeoul, SOUTH KOREA											978-89-950038-9-3	WOS:000266771501070		
S	Altun, Kerem; Barshan, Billur						Salah, AA; Gevers, T; Sebe, N; Vinciarelli, A		Human Activity Recognition Using Inertial/Magnetic Sensor Units								HUMAN BEHAVIOR UNDERSTANDING		Lecture Notes in Computer Science		6219				38	51					2010	2010						1st International Workshop, HBU 20101st International Workshop, HBU 2010	AUG 22, 2010AUG 22, 2010		Istanbul, TURKEYIstanbul, TURKEY									0302-9743		978-3-642-14714-2	WOS:000283107600005		
J	Arvidsson, Daniel; Slinde, Frode; Hulthen, Lena								Free-living energy expenditure in children using multi-sensor activity monitors								CLINICAL NUTRITION				28	3			305	312		10.1016/j.clnu.2009.03.006			JUN 2009	2009						55th Annual Meeting of the American-College-of-Sports-Medicine55th Annual Meeting of the American-College-of-Sports-Medicine	MAY 28-31, 2008MAY 28-31, 2008	Amer Coll Sports MedAmer Coll Sports Med	Indianapolis, INIndianapolis, IN									0261-5614			WOS:000267620400015	19345453	
S	Bao, L; Intille, SS						Ferscha, A; Mattern, F		Activity recognition from user-annotated acceleration data								PERVASIVE COMPUTING, PROCEEDINGS		Lecture Notes in Computer Science		3001				1	17					2004	2004						2nd International Conference on Pervasive Computing2nd International Conference on Pervasive Computing	APR 18-23, 2004APR 18-23, 2004	Austrian Minist Transport, Innovat & Technol; FIT IT Embedded Syst; Forsch Forder Fonds Gewerbliche Wirtsch; Oesterreich Comp Gesell; Land Oberosterreich; Stadt Linz; Stadt WeinAustrian Minist Transport, Innovat & Technol; FIT IT Embedded Syst; Forsch Forder Fonds Gewerbliche Wirtsch; Oesterreich Comp Gesell; Land Oberosterreich; Stadt Linz; Stadt Wein	Linz, AUSTRIALinz, AUSTRIA									0302-9743		3-540-21835-1	WOS:000189502500001		
S	Berchtold, Martin; Budde, Matthias; Schmidtke, Hedda R.; Beigl, Michael						Dillmann, R; Beyerer, J; Hanebeck, UD; Schultz, T		An Extensible Modular Recognition Concept That Makes Activity Recognition Practical								KI 2010: ADVANCES IN ARTIFICIAL INTELLIGENCE		Lecture Notes in Artificial Intelligence		6359				400	409					2010	2010						33rd Annual German Conference on Artificial Intelligence (KI)33rd Annual German Conference on Artificial Intelligence (KI)	SEP 21-24, 2010SEP 21-24, 2010	Ontoprise GmbH; PTV Planung Transport Verkehr AG; Springer Verlag; Fraunhofer Inst Optron Syst Technologies & Image Exploitat (IOSB)Ontoprise GmbH; PTV Planung Transport Verkehr AG; Springer Verlag; Fraunhofer Inst Optron Syst Technologies & Image Exploitat (IOSB)	Karlsruhe Inst Technol (KIT), Karlsruhe, GERMANYKarlsruhe Inst Technol (KIT), Karlsruhe, GERMANY									0302-9743		978-3-642-16110-0	WOS:000312450300046		
S	Brezmes, Tomas; Gorricho, Juan-Luis; Cotrina, Josep						Omatu, S; Rocha, MP; Bravo, J; Fernandez, F; Corchado, E; Bustillo, A; Corchado, JM		Activity Recognition from Accelerometer Data on a Mobile Phone								DISTRIBUTED COMPUTING, ARTIFICIAL INTELLIGENCE, BIOINFORMATICS, SOFT COMPUTING, AND AMBIENT ASSISTED LIVING, PT II, PROCEEDINGS		Lecture Notes in Computer Science		5518				796	799					2009	2009						10th International Work-Conference on Artificial Neural Networks (IWANN 2009)10th International Work-Conference on Artificial Neural Networks (IWANN 2009)	JUN 10-12, 2009JUN 10-12, 2009		Salamanca, SPAINSalamanca, SPAIN									0302-9743		978-3-642-02480-1	WOS:000271116900120		
J	Candamo, Joshua; Shreve, Matthew; Goldgof, Dmitry B.; Sapper, Deborah B.; Kasturi, Rangachar								Understanding Transit Scenes: A Survey on Human Behavior-Recognition Algorithms								IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS				11	1			206	224		10.1109/TITS.2009.2030963			MAR 2010	2010																		1524-9050	1558-0016		WOS:000275046500021		
J	Chen, Yen-Ping; Yang, Jhun-Ying; Liou, Shun-Nan; Lee, Gwo-Yun; Wang, Jeen-Shing								Online classifier construction algorithm for human activity detection using a tri-axial accelerometer								APPLIED MATHEMATICS AND COMPUTATION				205	2	SI		849	860		10.1016/j.amc.2008.05.099			NOV 15 2008	2008						3rd International Conference on Intelligent Computing3rd International Conference on Intelligent Computing	AUG 21-24, 2007AUG 21-24, 2007	IEEE Computat Intelligence Soc; Int Neural Network Soc; Natl Sci Fdn ChinaIEEE Computat Intelligence Soc; Int Neural Network Soc; Natl Sci Fdn China	Qingdao, PEOPLES R CHINAQingdao, PEOPLES R CHINA									0096-3003			WOS:000260370000037		
S	Cheng, Jingyuan; Amft, Oliver; Lukowicz, Paul					Amft, Oliver/0000-0001-6811-3659	Floreen, P; Kruger, A; Spasojevic, M		Active Capacitive Sensing: Exploring a New Wearable Sensing Modality for Activity Recognition								PERVASIVE COMPUTING, PROCEEDINGS		Lecture Notes in Computer Science		6030				319	+					2010	2010						7th International Conference on Pervasive Computing7th International Conference on Pervasive Computing	MAY 17-20, 2010MAY 17-20, 2010	Univ Helsinki, Dept Comp Sci; Helsinki Inst Informat TechnolUniv Helsinki, Dept Comp Sci; Helsinki Inst Informat Technol	Helsinki, FINLANDHelsinki, FINLAND									0302-9743		978-3-642-12653-6	WOS:000279646500019		
J	Choudhury, Tanzeem; Consolvo, Sunny; Harrison, Beverly; LaMarca, Anthony; LeGrand, Louis; Rahimi, Ali; Rea, Adam; Borriello, Gaetano; Hemingway, Bruce; Klasnja, Predrag Pedja; Koscher, Karl; Landay, James A.; Lester, Jonathan; Wyatt, Danny; Haehnel, Dirk; Hightower, Jeffrey								The mobile sensing platform: An embedded activity recognition system								IEEE PERVASIVE COMPUTING				7	2			32	41		10.1109/MPRV.2008.39			APR-JUN 2008	2008																		1536-1268			WOS:000255249500007		
B	Choujaa, Driss; Dulay, Naranker						Xu, CZ; Guo, M		TRAcME: Temporal Activity Recognition using Mobile Phone Data								EUC 2008: PROCEEDINGS OF THE 5TH INTERNATIONAL CONFERENCE ON EMBEDDED AND UBIQUITOUS COMPUTING, VOL 1, MAIN CONFERENCE								119	126		10.1109/EUC.2008.33			2008	2008						5th International Conference on Embedded and Ubiquitous Computing5th International Conference on Embedded and Ubiquitous Computing	DEC 17-20, 2008DEC 17-20, 2008	IEEE Comp Soc TCSC; IFIPIEEE Comp Soc TCSC; IFIP	Shanghai, PEOPLES R CHINAShanghai, PEOPLES R CHINA											978-0-7695-3492-3	WOS:000264238700016		
J	Christin, Delphine; Reinhardt, Andreas; Kanhere, Salil S.; Hollick, Matthias								A survey on privacy in mobile participatory sensing applications								JOURNAL OF SYSTEMS AND SOFTWARE				84	11	SI		1928	1946		10.1016/j.jss.2011.06.073			NOV 2011	2011																		0164-1212	1873-1228		WOS:000295997900009		
