PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	AbuMostafa, YS; Atiya, AF								Introduction to financial forecasting								APPLIED INTELLIGENCE				6	3			205	213		10.1007/BF00126626			JUL 1996	1996																		0924-669X			WOS:A1996VF44600003		
J	BLANK, SC								CHAOS IN FUTURES MARKETS - A NONLINEAR DYNAMIC ANALYSIS								JOURNAL OF FUTURES MARKETS				11	6			711	728		10.1002/fut.3990110606			DEC 1991	1991																		0270-7314			WOS:A1991GR61500005		
J	Burges, CJC								A tutorial on Support Vector Machines for pattern recognition								DATA MINING AND KNOWLEDGE DISCOVERY				2	2			121	167		10.1023/A:1009715923555			JUN 1998	1998																		1384-5810			WOS:000076132400002		
J	CAMPBELL, JY								STOCK RETURNS AND THE TERM STRUCTURE								JOURNAL OF FINANCIAL ECONOMICS				18	2			373	399		10.1016/0304-405X(87)90045-6			JUN 1987	1987																		0304-405X			WOS:A1987J008900007		
J	Cao, L; Tay, FEH								Financial forecasting using support vector machines								NEURAL COMPUTING & APPLICATIONS				10	2			184	192		10.1007/s005210170010			2001	2001																		0941-0643			WOS:000169203900010		
J	CHEN, NF; ROLL, R; ROSS, SA								ECONOMIC FORCES AND THE STOCK-MARKET								JOURNAL OF BUSINESS				59	3			383	403		10.1086/296344			JUL 1986	1986																		0021-9398			WOS:A1986D504900001		
J	DECOSTER, GP; LABYS, WC; MITCHELL, DW								EVIDENCE OF CHAOS IN COMMODITY FUTURES PRICES								JOURNAL OF FUTURES MARKETS				12	3			291	305		10.1002/fut.3990120305			JUN 1992	1992																		0270-7314			WOS:A1992HX24400004		
J	ELMAN, JL				Elman, Jeffrey/A-9858-2008	Elman, Jeffrey/0000-0002-8072-2294			FINDING STRUCTURE IN TIME								COGNITIVE SCIENCE				14	2			179	211		10.1207/s15516709cog1402_1			APR-JUN 1990	1990																		0364-0213			WOS:A1990DK92500001		
J	Evgeniou, T; Pontil, M; Poggio, T								Regularization networks and support vector machines								ADVANCES IN COMPUTATIONAL MATHEMATICS				13	1			1	50		10.1023/A:1018946025316			2000	2000																		1019-7168			WOS:000085682400001		
J	FAMA, EF; FRENCH, KR								THE CROSS-SECTION OF EXPECTED STOCK RETURNS								JOURNAL OF FINANCE				47	2			427	465		10.2307/2329112			JUN 1992	1992																		0022-1082			WOS:A1992HX63800001		
J	FAMA, EF; FRENCH, KR								DIVIDEND YIELDS AND EXPECTED STOCK RETURNS								JOURNAL OF FINANCIAL ECONOMICS				22	1			3	25		10.1016/0304-405X(88)90020-7			OCT 1988	1988																		0304-405X			WOS:A1988R085000001		
J	FAMA, EF; SCHWERT, GW								ASSET RETURNS AND INFLATION								JOURNAL OF FINANCIAL ECONOMICS				5	2			115	146		10.1016/0304-405X(77)90014-9			1977	1977																		0304-405X			WOS:A1977ES83600001		
J	FAMA, EF; FRENCH, KR								PERMANENT AND TEMPORARY COMPONENTS OF STOCK-PRICES								JOURNAL OF POLITICAL ECONOMY				96	2			246	273		10.1086/261535			APR 1988	1988																		0022-3808			WOS:A1988M846100002		
J	FRANK, M; STENGOS, T								MEASURING THE STRANGENESS OF GOLD AND SILVER RATES OF RETURN								REVIEW OF ECONOMIC STUDIES				56	4			553	567		10.2307/2297500			OCT 1989	1989																		0034-6527			WOS:A1989AX88500005		
J	LAKONISHOK, J; SHLEIFER, A; VISHNY, RW								CONTRARIAN INVESTMENT, EXTRAPOLATION, AND RISK								JOURNAL OF FINANCE				49	5			1541	1578		10.2307/2329262			DEC 1994	1994																		0022-1082			WOS:A1994PY03100001		
J	Leung, MT; Daouk, H; Chen, AS								Forecasting stock indices: a comparison of classification and level estimation models								INTERNATIONAL JOURNAL OF FORECASTING				16	2			173	190		10.1016/S0169-2070(99)00048-5			APR-JUN 2000	2000																		0169-2070			WOS:000087664900003		
J	ROSS, SA								ARBITRAGE THEORY OF CAPITAL ASSET PRICING								JOURNAL OF ECONOMIC THEORY				13	3			341	360		10.1016/0022-0531(76)90046-6			1976	1976																		0022-0531			WOS:A1976CU20200001		
J	Tay, FEH; Cao, LJ								Modified support vector machines in financial time series forecasting								NEUROCOMPUTING				48				847	861	PII S0925-2312(01)00676-2	10.1016/S0925-2312(01)00676-2			OCT 2002	2002						8th European Symposium on Artificial Neural Networks (ESANN)8th European Symposium on Artificial Neural Networks (ESANN)	APR 26-28, 2001APR 26-28, 2001		BRUGGE, BELGIUMBRUGGE, BELGIUM									0925-2312			WOS:000178464600048		
J	Tay, FEH; Cao, LJ								Application of support vector machines in financial time series forecasting								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				29	4			309	317		10.1016/S0305-0483(01)00026-3			AUG 2001	2001																		0305-0483			WOS:000169885000002		
J	Vapnik, VN				Karayel, Bora/E-2173-2017	Karayel, Bora/0000-0001-5997-1424			An overview of statistical learning theory								IEEE TRANSACTIONS ON NEURAL NETWORKS				10	5			988	999		10.1109/72.788640			SEP 1999	1999																		1045-9227			WOS:000082372100002	18252602	
