PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Bai, CY; Kinahan, PE; Brasse, D; Cormat, C; Townsend, DW; Meltzer, CC; Villemagne, V; Charron, M; Defrise, M					Kinahan, Paul/0000-0001-6461-3306			An analytic study of the effects of attenuation on tumor detection in whole-body PET oncology imaging								JOURNAL OF NUCLEAR MEDICINE				44	11			1855	1861					NOV 2003	2003																		0161-5505			WOS:000186488700030	14602870	
J	Burckin, T; Nagel, R; Mandel-Gutfreund, Y; Shiue, L; Clark, TA; Chong, JL; Chang, TH; Squazzo, S; Hartzog, G; Ares, M					Ares, Manny/0000-0002-2552-9168			Exploring functional relationships between components of the gene expression machinery								NATURE STRUCTURAL & MOLECULAR BIOLOGY				12	2			175	182		10.1038/nsmb891			FEB 2005	2005																		1545-9985			WOS:000226749600016	15702072	
J	Carney, JPJ; Townsend, DW; Rappoport, V; Bendriem, B								Method for transforming CT images for attenuation correction in PET/CT imaging								MEDICAL PHYSICS				33	4			976	983		10.1118/1.2174132			APR 2006	2006																		0094-2405			WOS:000237038300020	16696474	
J	Catana, Ciprian; Wu, Yibao; Judenhofer, Martin S.; Qi, Jinyi; Pichler, Berrid J.; Cherry, Simon R.				Qi, Jinyi/A-1768-2010; Judenhofer, Martin/C-5274-2011; Pichler, Bernd/B-4483-2012	Qi, Jinyi/0000-0002-5428-0322; Judenhofer, Martin/0000-0001-6886-0021; 			Simultaneous acquisition of multislice PET and MR images: Initial results with a MR-compatible PET scanner								JOURNAL OF NUCLEAR MEDICINE				47	12			1968	1976					DEC 2006	2006																		0161-5505			WOS:000242563900037	17138739	
J	Chow, PL; Rannou, FR; Chatziioannou, AF					Chow, Patrick/0000-0001-7806-3325			Attenuation correction for small animal PET tomographs								PHYSICS IN MEDICINE AND BIOLOGY				50	8			1837	1850		10.1088/0031-9155/50/8/014			APR 21 2005	2005																		0031-9155			WOS:000229227600014	15815099	
J	Dogdas, B; Shattuck, DW; Leahy, RM								Segmentation of skull and scalp in 3-D human MRI using mathematical morphology								HUMAN BRAIN MAPPING				26	4			273	285		10.1002/hbm.20159			DEC 2005	2005																		1065-9471			WOS:000233369000005	15966000	
J	El Fakhri, G; Kijewski, MF; Johnson, KA; Syrkin, G; Killiany, RJ; Becker, JA; Zimmerman, RE; Albert, MS								MRI-guided SPECT perfusion measures and volumetric MRI in prodromal Alzheimer disease								ARCHIVES OF NEUROLOGY				60	8			1066	1072		10.1001/archneur.60.8.1066			AUG 2003	2003																		0003-9942			WOS:000184692600005	12925361	
J	El Fakhri, G; Kijewski, MF; Moore, SC								Absolute activity quantitation from projections using an analytical approach: Comparison with iterative methods in Tc-99m and I-123 brain SPECT								IEEE TRANSACTIONS ON NUCLEAR SCIENCE				48	3			768	773		10.1109/23.940161			JUN 2001	2001						Medical Imaging Conference (MIC)Medical Imaging Conference (MIC)	OCT 15-20, 2000OCT 15-20, 2000		LYON, FRANCELYON, FRANCE									0018-9499			WOS:000170576300027		
J	HEBERT, TJ; LEAHY, R								FAST METHODS FOR INCLUDING ATTENUATION IN THE EM ALGORITHM								IEEE TRANSACTIONS ON NUCLEAR SCIENCE				37	2			754	758		10.1109/23.106710			APR 1990	1990						1989 NUCLEAR SCIENCE SYMP1989 NUCLEAR SCIENCE SYMP	19891989	IEEEIEEE	SAN FRANCISCO, CASAN FRANCISCO, CA									0018-9499			WOS:A1990DF86900122		
J	Jenkinson, M; Smith, S					Smith, Stephen/0000-0001-8166-069X; Jenkinson, Mark/0000-0001-6043-0166			A global optimisation method for robust affine registration of brain images								MEDICAL IMAGE ANALYSIS				5	2			143	156		10.1016/S1361-8415(01)00036-6			JUN 2001	2001																		1361-8415			WOS:000169672400005	11516708	
