PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Cai, Deng; He, Xiaofei; Han, Jiawei; Zhang, Hong-Jiang								Orthogonal laplacianfaces for face recognition								IEEE TRANSACTIONS ON IMAGE PROCESSING				15	11			3608	3614		10.1109/TIP.2006.881945			NOV 2006	2006																		1057-7149			WOS:000241391100033	17076419	
J	Deffenbacher, KA; Johanson, J; O'Toole, AJ								Facial aging, attractiveness, and distinctiveness								PERCEPTION				27	10			1233	1243		10.1068/p271233			1998	1998																		0301-0066			WOS:000079065200010	10505202	
J	Fu, Yun; Zheng, Nanning								M-face-: An appearance-based photorealistic model for multiple facial attributes rendering								IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY				16	7			830	842		10.1109/TCSVT.2006.877398			JUL 2006	2006																		1051-8215			WOS:000239440900004		
J	Guo, GD; Li, SZ					Guo, Guodong/0000-0001-9583-0055			Content-based audio classification and retrieval by support vector machines								IEEE TRANSACTIONS ON NEURAL NETWORKS				14	1			209	215		10.1109/TNN.2002.806626			JAN 2003	2003																		1045-9227			WOS:000180862400019	18238003	
J	Guo, GD; Jain, AK; Ma, WY; Zhang, HJ					Guo, Guodong/0000-0001-9583-0055			Learning similarity measure for natural image retrieval with relevance feedback								IEEE TRANSACTIONS ON NEURAL NETWORKS				13	4			811	820	PII S1045-9227(02)04424-7	10.1109/TNN.2002.1021882			JUL 2002	2002																		1045-9227	1941-0093		WOS:000177221900003	18244477	
J	Guo, GD; Dyer, CR					Guo, Guodong/0000-0001-9583-0055			Learning from examples in the small sample case: Face expression recognition								IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS				35	3			477	488		10.1109/TSMCB.2005.846658			JUN 2005	2005																		1083-4419	1941-0492		WOS:000229309700009	15971916	
J	Guo, GD; Li, SZ; Chan, KL				Chan , Kap Luk/A-5150-2011	Guo, Guodong/0000-0001-9583-0055			Support vector machines for face recognition								IMAGE AND VISION COMPUTING				19	9-10			631	638		10.1016/S0262-8856(01)00046-4			AUG 1 2001	2001																		0262-8856			WOS:000170745500005		
J	Kwon, YH; Lobo, ND								Age classification from facial images								COMPUTER VISION AND IMAGE UNDERSTANDING				74	1			1	21		10.1006/cviu.1997.0549			APR 1999	1999																		1077-3142	1090-235X		WOS:000079611200001		
J	Lanitis, A; Taylor, CJ; Cootes, TF					Lanitis, Andreas/0000-0001-6841-8065; Cootes, Timothy/0000-0002-2695-9063			Toward automatic simulation of aging effects on face images								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				24	4			442	455		10.1109/34.993553			APR 2002	2002																		0162-8828			WOS:000174574100002		
J	Lanitis, A; Draganova, C; Christodoulou, C				Christodoulou, Chris/I-6666-2016	Christodoulou, Chris/0000-0001-9398-5256; Lanitis, Andreas/0000-0001-6841-8065			Comparing different classifiers for automatic age estimation								IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS				34	1			621	628		10.1109/TSMCB.2003.817091			FEB 2004	2004																		1083-4419			WOS:000188464600054	15369098	
J	Pontil, M; Verri, A								Support Vector Machines for 3D object recognition								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				20	6			637	646		10.1109/34.683777			JUN 1998	1998																		0162-8828	1939-3539		WOS:000074343300005		
J	Ramanathan, Narayanan; Chellappa, Rama								Face verification across age progression								IEEE TRANSACTIONS ON IMAGE PROCESSING				15	11			3349	3361		10.1109/TIP.2006.881993			NOV 2006	2006																		1057-7149			WOS:000241391100009	17076395	
J	Roweis, ST; Saul, LK								Nonlinear dimensionality reduction by locally linear embedding								SCIENCE				290	5500			2323	+		10.1126/science.290.5500.2323			DEC 22 2000	2000																		0036-8075			WOS:000165995800050	11125150	
J	Scandrett (nee Hill), Catherine M.; Solomon, Christopher J.; Gibson, Stuart J.								A person-specific, rigorous aging model of the human face								PATTERN RECOGNITION LETTERS				27	15	SI		1776	1787		10.1016/j.patrec.2006.02.007			NOV 2006	2006						IEEE International Symposium on Imaging for Crime Detection and PreventionIEEE International Symposium on Imaging for Crime Detection and Prevention	JUN 07-08, 2005JUN 07-08, 2005	IEEEIEEE	London, ENGLANDLondon, ENGLAND									0167-8655	1872-7344		WOS:000241169800004		
J	Seung, HS; Lee, DD				Lee, Daniel/B-5753-2013				Cognition - The manifold ways of perception								SCIENCE				290	5500			2268	+		10.1126/science.290.5500.2268			DEC 22 2000	2000																		0036-8075			WOS:000165995800027	11188725	
