PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Arikan, O; Forsyth, DA								Interactive motion generation from examples								ACM TRANSACTIONS ON GRAPHICS				21	3			483	490					JUL 2002	2002						SIGGRAPH 2002 MeetingSIGGRAPH 2002 Meeting	JUL 21-26, 2002JUL 21-26, 2002	Assoc Comp MachineryAssoc Comp Machinery	SAN ANTONIO, TXSAN ANTONIO, TX									0730-0301	1557-7368		WOS:000176671100033		
J	Belkin, M; Niyogi, P								Laplacian eigenmaps for dimensionality reduction and data representation								NEURAL COMPUTATION				15	6			1373	1396		10.1162/089976603321780317			JUN 2003	2003																		0899-7667			WOS:000182530600005		
J	Caffo, BS; Jank, W; Jones, GL								Ascent-based Monte Carlo expectation-maximization								JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY				67				235	251		10.1111/j.1467-9868.2005.00499.x			2005	2005																		1369-7412			WOS:000227498200003		
J	DEMPSTER, AP; LAIRD, NM; RUBIN, DB								MAXIMUM LIKELIHOOD FROM INCOMPLETE DATA VIA EM ALGORITHM								JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL				39	1			1	38					1977	1977																		0035-9246			WOS:A1977DM46400001		
J	Giese, MA; Poggio, T								Morphable models for the analysis and synthesis of complex motion patterns								INTERNATIONAL JOURNAL OF COMPUTER VISION				38	1			59	73		10.1023/A:1008118801668			JUN 2000	2000																		0920-5691	1573-1405		WOS:000088636500006		
J	Grochow, K; Martin, SL; Hertzmann, A; Popovic, Z								Style-based inverse kinematics								ACM TRANSACTIONS ON GRAPHICS				23	3			522	531		10.1145/1015706.1015755			AUG 2004	2004						Annual Symposium of the ACM SIGGRAPHAnnual Symposium of the ACM SIGGRAPH	AUG 27-29, 2004AUG 27-29, 2004	ACM SIGGRAPHACM SIGGRAPH	Grenoble, FRANCEGrenoble, FRANCE									0730-0301	1557-7368		WOS:000222972600043		
S	Howe, NR; Leventon, ME; Freeman, WT						Solla, SA; Leen, TK; Muller, KR		Bayesian reconstruction of 3D human motion from single-camera video								ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 12		ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS		12				820	826					2000	2000						13th Annual Conference on Neural Information Processing Systems (NIPS)13th Annual Conference on Neural Information Processing Systems (NIPS)	NOV 29-DEC 04, 1999NOV 29-DEC 04, 1999		COCO									1049-5258		0-262-19450-3	WOS:000165048700116		
J	Kovar, L; Gleicher, M; Pighin, F								Motion graphs								ACM TRANSACTIONS ON GRAPHICS				21	3			473	482					JUL 2002	2002						SIGGRAPH 2002 MeetingSIGGRAPH 2002 Meeting	JUL 21-26, 2002JUL 21-26, 2002	Assoc Comp MachineryAssoc Comp Machinery	SAN ANTONIO, TXSAN ANTONIO, TX									0730-0301	1557-7368		WOS:000176671100032		
J	Lawrence, N					Lawrence, Neil/0000-0001-9258-1030			Probabilistic non-linear principal component analysis with Gaussian process latent variable models								JOURNAL OF MACHINE LEARNING RESEARCH				6				1783	1816					NOV 2005	2005																		1532-4435			WOS:000236330700002		
J	Lee, JH; Chai, JX; Reitsma, PSA; Hodgins, JK; Pollard, NS								Interactive control of avatars animated with human motion data								ACM TRANSACTIONS ON GRAPHICS				21	3			491	500					JUL 2002	2002						SIGGRAPH 2002 MeetingSIGGRAPH 2002 Meeting	JUL 21-26, 2002JUL 21-26, 2002	Assoc Comp MachineryAssoc Comp Machinery	SAN ANTONIO, TXSAN ANTONIO, TX									0730-0301	1557-7368		WOS:000176671100034		
J	Li, Y; Wangt, TS; Shum, HY								Motion texture: A two-level statistical model for character motion synthesis								ACM TRANSACTIONS ON GRAPHICS				21	3			465	472					JUL 2002	2002						SIGGRAPH 2002 MeetingSIGGRAPH 2002 Meeting	JUL 21-26, 2002JUL 21-26, 2002	Assoc Comp MachineryAssoc Comp Machinery	SAN ANTONIO, TXSAN ANTONIO, TX									0730-0301	1557-7368		WOS:000176671100031		
J	Mukai, T; Kuriyama, S								Geostatistical motion interpolation								ACM TRANSACTIONS ON GRAPHICS				24	3			1062	1070		10.1145/1073204.1073313			JUL 2005	2005						ACM SIGGRAPH 2005 ConferenceACM SIGGRAPH 2005 Conference	JUL 31-AUG 04, 2005JUL 31-AUG 04, 2005	ACM SIGGRAPHACM SIGGRAPH	Los Angeles, CALos Angeles, CA									0730-0301	1557-7368		WOS:000231223700089		
