PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Cordon, O; del Jesus, MJ; Herrera, F				Herrera, Francisco/C-6856-2008; Cordon, Oscar/F-6672-2011; Del Jesus, Maria Jose/D-3932-2012	Herrera, Francisco/0000-0002-7283-312X; Cordon, Oscar/0000-0001-5112-5629; Del Jesus, Maria Jose/0000-0002-7891-3059			A proposal on reasoning methods in fuzzy rule-based classification systems								INTERNATIONAL JOURNAL OF APPROXIMATE REASONING				20	1			21	45		10.1016/S0888-613X(98)10021-X			JAN 1999	1999																		0888-613X	1873-4731		WOS:000078746500002		
J	Deb, K; Pratap, A; Agarwal, S; Meyarivan, T				Deb, Kalyanmoy/B-1563-2009	Deb, Kalyanmoy/0000-0001-7402-9939			A fast and elitist multiobjective genetic algorithm: NSGA-II								IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION				6	2			182	197	PII S 1089-778X(02)04101-2	10.1109/4235.996017			APR 2002	2002																		1089-778X	1941-0026		WOS:000175082800006		
J	Elomaa, T; Rousu, J				Rousu, Juho/E-8195-2012; Elomaa, Tapio/G-4233-2014	Rousu, Juho/0000-0002-0705-4314; Elomaa, Tapio/0000-0002-5230-0027			General and efficient multisplitting of numerical attributes								MACHINE LEARNING				36	3			201	244		10.1023/A:1007674919412			SEP 1999	1999																		0885-6125			WOS:000083961800003		
J	Ishibuchi, H; Yamamoto, T				Ishibuchi, Hisao/B-3599-2009	Ishibuchi, Hisao/0000-0001-9186-6472			Fuzzy rule selection by multi-objective genetic local search algorithms and rule evaluation measures in data mining								FUZZY SETS AND SYSTEMS				141	1			59	88		10.1016/S0165-0114(03)00114-3			JAN 1 2004	2004																		0165-0114	1872-6801		WOS:000187774100005		
J	Ishibuchi, H; Nakashima, T; Morisawa, T				Ishibuchi, Hisao/B-3599-2009	Ishibuchi, Hisao/0000-0001-9186-6472			Voting in fuzzy rule-based systems for pattern classification problems								FUZZY SETS AND SYSTEMS				103	2			223	238		10.1016/S0165-0114(98)00223-1			APR 16 1999	1999																		0165-0114			WOS:000078892500003		
J	Ishibuchi, H; Murata, T; Turksen, IB				Ishibuchi, Hisao/B-3599-2009	Ishibuchi, Hisao/0000-0001-9186-6472			Single-objective and two-objective genetic algorithms for selecting linguistic rules for pattern classification problems								FUZZY SETS AND SYSTEMS				89	2			135	150		10.1016/S0165-0114(96)00098-X			JUL 16 1997	1997																		0165-0114			WOS:A1997XG68800001		
J	ISHIBUCHI, H; NOZAKI, K; YAMAMOTO, N; TANAKA, H				Ishibuchi, Hisao/B-3599-2009	Ishibuchi, Hisao/0000-0001-9186-6472			CONSTRUCTION OF FUZZY CLASSIFICATION SYSTEMS WITH RECTANGULAR FUZZY RULES USING GENETIC ALGORITHMS								FUZZY SETS AND SYSTEMS				65	2-3			237	253		10.1016/0165-0114(94)90022-1			AUG 10 1994	1994																		0165-0114			WOS:A1994PH20000007		
J	Ishibuchi, H; Yamamoto, T				Ishibuchi, Hisao/B-3599-2009	Ishibuchi, Hisao/0000-0001-9186-6472			Rule weight specification in fuzzy rule-based classification systems								IEEE TRANSACTIONS ON FUZZY SYSTEMS				13	4			428	435		10.1109/TFUZZ.2004.841738			AUG 2005	2005																		1063-6706	1941-0034		WOS:000231187600002		
J	Ishibuchi, H; Nakashima, T				Ishibuchi, Hisao/B-3599-2009	Ishibuchi, Hisao/0000-0001-9186-6472			Effect of rule weights in fuzzy rule-based classification systems								IEEE TRANSACTIONS ON FUZZY SYSTEMS				9	4			506	515		10.1109/91.940964			AUG 2001	2001																		1063-6706			WOS:000170526400004		
J	ISHIBUCHI, H; NOZAKI, K; YAMAMOTO, N; TANAKA, H				Ishibuchi, Hisao/B-3599-2009	Ishibuchi, Hisao/0000-0001-9186-6472			SELECTING FUZZY IF-THEN RULES FOR CLASSIFICATION PROBLEMS USING GENETIC ALGORITHMS								IEEE TRANSACTIONS ON FUZZY SYSTEMS				3	3			260	270		10.1109/91.413232			AUG 1995	1995																		1063-6706			WOS:A1995RR52000002		
