PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	ALBERT, JH; CHIB, S								BAYESIAN-ANALYSIS OF BINARY AND POLYCHOTOMOUS RESPONSE DATA								JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION				88	422			669	679		10.2307/2290350			JUN 1993	1993																		0162-1459			WOS:A1993LD68000034		
J	AlQaq, WA; Devetsikiotis, M; Townsend, JK								Stochastic gradient optimization of importance sampling for the efficient simulation of digital communication systems								IEEE TRANSACTIONS ON COMMUNICATIONS				43	12			2975	2985		10.1109/26.477500			DEC 1995	1995																		0090-6778			WOS:A1995TL84000025		
S	Andrieu, C; de Freitas, JFG; Doucet, A						Solla, SA; Leen, TK; Muller, KR		Robust full Bayesian methods for neural networks								ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 12		ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS		12				379	385					2000	2000						13th Annual Conference on Neural Information Processing Systems (NIPS)13th Annual Conference on Neural Information Processing Systems (NIPS)	NOV 29-DEC 04, 1999NOV 29-DEC 04, 1999		COCO									1049-5258		0-262-19450-3	WOS:000165048700054		
J	Andrieu, C; Doucet, A								Joint Bayesian model selection and estimation of noisy sinusoids via reversible jump MCMC								IEEE TRANSACTIONS ON SIGNAL PROCESSING				47	10			2667	2676		10.1109/78.790649			OCT 1999	1999																		1053-587X			WOS:000082683900004		
J	Andrieu, C; de Freitas, N; Doucet, A								Robust full Bayesian learning for radial basis networks								NEURAL COMPUTATION				13	10			2359	2407		10.1162/089976601750541831			OCT 2001	2001																		0899-7667	1530-888X		WOS:000171018900008	11571002	
S	Barber, D; Williams, CKI						Mozer, MC; Jordan, MI; Petsche, T		Gaussian processes for Bayesian classification via hybrid Monte Carlo								ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 9: PROCEEDINGS OF THE 1996 CONFERENCE		ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS		9				340	346					1997	1997						10th Annual Conference on Neural Information Processing Systems (NIPS)10th Annual Conference on Neural Information Processing Systems (NIPS)	DEC 02-05, 1996DEC 02-05, 1996	NIPS FdnNIPS Fdn	DENVER, CODENVER, CO									1049-5258		0-262-10065-7	WOS:A1997BH93C00048		
J	BAUM, LE; PETRIE, T; SOULES, G; WEISS, N								A MAXIMIZATION TECHNIQUE OCCURRING IN STATISTICAL ANALYSIS OF PROBABILISTIC FUNCTIONS OF MARKOV CHAINS								ANNALS OF MATHEMATICAL STATISTICS				41	1			164	&		10.1214/aoms/1177697196			1970	1970																		0003-4851			WOS:A1970F624500013		
J	Beichl, I; Sullivan, F								The metropolis algorithm								COMPUTING IN SCIENCE & ENGINEERING				2	1			65	69		10.1109/5992.814660			JAN-FEB 2000	2000																		1521-9615			WOS:000084449400013		
J	BERNARDI, C; PELISSIER, MC								SPECTRAL APPROXIMATION OF A SCHRODINGER TYPE EQUATION								MATHEMATICAL MODELS & METHODS IN APPLIED SCIENCES				4	1			49	88		10.1142/S0218202594000054			FEB 1994	1994																		0218-2025			WOS:A1994MX48500004		
J	Bielza, C; Muller, P; Insua, DR				Bielza, Concha/F-9277-2013	Bielza, Concha/0000-0001-7109-2668			Decision analysis by augmented probability simulation								MANAGEMENT SCIENCE				45	7			995	1007		10.1287/mnsc.45.7.995			JUL 1999	1999																		0025-1909			WOS:000082216400007		
J	Brooks, SP				Brooks, Steve/D-1253-2014	Brooks, Steve/0000-0002-5701-0125			Markov chain Monte Carlo method and its application								JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES D-THE STATISTICIAN				47	1			69	100					1998	1998																		0039-0526			WOS:000073820200006		
J	Browne, WJ; Draper, D				Browne, William/A-8686-2010	Browne, William/0000-0002-6659-6885			Implementation and performance issues in the Bayesian and likelihood fitting of multilevel models								COMPUTATIONAL STATISTICS				15	3			391	420		10.1007/s001800000041			2000	2000																		0943-4062			WOS:000089908000005		
J	BUCHER, CG								ADAPTIVE SAMPLING - AN ITERATIVE FAST MONTE-CARLO PROCEDURE								STRUCTURAL SAFETY				5	2			119	126		10.1016/0167-4730(88)90020-3			JUN 1988	1988																		0167-4730			WOS:A1988P307900004		
J	CARLIN, BP; CHIB, S								BAYESIAN MODEL CHOICE VIA MARKOV-CHAIN MONTE-CARLO METHODS								JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL				57	3			473	484					1995	1995																		0035-9246			WOS:A1995RE15100001		
J	CARTER, CK; KOHN, R				Carter, Christopher/F-6535-2013	Carter, Christopher/0000-0001-8949-9239			ON GIBBS SAMPLING FOR STATE-SPACE MODELS								BIOMETRIKA				81	3			541	553					SEP 1994	1994																		0006-3444			WOS:A1994PP36700008		
J	Casella, G; Robert, CP					Robert, Christian/0000-0001-6635-3261			Rao-Blackwellisation of sampling schemes								BIOMETRIKA				83	1			81	94		10.1093/biomet/83.1.81			MAR 1996	1996																		0006-3444			WOS:A1996UD71000007		
