PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	ALEXANDER, S								ADSORPTION OF CHAIN MOLECULES WITH A POLAR HEAD A-SCALING DESCRIPTION								JOURNAL DE PHYSIQUE				38	8			983	987		10.1051/jphys:01977003808098300			1977	1977																		0302-0738			WOS:A1977DS74300012		
J	Altieri, A; Gatti, FG; Kay, ER; Leigh, DA; Martel, D; Paolucci, F; Slawin, AMZ; Wong, JKY				Paolucci, Francesco/A-8708-2008; Kay, Euan/G-4473-2011; Gatti, Francesco/G-9315-2012; Leigh, David/K-5965-2015	Paolucci, Francesco/0000-0003-4614-8740; Kay, Euan/0000-0001-8177-6393; Leigh, David/0000-0002-1202-4507; Slawin, Alexandra/0000-0002-9527-6418			Electrochemically switchable hydrogen-bonded molecular shuttles								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				125	28			8644	8654		10.1021/ja0352552			JUL 16 2003	2003																		0002-7863			WOS:000184137900041	12848572	
J	Asakawa, M; Ashton, PR; Balzani, V; Credi, A; Hamers, C; Mattersteig, G; Montalti, M; Shipway, AN; Spencer, N; Stoddart, JF; Tolley, MS; Venturi, M; White, AJP; Williams, DJ				Stoddart, James /H-1518-2011; Montalti, Marco/F-2517-2012; ASAKAWA, Masumi/F-2856-2014; Credi, Alberto/H-4450-2011	Montalti, Marco/0000-0001-6227-0899; ASAKAWA, Masumi/0000-0003-0663-1420; Credi, Alberto/0000-0003-2546-9801			A chemically and electrochemically switchable [2]catenane incorporating a tetrathiafulvalene unit								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				37	3			333	337		10.1002/(SICI)1521-3773(19980216)37:3<333::AID-ANIE333>3.0.CO;2-P			FEB 16 1998	1998																		1433-7851			WOS:000072138500020		
S	Astumian, R. Dean					Astumian, Raymond Dean/0000-0001-7472-187X	Rees, DC; Dill, KA; Williamson, JR		Stochastic Conformational Pumping: A Mechanism for Free-Energy Transduction by Molecules								ANNUAL REVIEW OF BIOPHYSICS, VOL 40		Annual Review of Biophysics		40				289	313		10.1146/annurev-biophys-042910-155355			2011	2011																		1936-122X		978-0-8243-1840-6	WOS:000292217600014	21351880	
J	Astumian, R. Dean								Design principles for Brownian molecular machines: how to swim in molasses and walk in a hurricane								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				9	37			5067	5083		10.1039/b708995c			2007	2007																		1463-9076	1463-9084		WOS:000249564300001	17878982	
J	Astumian, R. Dean								Adiabatic operation of a molecular machine								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				104	50			19715	19718		10.1073/pnas.0708040104			DEC 11 2007	2007																		0027-8424			WOS:000251752200014		
J	ASTUMIAN, RD; ROBERTSON, B								IMPOSED OSCILLATIONS OF KINETIC BARRIERS CAN CAUSE AN ENZYME TO DRIVE A CHEMICAL-REACTION AWAY FROM EQUILIBRIUM								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				115	24			11063	11068		10.1021/ja00077a001			DEC 1 1993	1993																		0002-7863			WOS:A1993ML59000001		
J	Astumian, RD								Chemical peristalsis								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				102	6			1843	1847		10.1073/pnas.0409341102			FEB 8 2005	2005																		0027-8424			WOS:000227072900010	15677314	
J	Astumian, RD								Thermodynamics and kinetics of a Brownian motor								SCIENCE				276	5314			917	922		10.1126/science.276.5314.917			MAY 9 1997	1997																		0036-8075			WOS:A1997WY79200038	9139648	
J	Badjic, JD; Balzani, V; Credi, A; Silvi, S; Stoddart, JF				Stoddart, James /H-1518-2011; Badjic, Jovica/H-9134-2013; Credi, Alberto/H-4450-2011	Credi, Alberto/0000-0003-2546-9801; Silvi, Serena/0000-0001-9273-4148			A molecular elevator								SCIENCE				303	5665			1845	1849		10.1126/science.1094791			MAR 19 2004	2004																		0036-8075			WOS:000220281600049	15031499	
J	Balzani, V; Credi, A; Raymo, FM; Stoddart, JF				Stoddart, James /H-1518-2011; Credi, Alberto/H-4450-2011	Credi, Alberto/0000-0003-2546-9801			Artificial molecular machines								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				39	19			3349	3391					2000	2000																		1433-7851	1521-3773		WOS:000089732100001		
J	Balzani, V; Clemente-Leon, M; Credi, A; Ferrer, B; Venturi, M; Flood, AH; Stoddart, JF				Stoddart, James /H-1518-2011; Clemente-Leon, Miguel/L-7579-2014; Credi, Alberto/H-4450-2011; Flood, Amar/B-3863-2016	Credi, Alberto/0000-0003-2546-9801; 			Autonomous artificial nanomotor powered by sunlight								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				103	5			1178	1183		10.1073/pnas.0509011103			JAN 31 2006	2006																		0027-8424			WOS:000235094300006	16432207	
J	Berna, J; Leigh, DA; Lubomska, M; Mendoza, SM; Perez, EM; Rudolf, P; Teobaldi, G; Zerbetto, F				Perez, Emilio/B-1870-2008; Berna, Jose/C-9334-2011; Rudolf, Petra/E-6434-2014; Leigh, David/K-5965-2015; Zerbetto, Francesco/D-2503-2014	Perez, Emilio/0000-0002-8739-2777; Berna, Jose/0000-0001-7775-3703; Rudolf, Petra/0000-0002-4418-1769; Leigh, David/0000-0002-1202-4507; Zerbetto, Francesco/0000-0002-2419-057X; TEOBALDI, Gilberto/0000-0001-6068-6786			Macroscopic transport by synthetic molecular machines								NATURE MATERIALS				4	9			704	710		10.1038/nmat1455			SEP 2005	2005																		1476-1122	1476-4660		WOS:000231590900024	16127455	
J	Brough, B; Northrop, BH; Schmidt, JJ; Tseng, HR; Houk, KN; Stoddart, JF; Ho, CM				Tseng, Hsian-Rong/G-2222-2010; Stoddart, James /H-1518-2011; Liu, Peng/D-1233-2013; Ho, Chih-ming/I-6537-2012				Evaluation of synthetic linear motor-molecule actuation energetics								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				103	23			8583	8588		10.1073/pnas.0509645103			JUN 6 2006	2006																		0027-8424			WOS:000238278400003	16735470	
J	Browne, Wesley R.; Feringa, Ben L.				Browne, Wesley/G-8432-2012; Feringa, Ben/C-1665-2013	Browne, Wesley/0000-0001-5063-6961; 			Making molecular machines work								NATURE NANOTECHNOLOGY				1	1			25	35		10.1038/nnano.2006.45			OCT 2006	2006																		1748-3387			WOS:000243838900012	18654138	
J	Cardenas, DJ; Livoreil, A; Sauvage, JP				Cardenas, Diego /H-4415-2013				Redox control of the ring-gliding motion in a Cu-complexed catenane: A process involving three distinct geometries								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				118	47			11980	11981		10.1021/ja962774e			NOV 27 1996	1996																		0002-7863			WOS:A1996VV33700043		
J	Champin, Benoit; Mobian, Pierre; Sauvage, Jean-Pierre								Transition metal complexes as molecular machine prototypes								CHEMICAL SOCIETY REVIEWS				36	2			358	366		10.1039/b604484k			2007	2007																		0306-0012			WOS:000243841400021	17264936	
