PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	ALIDAEE, B; AHMADIAN, A								2 PARALLEL MACHINE SEQUENCING PROBLEMS INVOLVING CONTROLLABLE JOB PROCESSING TIMES								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				70	3			335	341		10.1016/0377-2217(93)90245-I			NOV 12 1993	1993																		0377-2217			WOS:A1993LZ75000008		
J	BAKER, KR; SCUDDER, GD								SEQUENCING WITH EARLINESS AND TARDINESS PENALTIES - A REVIEW								OPERATIONS RESEARCH				38	1			22	36		10.1287/opre.38.1.22			JAN-FEB 1990	1990																		0030-364X			WOS:A1990CU03800004		
J	Cheng, TCE; Chen, ZL; Li, CL					Li, Chung-Lun/0000-0002-4225-0855; Cheng, Edwin/0000-0001-5127-6419			Parallel-machine scheduling with controllable processing times								IIE TRANSACTIONS				28	2			177	180		10.1080/07408179608966263			FEB 1996	1996																		0740-817X			WOS:A1996TT74400009		
J	Cheng, TCE; Oguz, C; Qi, XD				Oguz, Ceyda/F-5158-2011; Cheng, T. C. E./D-5688-2015	Oguz, Ceyda/0000-0003-0994-1758; Cheng, T. C. E./0000-0001-5127-6419			Due-date assignment and single machine scheduling with compressible processing times								INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS				43	1			29	35		10.1016/0925-5273(95)00194-8			MAY 1 1996	1996																		0925-5273			WOS:A1996VA00100004		
J	KANET, JJ								MINIMIZING THE AVERAGE DEVIATION OF JOB COMPLETION TIMES ABOUT A COMMON DUE DATE								NAVAL RESEARCH LOGISTICS				28	4			643	651		10.1002/nav.3800280411			1981	1981																		0894-069X			WOS:A1981NE90900010		
J	PANWALKAR, SS; RAJAGOPALAN, R								SINGLE-MACHINE SEQUENCING WITH CONTROLLABLE PROCESSING TIMES								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				59	2			298	302		10.1016/0377-2217(92)90144-X			JUN 10 1992	1992																		0377-2217			WOS:A1992JE13100007		
J	SCHMENNER, RW								THE MERIT OF MAKING THINGS FAST								SLOAN MANAGEMENT REVIEW				30	1			11	17					FAL 1988	1988																		0019-848X			WOS:A1988Q519800006		
J	Vasilev, SH; Foote, BL								On minimizing resource consumption with constraints on the makespan and the total completion time								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				96	3			612	621		10.1016/S0377-2217(96)00095-1			FEB 1 1997	1997																		0377-2217			WOS:A1997WE49400017		
J	VICKSON, RG								2 SINGLE-MACHINE SEQUENCING PROBLEMS INVOLVING CONTROLLABLE JOB PROCESSING TIMES								AIIE TRANSACTIONS				12	3			258	262					1980	1980																		0569-5554			WOS:A1980KN34000008		
J	VICKSON, RG								CHOOSING THE JOB SEQUENCE AND PROCESSING TIMES TO MINIMIZE TOTAL PROCESSING PLUS FLOW COST ON A SINGLE-MACHINE								OPERATIONS RESEARCH				28	5			1155	1167		10.1287/opre.28.5.1155			1980	1980																		0030-364X			WOS:A1980KP31700008		
