PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	ALEXANDER, GE; CRUTCHER, MD								NEURAL REPRESENTATIONS OF THE TARGET (GOAL) OF VISUALLY GUIDED ARM MOVEMENTS IN 3 MOTOR AREAS OF THE MONKEY								JOURNAL OF NEUROPHYSIOLOGY				64	1			164	178					JUL 1990	1990																		0022-3077			WOS:A1990DM52000013	2388063	
J	Birbaumer, N; Ghanayim, N; Hinterberger, T; Iversen, I; Kotchoubey, B; Kubler, A; Perelmouter, J; Taub, E; Flor, H								A spelling device for the paralysed								NATURE				398	6725			297	298		10.1038/18581			MAR 25 1999	1999																		0028-0836			WOS:000079369600033	10192330	
J	Bomze, HM; Bulsara, KR; Iskandar, BJ; Caroni, P; Skene, JHP								Spinal axon regeneration evoked by replacing two growth cone proteins in adult neurons								NATURE NEUROSCIENCE				4	1			38	43					JAN 2001	2001																		1097-6256			WOS:000167178000012	11135643	
J	Bunge, MB								Bridging areas of injury in the spinal cord								NEUROSCIENTIST				7	4			325	339					AUG 2001	2001																		1073-8584			WOS:000170030300019	11488398	
J	Burnod, Y; Baraduc, P; Battaglia-Mayer, A; Guigon, E; Koechlin, E; Ferraina, S; Lacquaniti, F; Caminiti, R				Battaglia-Mayer, Alexandra/B-3749-2010; Koechlin, Etienne/E-5061-2016; Lacquaniti, Francesco/J-9842-2016	Lacquaniti, Francesco/0000-0003-0896-7315			Parieto-frontal coding of reaching: an integrated framework								EXPERIMENTAL BRAIN RESEARCH				129	3			325	346		10.1007/s002210050902			DEC 1999	1999																		0014-4819			WOS:000083877600001	10591906	
J	Chapin, JK; Moxon, KA; Markowitz, RS; Nicolelis, MAL				Moxon, Karen/K-7407-2012	Moxon, Karen/0000-0002-5790-097X			Real-time control of a robot arm using simultaneously recorded neurons in the motor cortex								NATURE NEUROSCIENCE				2	7			664	670		10.1038/10223			JUL 1999	1999																		1097-6256			WOS:000083882600019	10404201	
J	Donoghue, JP								Connecting cortex to machines: recent advances in brain interfaces								NATURE NEUROSCIENCE				5				1085	1088		10.1038/nn947		S	NOV 2002	2002																		1097-6256			WOS:000179041300020	12403992	
J	FETZ, EB; FINOCCHI.DV								OPERANT CONDITIONING OF SPECIFIC PATTERNS OF NEURAL AND MUSCULAR ACTIVITY								SCIENCE				174	4007			431	&		10.1126/science.174.4007.431			1971	1971																		0036-8075			WOS:A1971K571200027	5000088	
J	FETZ, EE								ARE MOVEMENT PARAMETERS RECOGNIZABLY CODED IN THE ACTIVITY OF SINGLE NEURONS								BEHAVIORAL AND BRAIN SCIENCES				15	4			679	690					DEC 1992	1992																		0140-525X	1469-1825		WOS:A1992KC96300008		
J	FETZ, EE; FINOCCHIO, DV								CORRELATIONS BETWEEN ACTIVITY OF MOTOR CORTEX CELLS AND ARM MUSCLES DURING OPERANTLY CONDITIONED-RESPONSE PATTERNS								EXPERIMENTAL BRAIN RESEARCH				23	3			217	240					1975	1975																		0014-4819			WOS:A1975AS37900001	810359	
J	FETZ, EE; BAKER, MA								OPERANTLY CONDITIONED PATTERNS OF PRECENTRAL UNIT-ACTIVITY AND CORRELATED RESPONSES IN ADJACENT CELLS AND CONTRALATERAL MUSCLES								JOURNAL OF NEUROPHYSIOLOGY				36	2			179	204					1973	1973																		0022-3077			WOS:A1973P074300002	4196269	
J	FETZ, EE								OPERANT CONDITIONING OF CORTICAL UNIT ACTIVITY								SCIENCE				163	3870			955	&		10.1126/science.163.3870.955			1969	1969																		0036-8075			WOS:A1969C650500032	4974291	
