PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Alcala, R; Alcala-Fdez, J; Casillas, J; Cordon, O; Herrera, F				Herrera, Francisco/C-6856-2008; Cordon, Oscar/F-6672-2011; Casillas, Jorge/H-4922-2011; Alcala-Fdez, Jesus/C-6795-2012; Alcala, Rafael/B-1843-2012	Herrera, Francisco/0000-0002-7283-312X; Cordon, Oscar/0000-0001-5112-5629; Casillas, Jorge/0000-0002-5887-3977; Alcala-Fdez, Jesus/0000-0002-6190-3575; Alcala, Rafael/0000-0003-1140-6156			Hybrid learning models to get the interpretability-accuracy trade-off in fuzzy modeling								SOFT COMPUTING				10	9			717	734		10.1007/s00500-005-0002-1			JUL 2006	2006																		1432-7643			WOS:000237123800002		
J	Batista, GEAPA; Monard, MC				Batista, Gustavo/E-9847-2011; Monard, Maria/F-4835-2011	Monard, Maria/0000-0001-6004-7407			An analysis of four missing data treatment methods for supervised learning								APPLIED ARTIFICIAL INTELLIGENCE				17	5-6			519	533		10.1080/08839510390219309			MAY-JUN 2003	2003																		0883-9514			WOS:000183187600011		
J	Bernado-Mansilla, E; Ho, TK				Bernado, Ester/H-5388-2015	Bernado, Ester/0000-0002-9204-4144			Domain of competence of XCS classifier system in complexity measurement space								IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION				9	1			82	104		10.1109/TEVC.2004.840153			FEB 2005	2005																		1089-778X	1941-0026		WOS:000227611000008		
J	Cano, JR; Herrera, F; Lozano, M				Herrera, Francisco/C-6856-2008; Lozano Marquez, Manuel/B-1848-2012; Cano de Amo, Jose-Ramon/L-7494-2014	Herrera, Francisco/0000-0002-7283-312X; Cano de Amo, Jose-Ramon/0000-0001-9150-4113			Using evolutionary algorithms as instance selection for data reduction in KDD: An experimental study								IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION				7	6			561	575		10.1109/TEVC.2003.819265			DEC 2003	2003																		1089-778X			WOS:000187736000005		
J	Chuang, AS; Wu, FL				Wu, Felix/C-1868-2009				An extensible genetic algorithm framework for problem solving in a common environment								IEEE TRANSACTIONS ON POWER SYSTEMS				15	1			269	275		10.1109/59.852132			FEB 2000	2000																		0885-8950	1558-0679		WOS:000087916000040		
J	Cordon, O; Herrera, F; Sanchez, L				Herrera, Francisco/C-6856-2008; Cordon, Oscar/F-6672-2011; Sanchez, Luciano/K-8715-2014	Herrera, Francisco/0000-0002-7283-312X; Cordon, Oscar/0000-0001-5112-5629; Sanchez, Luciano/0000-0002-2446-1915			Solving electrical distribution problems using hybrid evolutionary data analysis techniques								APPLIED INTELLIGENCE				10	1			5	24		10.1023/A:1008384630089			JAN 1999	1999																		0924-669X			WOS:000078943200001		
J	Cordon, O; del Jesus, MJ; Herrera, F; Lozano, M				Herrera, Francisco/C-6856-2008; Cordon, Oscar/F-6672-2011; Lozano Marquez, Manuel/B-1848-2012; Del Jesus, Maria Jose/D-3932-2012	Herrera, Francisco/0000-0002-7283-312X; Cordon, Oscar/0000-0001-5112-5629; Del Jesus, Maria Jose/0000-0002-7891-3059			MOGUL: A methodology to obtain genetic fuzzy rule-based systems under the iterative rule learning approach								INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS				14	11			1123	1153		10.1002/(SICI)1098-111X(199911)14:11<1123::AID-INT4>3.0.CO;2-6			NOV 1999	1999																		0884-8173			WOS:000083405400004		
J	del Jesus, MJ; Hoffmann, F; Navascues, LJ; Sanchez, L				Sanchez, Luciano/K-8715-2014; Del Jesus, Maria Jose/D-3932-2012	Sanchez, Luciano/0000-0002-2446-1915; Del Jesus, Maria Jose/0000-0002-7891-3059; Junco-Navascues, Luis/0000-0002-6879-5546			Induction of fuzzy-rule-based classifiers with evolutionary boosting algorithms								IEEE TRANSACTIONS ON FUZZY SYSTEMS				12	3			296	308		10.1109/TFUZZ.2004.825972			JUN 2004	2004																		1063-6706			WOS:000221872100002		
J	Dietterich, TG								Approximate statistical tests for comparing supervised classification learning algorithms								NEURAL COMPUTATION				10	7			1895	1923		10.1162/089976698300017197			OCT 1 1998	1998																		0899-7667			WOS:000076056000015		
J	Liu, H; Hussain, F; Tan, CL; Dash, M								Discretization: An enabling technique								DATA MINING AND KNOWLEDGE DISCOVERY				6	4			393	423		10.1023/A:1016304305535			OCT 2002	2002																		1384-5810			WOS:000176865200003		
J	Martinez-Estudillo, Alfonso; Martinez-Estudillo, Francisco; Hervas-Martinez, Cesar; Garcia-Pedrajas, Nicolas				Martinez-Estudillo, Francisco Jose/F-3248-2010; Hervas-Martinez, Cesar/A-3979-2009; Martinez Estudillo, Alfonso Carlos/N-4056-2014; Garcia-Pedrajas, Nicolas/H-6806-2015	Hervas-Martinez, Cesar/0000-0003-4564-1816; Martinez Estudillo, Alfonso Carlos/0000-0001-9239-661X; Garcia-Pedrajas, Nicolas/0000-0002-4488-6849			Evolutionary product unit based neural networks for regression								NEURAL NETWORKS				19	4			477	486		10.1016/j.neunet.2005.11.001			MAY 2006	2006																		0893-6080			WOS:000238884300011	16481148	
J	Morik, K; Scholz, M						Zhong, N; Liu, J		The MiningMart approach to knowledge discovery in databases								INTELLIGENT TECHNOLOGIES FOR INFORMATION ANALYSIS								47	65					2004	2004																					CCC:000225123000003		
