PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	ADLER, PS; CLARK, KB								BEHIND THE LEARNING-CURVE - A SKETCH OF THE LEARNING-PROCESS								MANAGEMENT SCIENCE				37	3			267	281		10.1287/mnsc.37.3.267			MAR 1991	1991																		0025-1909			WOS:A1991FK70100002		
J	Bachman, A; Janiak, A								Scheduling jobs with position-dependent processing times								JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY				55	3			257	264		10.1057/palgrave.jors.2601689			MAR 2004	2004																		0160-5682			WOS:000189287600006		
J	Biskup, D; Simons, D				Wang, Charles/B-5565-2011	Wang, Charles/0000-0001-9331-8437			Common due date scheduling with autonomous and induced learning								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				159	3			606	616		10.1016/j.ejor.2003.06.001			DEC 16 2004	2004																		0377-2217			WOS:000223454400006		
J	Biskup, D								Single-machine scheduling with learning considerations								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				115	1			173	178		10.1016/S0377-2217(98)00246-X			MAY 16 1999	1999																		0377-2217			WOS:000079244900011		
J	Chen, P.; Wu, C-C; Lee, W-C								A bi-criteria two-machine flowshop scheduling problem with a learning effect								JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY				57	9			1113	1125		10.1057/palgrave.jors.2602095			SEP 2006	2006																		0160-5682			WOS:000241588100010		
J	Cheng, MingBao; Sun, ShiJie; Yu, Ying								A note on flow shop scheduling problems with a learning effect on no-idle dominant machines								APPLIED MATHEMATICS AND COMPUTATION				184	2			945	949		10.1016/j.amc.2006.05.206			JAN 15 2007	2007																		0096-3003			WOS:000246431500080		
J	Cheng, TCE; Wang, GQ					Cheng, Edwin/0000-0001-5127-6419			Single machine scheduling with learning effect considerations								ANNALS OF OPERATIONS RESEARCH				98				273	290		10.1023/A:1019216726076			2000	2000						4th International Conference on Optimisation Techniques and Applications4th International Conference on Optimisation Techniques and Applications	JUL 01-03, 1998JUL 01-03, 1998		CURTIN UNIV TECHNOL, PERTH, AUSTRALIACURTIN UNIV TECHNOL, PERTH, AUSTRALIA									0254-5330			WOS:000169227200015		
J	DAY, GS; MONTGOMERY, DB				MONTGOMERY, David/D-2179-2010				DIAGNOSING THE EXPERIENCE CURVE								JOURNAL OF MARKETING				47	2			44	58		10.2307/1251492			1983	1983																		0022-2429			WOS:A1983QR36300005		
J	DU, JZ; LEUNG, JYT								MINIMIZING TOTAL TARDINESS ON ONE MACHINE IS NP-HARD								MATHEMATICS OF OPERATIONS RESEARCH				15	3			483	495		10.1287/moor.15.3.483			AUG 1990	1990																		0364-765X			WOS:A1990DU13000007		
J	DUTTON, JM; THOMAS, A								TREATING PROGRESS FUNCTIONS AS A MANAGERIAL OPPORTUNITY								ACADEMY OF MANAGEMENT REVIEW				9	2			235	247		10.2307/258437			1984	1984																		0363-7425			WOS:A1984SL09300004		
J	Eren, Tamer; Guner, Ertan								Minimizing total tardiness in a scheduling problem with a learning effect								APPLIED MATHEMATICAL MODELLING				31	7			1351	1361		10.1016/j.apm.2006.03.030			JUL 2007	2007																		0307-904X	1872-8480		WOS:000245762500010		
J	GHEMAWAT, P								BUILDING STRATEGY ON THE EXPERIENCE CURVE								HARVARD BUSINESS REVIEW				63	2			143	149					1985	1985																		0017-8012			WOS:A1985ACR0100016		
J	GONZALEZ, T; SAHNI, S				Sahni, Sartaj/A-7691-2009				FLOW-SHOP AND JOB-SHOP SCHEDULES - COMPLEXITY AND APPROXIMATION								OPERATIONS RESEARCH				26	1			36	52		10.1287/opre.26.1.36			1978	1978																		0030-364X			WOS:A1978EK93900004		
J	HAX, AC; MAJLUF, NS								COMPETITIVE COST DYNAMICS - THE EXPERIENCE CURVE								INTERFACES				12	5			50	61		10.1287/inte.12.5.50			1982	1982																		0092-2102			WOS:A1982PR60600005		
J	Koulamas, Christos; Kyparisis, George J.								Single-machine and two-machine flowshop scheduling with general learning functions								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				178	2			402	407		10.1016/j.ejor.2006.01.030			APR 16 2007	2007																		0377-2217			WOS:000242726800006		
J	Kuo, Wen-Hung; Yang, Dar-Li				Yang, Dar-Li/J-2146-2012	Yang, Dar-Li/0000-0001-6740-7831			Minimizing the total completion time in a single-machine scheduling problem with a time-dependent learning effect								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				174	2			1184	1190		10.1016/j.ejor.2005.03.020			OCT 16 2006	2006																		0377-2217			WOS:000239751300031		
J	Kuo, Wen-Hung; Yang, Dar-Li				Yang, Dar-Li/J-2146-2012	Yang, Dar-Li/0000-0001-6740-7831			Single machine scheduling with past-sequence-dependent setup times and learning effects								INFORMATION PROCESSING LETTERS				102	1			22	26		10.1016/j.ipl.2006.11.002			APR 15 2007	2007																		0020-0190			WOS:000244631900004		
J	Kuo, WH; Yang, DL				Yang, Dar-Li/J-2146-2012	Yang, Dar-Li/0000-0001-6740-7831			Single-machine group scheduling with a time-dependent learning effect								COMPUTERS & OPERATIONS RESEARCH				33	8			2099	2112		10.1016/j.cor.2004.11.024			AUG 2006	2006																		0305-0548			WOS:000235584900002		
J	Kuo, WH; Yang, DL				Yang, Dar-Li/J-2146-2012	Yang, Dar-Li/0000-0001-6740-7831			Minimizing the makespan in a single machine scheduling problem with a time-based learning effect								INFORMATION PROCESSING LETTERS				97	2			64	67		10.1016/j.jpl.2005.09.007			JAN 31 2006	2006																		0020-0190			WOS:000234039600005		
J	Lapre, MA; Van Wassenhove, LN				Wang, Charles/B-5565-2011	Wang, Charles/0000-0001-9331-8437			Creating and transferring knowledge for productivity improvement in factories								MANAGEMENT SCIENCE				47	10			1311	1325		10.1287/mnsc.47.10.1311.10264			OCT 2001	2001																		0025-1909			WOS:000172267400001		
J	Lapre, MA; Mukherjee, AS; Van Wassenhove, LN								Behind the learning curve: Linking learning activities to waste reduction								MANAGEMENT SCIENCE				46	5			597	611		10.1287/mnsc.46.5.597.12049			MAY 2000	2000																		0025-1909			WOS:000087565200001		
J	Lee, WC; Wu, CC; Sung, HJ								A bi-criterion single-machine scheduling problem with learning considerations								ACTA INFORMATICA				40	4			303	315		10.1007/s00236-003-0132-9			FEB 2004	2004																		0001-5903			WOS:000188840000003		
J	Lee, WC; Wu, CC								Minimizing total completion time in a two-machine flowshop with a learning effect								INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS				88	1			85	93		10.1016/S0925-5273(03)00179-8			MAR 8 2004	2004																		0925-5273			WOS:000188973000007		
