PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	AHN, HS; LOH, WY								TREE-STRUCTURED PROPORTIONAL HAZARDS REGRESSION MODELING								BIOMETRICS				50	2			471	485		10.2307/2533389			JUN 1994	1994																		0006-341X			WOS:A1994NX42800014	8068846	
J	CHAUDHURI, P; LO, WD; LOH, WY; YANG, CC								GENERALIZED REGRESSION TREES								STATISTICA SINICA				5	2			641	666					JUL 1995	1995																		1017-0405			WOS:A1995RN08000017		
J	CHAUDHURI, P; HUANG, MC; LOH, WY; YAO, R								PIECEWISE-POLYNOMIAL REGRESSION TREES								STATISTICA SINICA				4	1			143	167					JAN 1994	1994																		1017-0405			WOS:A1994ND38200008		
J	CHOU, PA								OPTIMAL PARTITIONING FOR CLASSIFICATION AND REGRESSION TREES								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				13	4			340	354		10.1109/34.88569			APR 1991	1991																		0162-8828	1939-3539		WOS:A1991FL56600004		
J	DOYLE, P								USE OF AUTOMATIC INTERACTION DETECTOR AND SIMILAR SEARCH PROCEDURES								OPERATIONAL RESEARCH QUARTERLY				24	3			465	467		10.2307/3008131			1973	1973																		0030-3623			WOS:A1973Q535900013		
J	Fisher, RA				Bueno, Ligia/P-1359-2014				The use of multiple measurements in taxonomic problems								ANNALS OF EUGENICS				7				179	188					SEP 1936	1936																					WOS:000200604300007		
J	LOH, WY; VANICHSETAKUL, N								TREE-STRUCTURED CLASSIFICATION VIA GENERALIZED DISCRIMINANT-ANALYSIS								JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION				83	403			715	725		10.2307/2289295			SEP 1988	1988																		0162-1459			WOS:A1988Q348300016		
J	MORGAN, JN; SONQUIST, JA								PROBLEMS IN ANALYSIS OF SURVEY DATA, AND A PROPOSAL								JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION				58	302			415	&		10.2307/2283276			1963	1963																		0162-1459			WOS:A1963P112000080		
