PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	An, AJ; Huang, YH; Huang, XJ; Cercone, N								Feature selection with rough sets for web page classification								TRANSACTIONS ON ROUGH SETS II		LECTURE NOTES IN COMPUTER SCIENCE		3135				1	13					2004	2004																		0302-9743			WOS:000228008900001		
J	Banerjee, M; Pal, SK								Roughness of a fuzzy set								INFORMATION SCIENCES				93	3-4			235	246		10.1016/0020-0255(96)00081-3			SEP 1996	1996																		0020-0255			WOS:A1996VD40000003		
S	Bazan, J; Skowron, A; Slezak, D; Wroblewski, J						Zhong, N; Ras, ZW; Tsumoto, S; Suzuki, E		Searching for the complex decision reducts: The case study of the survival analysis								FOUNDATIONS OF INTELLIGENT SYSTEMS		LECTURE NOTES IN ARTIFICIAL INTELLIGENCE		2871				160	168					2003	2003						14th International Symposium on Methodologies for Intelligent Systems14th International Symposium on Methodologies for Intelligent Systems	OCT 28-31, 2003OCT 28-31, 2003	Maebashi Inst Technol; Japanese Soc Artificial Intelligence; Maebashi Convent Bur; Maebashi City Govt; Gunma Prefecture Govt; US AFOSR/AOARD; Web Intelligence Consortium; Gunma Informat Serv Ind Assoc; Ryomo Syst Co LtdMaebashi Inst Technol; Japanese Soc Artificial Intelligence; Maebashi Convent Bur; Maebashi City Govt; Gunma Prefecture Govt; US AFOSR/AOARD; Web Intelligence Consortium; Gunma Informat Serv Ind Assoc; Ryomo Syst Co Ltd	MAEBASHI CITY, JAPANMAEBASHI CITY, JAPAN									0302-9743		3-540-20256-0	WOS:000187959000022		
S	Bazan, J; Skowron, A						DuninKeplicz, B; Jankowski, A; Skowron, A; Szczuka, M		Classifiers based on approximate reasoning schemes								Monitoring, Security, and Rescue Techniques in Multiagent Systems		ADVANCES IN SOFT COMPUTING						191	202		10.1007/3-540-32370-8_13			2005	2005						International Workshop on Monitoring, Security, and Rescue Techniques in Multiagent SystemsInternational Workshop on Monitoring, Security, and Rescue Techniques in Multiagent Systems	JUN 07-09, 2004JUN 07-09, 2004		Plock, POLANDPlock, POLAND									1615-3871		3-540-23245-1	WOS:000228476800013		
S	Bazan, J; Osmolski, A; Skowron, A; Slezak, D; Szczuka, M; Wroblewski, J				Szczuka, Marcin/B-8459-2013	Szczuka, Marcin/0000-0002-8095-5821	Alpigini, JJ; Peters, JF; Skowron, A; Zhong, N		Rough set approach to the survival analysis								ROUGH SETS AND CURRENT TRENDS IN COMPUTING, PROCEEDINGS		LECTURE NOTES IN ARTIFICIAL INTELLIGENCE		2475				522	529					2002	2002						3rd International Conference on Rough Sets and Current Trends in Computing (RSCTC 2002)3rd International Conference on Rough Sets and Current Trends in Computing (RSCTC 2002)	OCT 14-16, 2002OCT 14-16, 2002		PENN STATE GREAT VALLEY, MALVERN, PENNSYLVANIAPENN STATE GREAT VALLEY, MALVERN, PENNSYLVANIA									0302-9743		3-540-44274-X	WOS:000189007100069		
S	Bazan, JG; Skowron, A						Pal, SK; Bandyopadhyay, S; Biswas, S		On-line elimination of non-relevant parts of complex objects in behavioral pattern identification								PATTERN RECOGNITION AND MACHINE INTELLIGENCE, PROCEEDINGS		Lecture Notes in Computer Science		3776				720	725					2005	2005						1st International Conference on Pattern Recognition and Machine Intelligence1st International Conference on Pattern Recognition and Machine Intelligence	DEC 20-22, 2005DEC 20-22, 2005	Indian Statist Inst; ISI, Ctr Soft Comp Res-A Natl Fac; Govt India, Dept Sci & Technol; Int Ctr Pure & Appl Math; Int Assoc Pattern Recognit; Web Intelligence Consortium; Webel, Govt West Bengal IT Comp; Govt India, Council Sci & Ind Res; IEEEIndian Statist Inst; ISI, Ctr Soft Comp Res-A Natl Fac; Govt India, Dept Sci & Technol; Int Ctr Pure & Appl Math; Int Assoc Pattern Recognit; Web Intelligence Consortium; Webel, Govt West Bengal IT Comp; Govt India, Council Sci & Ind Res; IEEE	Statist Inst Kolkata, Calcutta, INDIAStatist Inst Kolkata, Calcutta, INDIA									0302-9743		3-540-30506-8	WOS:000234856700116		
J	Bazan, JG; Nguyen, HS; Nguyen, SH; Synak, P; Wroblewski, J						Polkowski, L; Tsumoto, S; Lin, TY		Rough set algorithms in classification problem								ROUGH SET METHODS AND APPLICATIONS		Studies in Fuzziness and Soft Computing		56				49	88					2000	2000																		1434-9922			CCC:000168250400002		
S	Bazan, JG; Szczuka, MS; Wojna, A; Wojnarski, M				Szczuka, Marcin/B-8459-2013	Szczuka, Marcin/0000-0002-8095-5821	Tsumoto, S; Slowinski, R; Komorowski, J; GrzymalaBusse, JW		On the evolution of rough set exploration system								ROUGH SETS AND CURRENT TRENDS IN COMPUTING		LECTURE NOTES IN ARTIFICIAL INTELLIGENCE		3066				592	601					2004	2004						4th International Conference on Routh Sets and Current Trends in Computing4th International Conference on Routh Sets and Current Trends in Computing	JUN 01-05, 2004JUN 01-05, 2004		Uppsala Univ, Uppsala, SWEDENUppsala Univ, Uppsala, SWEDEN									0302-9743		3-540-22117-4	WOS:000222323600073		
S	Bazan, JG; Peters, JF; Skowron, A						Slezak, D; Yao, JT; Peters, JF; Ziarko, W; Hu, X		Behavioral pattern identification through rough set modelling								ROUGH SETS, FUZZY SETS, DATA MINING, AND GRANULAR COMPUTING, PT 2, PROCEEDINGS		Lecture Notes in Artificial Intelligence		3642				688	697					2005	2005						10th International Conference on Rough Sets, Fuzzy Sets, Data Mining and Granular Computing (RSFDGrC 2005)10th International Conference on Rough Sets, Fuzzy Sets, Data Mining and Granular Computing (RSFDGrC 2005)	AUG 31-SEP 03, 2005AUG 31-SEP 03, 2005		Univ Regina, Regina, CANADAUniv Regina, Regina, CANADA									0302-9743		3-540-28660-8	WOS:000232190100073		
J	Chmielewski, MR; GrzymalaBusse, JW								Global discretization of continuous attributes as preprocessing for machine learning								INTERNATIONAL JOURNAL OF APPROXIMATE REASONING				15	4			319	331		10.1016/S0888-613X(96)00074-6			NOV 1996	1996																		0888-613X			WOS:A1996VV21800003		
J	Deja, R						Polkowski, L; Tsumoto, S; Lin, TY		Conflict analysis								ROUGH SET METHODS AND APPLICATIONS		Studies in Fuzziness and Soft Computing		56				491	519					2000	2000																		1434-9922			CCC:000168250400008		
S	Dubois, V; Quafafou, M						Alpigini, JJ; Peters, JF; Skowron, A; Zhong, N		Concept learning with approximation: Rough version spaces								ROUGH SETS AND CURRENT TRENDS IN COMPUTING, PROCEEDINGS		LECTURE NOTES IN ARTIFICIAL INTELLIGENCE		2475				239	246					2002	2002						3rd International Conference on Rough Sets and Current Trends in Computing (RSCTC 2002)3rd International Conference on Rough Sets and Current Trends in Computing (RSCTC 2002)	OCT 14-16, 2002OCT 14-16, 2002		PENN STATE GREAT VALLEY, MALVERN, PENNSYLVANIAPENN STATE GREAT VALLEY, MALVERN, PENNSYLVANIA									0302-9743		3-540-44274-X	WOS:000189007100031		
J	Fedrizzi, M; Kacprzyk, J; Nurmi, H				Fedrizzi, Michele/G-2272-2015				How different are social choice functions: A rough sets approach								QUALITY & QUANTITY				30	1			87	99					FEB 1996	1996																		0033-5177			WOS:A1996TU83600005		
J	Gediga, G; Duntsch, I				Duntsch, Ivo/A-4852-2008	Duntsch, Ivo/0000-0001-8907-2382			Rough approximation quality revisited								ARTIFICIAL INTELLIGENCE				132	2			219	234		10.1016/S0004-3702(01)00147-3			NOV 2001	2001																		0004-3702			WOS:000171913200004		
