PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Alcala-Fdez, J.; Sanchez, L.; Garcia, S.; del Jesus, M. J.; Ventura, S.; Garrell, J. M.; Otero, J.; Romero, C.; Bacardit, J.; Rivas, V. M.; Fernandez, J. C.; Herrera, F.				Ventura, Sebastian/A-7753-2008; Herrera, Francisco/C-6856-2008; Romero, Cristobal/H-4782-2011; Alcala-Fdez, Jesus/C-6795-2012; Bacardit, Jaume/F-9293-2014; Otero, Jose/K-7636-2014; Sanchez, Luciano/K-8715-2014; Del Jesus, Maria Jose/D-3932-2012; Garcia, Salvador/N-3624-2013; Fernandez, Juan Carlos/K-9840-2014; Mangan, Rachel/A-8824-2008; Rivas Santos, Victor Manuel/L-9937-2014	Ventura, Sebastian/0000-0003-4216-6378; Herrera, Francisco/0000-0002-7283-312X; Romero, Cristobal/0000-0003-4180-4948; Alcala-Fdez, Jesus/0000-0002-6190-3575; Bacardit, Jaume/0000-0002-2692-7205; Otero, Jose/0000-0002-5974-0893; Sanchez, Luciano/0000-0002-2446-1915; Del Jesus, Maria Jose/0000-0002-7891-3059; Garcia, Salvador/0000-0003-4494-7565; Fernandez, Juan Carlos/0000-0001-8849-6036; Mangan, Rachel/0000-0002-8788-9214; Rivas Santos, Victor Manuel/0000-0002-0681-7172			KEEL: a software tool to assess evolutionary algorithms for data mining problems								SOFT COMPUTING				13	3			307	318		10.1007/s00500-008-0323-y			FEB 2009	2009																		1432-7643	1433-7479		WOS:000260518500008		
S	Bacardit, Jaume; Garrell, Josep Maria	Lanzi, PL			Bacardit, Jaume/F-9293-2014	Bacardit, Jaume/0000-0002-2692-7205	Kovacs, T; Llora, X; Takakama, K; Stolzmann, W; Wilson, SW		Bloat control and generalization pressure using the minimum description length principle for a Pittsburgh approach learning classifier system								LEARNING CLASSIFIER SYSTEMS		Lecture Notes in Artificial Intelligence		4399				59	79		10.1007/978-3-540-71231-2_5			2007	2007						8th International Workshop on Learning Classifier Systems (IWLCS 2005)8th International Workshop on Learning Classifier Systems (IWLCS 2005)	20052005		Washington, DCWashington, DC									0302-9743		978-3-540-71230-5	WOS:000246042000005		
S	Bacardit, Jaume; Goldberg, David E.; Butz, Martin V.	Lanzi, PL			Bacardit, Jaume/F-9293-2014	Bacardit, Jaume/0000-0002-2692-7205	Kovacs, T; Llora, X; Takakama, K; Stolzmann, W; Wilson, SW		Improving the performance of a Pittsburgh learning classifier system using a default rule								LEARNING CLASSIFIER SYSTEMS		Lecture Notes in Artificial Intelligence		4399				291	307		10.1007/978-3-540-71231-2_20			2007	2007						8th International Workshop on Learning Classifier Systems (IWLCS 2005)8th International Workshop on Learning Classifier Systems (IWLCS 2005)	20052005		Washington, DCWashington, DC									0302-9743		978-3-540-71230-5	WOS:000246042000020		
J	Cano, JR; Herrera, F; Lozano, M				Herrera, Francisco/C-6856-2008; Lozano Marquez, Manuel/B-1848-2012; Cano de Amo, Jose-Ramon/L-7494-2014	Herrera, Francisco/0000-0002-7283-312X; Cano de Amo, Jose-Ramon/0000-0001-9150-4113			Using evolutionary algorithms as instance selection for data reduction in KDD: An experimental study								IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION				7	6			561	575		10.1109/TEVC.2003.819265			DEC 2003	2003																		1089-778X			WOS:000187736000005		
J	Carvalho, DR; Freitas, AA				Freitas, Alex/H-1249-2011	Freitas, Alex/0000-0001-9825-4700			A hybrid decision tree/genetic algorithm method for data mining								INFORMATION SCIENCES				163	1-3			13	35		10.1016/j.ins.2003.03.013			JUN 14 2004	2004																		0020-0255			WOS:000222074100003		
J	Chen, YX; Wang, JZ								Support vector learning for fuzzy rule-based classification systems								IEEE TRANSACTIONS ON FUZZY SYSTEMS				11	6			716	728		10.1109/TFUZZ.2003.819843			DEC 2003	2003																		1063-6706			WOS:000187885700002		
J	Demsar, J								Statistical comparisons of classifiers over multiple data sets								JOURNAL OF MACHINE LEARNING RESEARCH				7				1	30					JAN 2006	2006																		1532-4435			WOS:000236331400001		
J	Dietterich, TG								Approximate statistical tests for comparing supervised classification learning algorithms								NEURAL COMPUTATION				10	7			1895	1923		10.1162/089976698300017197			OCT 1 1998	1998																		0899-7667			WOS:000076056000015		
J	DOKSUM, K								ROBUST PROCEDURES FOR SOME LINEAR MODELS WITH 1 OBSERVATION PER CELL								ANNALS OF MATHEMATICAL STATISTICS				38	3			878	&		10.1214/aoms/1177698881			1967	1967																		0003-4851			WOS:A19679463900021		
J	DUNN, OJ								MULTIPLE COMPARISONS AMONG MEANS								JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION				56	293			52	&		10.2307/2282330			1961	1961																		0162-1459			WOS:A19611734300002		
