PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Andermann, C.; Gloaguen, R.				Gloaguen, Richard/A-1238-2011; Andermann, Christoff/J-7935-2013	Gloaguen, Richard/0000-0002-4383-473X; Andermann, Christoff/0000-0003-0921-8455			Estimation of erosion in tectonically active orogenies. Example from the Bhotekoshi catchment, Himalaya (Nepal)								INTERNATIONAL JOURNAL OF REMOTE SENSING				30	12			3075	3096	PII 912634404	10.1080/01431160802558733			2009	2009																		0143-1161			WOS:000267287300004		
J	Archibald, Rick; Fann, George				Archibald, Rick/I-6238-2016	Archibald, Rick/0000-0002-4538-9780			Feature selection and classification of hyperspectral images, with support vector machines								IEEE GEOSCIENCE AND REMOTE SENSING LETTERS				4	4			674	677		10.1109/LGRS.2007.905116			OCT 2007	2007																		1545-598X	1558-0571		WOS:000250389900036		
J	Bazi, Yakoub; Melgani, Farid				Melgani, Farid/A-7076-2013; Bazi, Yakoub/K-8864-2012	Bazi, Yakoub/0000-0001-9287-0596			Semisupervised PSO-SVM regression for biophysical parameter estimation								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				45	6			1887	1895		10.1109/TGRS.2007.895845			JUN 2007	2007																		0196-2892			WOS:000246926200013		
J	Bazi, Yakoub; Melgani, Farid				Melgani, Farid/A-7076-2013; Bazi, Yakoub/K-8864-2012	Bazi, Yakoub/0000-0001-9287-0596			Toward an optimal SVM classification system for hyperspectral remote sensing images								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				44	11			3374	3385		10.1109/TGRS.2006.880628			NOV 2006	2006																		0196-2892	1558-0644		WOS:000241933600016		
J	Blanzieri, Enrico; Melgani, Farid				Melgani, Farid/A-7076-2013				Nearest neighbor classification of remote sensing images with the maximal margin principle								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				46	6			1804	1811		10.1109/TGRS.2008.916090			JUN 2008	2008																		0196-2892			WOS:000256056100024		
J	Bovolo, Francesca; Bruzzone, Lorenzo; Marconcini, Mattia				Bruzzone, Lorenzo/A-2076-2012; anzhi, yue/A-8609-2012	Bruzzone, Lorenzo/0000-0002-6036-459X; Bovolo, Francesca/0000-0003-3104-7656			A novel approach to unsupervised change detection based on a semisupervised SVM and a similarity measure								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				46	7			2070	2082		10.1109/TGRS.2008.916643			JUL 2008	2008																		0196-2892			WOS:000257285200020		
J	Boyd, Doreen S.; Sanchez-Hernandez, Carolina; Foody, Giles M.								Mapping a specific class for priority habitats monitoring from satellite sensor data								INTERNATIONAL JOURNAL OF REMOTE SENSING				27	13			2631	2644		10.1080/01431160600554348			JUL 10 2006	2006																		0143-1161			WOS:000239239000002		
J	Brenning, Alexander				Brenning, Alexander/E-6022-2011	Brenning, Alexander/0000-0001-6640-679X			Benchmarking classifiers to optimally integrate terrain analysis and multispectral remote sensing in automatic rock glacier detection								REMOTE SENSING OF ENVIRONMENT				113	1			239	247		10.1016/j.rse.2008.09.005			JAN 15 2009	2009																		0034-4257	1879-0704		WOS:000261993100020		
J	Brown, M; Gunn, SR; Lewis, HG								Support vector machines for optimal classification and spectral unmixing								ECOLOGICAL MODELLING				120	2-3			167	179		10.1016/S0304-3800(99)00100-3			AUG 17 1999	1999																		0304-3800			WOS:000082297000009		
J	Brown, M; Lewis, HG; Gunn, SR								Linear spectral mixture models and support vector machines for remote sensing								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				38	5			2346	2360		10.1109/36.868891			SEP 2000	2000																		0196-2892			WOS:000089509900001		
J	Bruzzone, L; Melgani, F				Bruzzone, Lorenzo/A-2076-2012; Melgani, Farid/A-7076-2013	Bruzzone, Lorenzo/0000-0002-6036-459X; 			Robust multiple estimator systems for the analysis of biophysical parameters from remotely sensed data								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				43	1			159	174		10.1109/TGRS.2004.839818			JAN 2005	2005																		0196-2892			WOS:000226295500019		
J	Bruzzone, Lorenzo; Persello, Claudio				Bruzzone, Lorenzo/A-2076-2012	Bruzzone, Lorenzo/0000-0002-6036-459X; Persello, Claudio/0000-0003-3742-5398			A Novel Context-Sensitive Semisupervised SVM Classifier Robust to Mislabeled Training Samples								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				47	7			2142	2154		10.1109/TGRS.2008.2011983			JUL 2009	2009																		0196-2892	1558-0644		WOS:000267437300005		
J	Bruzzone, Lorenzo; Chi, Mingmin; Marconcini, Mattia				Bruzzone, Lorenzo/A-2076-2012	Bruzzone, Lorenzo/0000-0002-6036-459X			A novel transductive SVM for semisupervised classification of remote-sensing images								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				44	11			3363	3373		10.1109/TGRS.2006.877950			NOV 2006	2006																		0196-2892	1558-0644		WOS:000241933600015		
J	Burges, CJC								A tutorial on Support Vector Machines for pattern recognition								DATA MINING AND KNOWLEDGE DISCOVERY				2	2			121	167		10.1023/A:1009715923555			JUN 1998	1998																		1384-5810			WOS:000076132400002		
J	Camps-Valls, G; Gomez-Chova, L; Munoz-Mari, J; Vila-Frances, J; Calpe-Maravilla, J				Camps-Valls, Gustavo/A-2532-2011; Gomez-Chova, Luis/M-7367-2015	Camps-Valls, Gustavo/0000-0003-1683-2138; Gomez-Chova, Luis/0000-0003-3924-1269; Munoz-Mari, Jordi/0000-0002-3014-3921			Composite kernels for hyperspectral image classification								IEEE GEOSCIENCE AND REMOTE SENSING LETTERS				3	1			93	97		10.1109/LGRS.2005.857031			JAN 2006	2006																		1545-598X	1558-0571		WOS:000234898700020		
J	Camps-Valls, G; Gomez-Chova, L; Calpe-Maravilla, J; Martin-Guerrero, JD; Soria-Olivas, E; Alonso-Chorda, L; Moreno, J				Martin-Guerrero, Jose/L-8146-2014; Gomez-Chova, Luis/M-7367-2015	Martin-Guerrero, Jose/0000-0001-9378-0285; Gomez-Chova, Luis/0000-0003-3924-1269; Soria Olivas, Emilio/0000-0002-9148-8405			Robust support vector method for hyperspectral data classification and knowledge discovery								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				42	7			1530	1542		10.1109/TGRS.2004.827262			JUL 2004	2004																		0196-2892	1558-0644		WOS:000222723400020		
J	Camps-Valls, Gustavo; Mooij, Joris; Schoelkopf, Bernhard				Camps-Valls, Gustavo/A-2532-2011; Scholkopf, Bernhard/A-7570-2013	Camps-Valls, Gustavo/0000-0003-1683-2138; 			Remote Sensing Feature Selection by Kernel Dependence Measures								IEEE GEOSCIENCE AND REMOTE SENSING LETTERS				7	3			587	591		10.1109/LGRS.2010.2041896			JUL 2010	2010																		1545-598X			WOS:000282088300036		
J	Camps-Valls, Gustavo; Bruzzone, Lorenzo; Rojo-Alvarez, Jose L.; Melgani, Farid				Camps-Valls, Gustavo/A-2532-2011; Bruzzone, Lorenzo/A-2076-2012; Melgani, Farid/A-7076-2013	Camps-Valls, Gustavo/0000-0003-1683-2138; Bruzzone, Lorenzo/0000-0002-6036-459X; 			Robust support vector regression for biophysical variable estimation from remotely sensed images								IEEE GEOSCIENCE AND REMOTE SENSING LETTERS				3	3			339	343		10.1109/LGRS.2006.871748			JUL 2006	2006																		1545-598X			WOS:000239262600012		
