PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Abeel, Thomas; Van de Peer, Yves; Saeys, Yvan				Saeys, Yvan/C-1311-2009; Van de Peer, Yves/D-4388-2009	Saeys, Yvan/0000-0002-0415-1506; Van de Peer, Yves/0000-0003-4327-3730; Abeel, Thomas/0000-0002-7205-7431			Java-ML: A Machine Learning Library								JOURNAL OF MACHINE LEARNING RESEARCH				10				931	934					APR 2009	2009																		1532-4435			WOS:000270824600005		
S	Aguilar-Ruiz, J; Bacardit, J; Divina, F				Aguilar-Ruiz, Jesus/L-9135-2014	Aguilar-Ruiz, Jesus/0000-0002-2666-293X; Bacardit, Jaume/0000-0002-2692-7205	Deb, K; Poli, R; Banzhaf, W; Beyer, HG; Burke, E; Darwen, P; Dasgupta, D; Floreano, D; Foster, O; Harman, M; Holland, O; Lanzi, PL; Spector, L; Tettamanzi, A; Thierens, D; Tyrrell, A		Experimental evaluation of discretization schemes for rule induction								GENETIC AND EVOLUTIONARY COMPUTATION - GECCO 2004, PT 1, PROCEEDINGS		Lecture Notes in Computer Science		3102				828	839					2004	2004						6th Annual Genetic and Evolutionary Computation Conference (GECCO 2004)6th Annual Genetic and Evolutionary Computation Conference (GECCO 2004)	JUN 26-30, 2004JUN 26-30, 2004		Seattle, WASeattle, WA									0302-9743		3-540-22344-4	WOS:000225101200085		
J	Aguilar-Ruiz, Jesus S.; Giraldez, Raul; Riquelme, Jose C.				Riquelme, Jose/E-6451-2010; Giraldez, Raul/L-5779-2014; Aguilar-Ruiz, Jesus/L-9135-2014	Riquelme, Jose/0000-0002-8243-2186; Giraldez, Raul/0000-0002-4334-9830; Aguilar-Ruiz, Jesus/0000-0002-2666-293X			Natural encoding for evolutionary supervised learning								IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION				11	4			466	479		10.1109/TEVC.2006.883466			AUG 2007	2007																		1089-778X			WOS:000248579300003		
J	Aguilar-Ruiz, JS; Riquelme, JC; Toro, M				Riquelme, Jose/E-6451-2010; Aguilar-Ruiz, Jesus/L-9135-2014; Toro Bonilla, Jose Miguel/O-1302-2015	Riquelme, Jose/0000-0002-8243-2186; Aguilar-Ruiz, Jesus/0000-0002-2666-293X; Toro Bonilla, Jose Miguel/0000-0003-2271-2765			Evolutionary learning of hierarchical decision rules								IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS				33	2			324	331		10.1109/TSMCB.2002.805696			APR 2003	2003																		1083-4419	1941-0492		WOS:000181656500013	18238181	
J	Alcala-Fdez, J.; Sanchez, L.; Garcia, S.; del Jesus, M. J.; Ventura, S.; Garrell, J. M.; Otero, J.; Romero, C.; Bacardit, J.; Rivas, V. M.; Fernandez, J. C.; Herrera, F.				Ventura, Sebastian/A-7753-2008; Herrera, Francisco/C-6856-2008; Romero, Cristobal/H-4782-2011; Alcala-Fdez, Jesus/C-6795-2012; Bacardit, Jaume/F-9293-2014; Otero, Jose/K-7636-2014; Sanchez, Luciano/K-8715-2014; Del Jesus, Maria Jose/D-3932-2012; Garcia, Salvador/N-3624-2013; Fernandez, Juan Carlos/K-9840-2014; Mangan, Rachel/A-8824-2008; Rivas Santos, Victor Manuel/L-9937-2014	Ventura, Sebastian/0000-0003-4216-6378; Herrera, Francisco/0000-0002-7283-312X; Romero, Cristobal/0000-0003-4180-4948; Alcala-Fdez, Jesus/0000-0002-6190-3575; Bacardit, Jaume/0000-0002-2692-7205; Otero, Jose/0000-0002-5974-0893; Sanchez, Luciano/0000-0002-2446-1915; Del Jesus, Maria Jose/0000-0002-7891-3059; Garcia, Salvador/0000-0003-4494-7565; Fernandez, Juan Carlos/0000-0001-8849-6036; Mangan, Rachel/0000-0002-8788-9214; Rivas Santos, Victor Manuel/0000-0002-0681-7172			KEEL: a software tool to assess evolutionary algorithms for data mining problems								SOFT COMPUTING				13	3			307	318		10.1007/s00500-008-0323-y			FEB 2009	2009																		1432-7643	1433-7479		WOS:000260518500008		
J	Demsar, J								Statistical comparisons of classifiers over multiple data sets								JOURNAL OF MACHINE LEARNING RESEARCH				7				1	30					JAN 2006	2006																		1532-4435			WOS:000236331400001		
J	Dietterich, TG; Lathrop, RH; LozanoPerez, T				Lozano-Perez, Tomas/J-9374-2012	Lozano-Perez, Tomas/0000-0002-8657-2450			Solving the multiple instance problem with axis-parallel rectangles								ARTIFICIAL INTELLIGENCE				89	1-2			31	71		10.1016/S0004-3702(96)00034-3			JAN 1997	1997																		0004-3702			WOS:A1997WM88500002		
J	Dietterich, TG								Approximate statistical tests for comparing supervised classification learning algorithms								NEURAL COMPUTATION				10	7			1895	1923		10.1162/089976698300017197			OCT 1 1998	1998																		0899-7667			WOS:000076056000015		
B	Dorigo, Marco; Stuetzle, Thomas	Dorigo, M; Stutzle, T			Dorigo, Marco/B-5664-2013	Dorigo, Marco/0000-0002-3971-0507			Ant Colony Optimization Preface								ANT COLONY OPTIMIZATION								IX	+			10.1007/b99492		2004	2004																				978-0-262-25132-7; 978-0-262-04219-2	WOS:000279774600001		
J	Friedman, M								The use of ranks to avoid the assumption of normality implicit in the analysis of variance								JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION				32	200			675	701		10.2307/2279372			DEC 1937	1937																		0162-1459			WOS:000188141300006		
