PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	ALLEN, DM								RELATIONSHIP BETWEEN VARIABLE SELECTION AND DATA AUGMENTATION AND A METHOD FOR PREDICTION								TECHNOMETRICS				16	1			125	127		10.2307/1267500			1974	1974																		0040-1706			WOS:A1974S183000016		
J	Amari, S				Amari, Shun-ichi/A-5901-2016				Natural gradient works efficiently in learning								NEURAL COMPUTATION				10	2			251	276		10.1162/089976698300017746			FEB 15 1998	1998																		0899-7667	1530-888X		WOS:000071831400001		
J	ARONSZAJN, N								THEORY OF REPRODUCING KERNELS								TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY				68	MAY			337	404					1950	1950																		0002-9947			WOS:A1950UN76900001		
J	Bartlett, PL; Long, PM; Williamson, RC					Bartlett, Peter/0000-0002-8760-3140			Fat-shattering and the learnability of real-valued functions								JOURNAL OF COMPUTER AND SYSTEM SCIENCES				52	3			434	452		10.1006/jcss.1996.0033			JUN 1996	1996						Conference on Computational Learning Theory (COLT)Conference on Computational Learning Theory (COLT)	19941994		NEW BRUNSWICK, NJNEW BRUNSWICK, NJ									0022-0000			WOS:A1996UW48900005		
J	BELL, AJ; SEJNOWSKI, TJ								AN INFORMATION MAXIMIZATION APPROACH TO BLIND SEPARATION AND BLIND DECONVOLUTION								NEURAL COMPUTATION				7	6			1129	1159		10.1162/neco.1995.7.6.1129			NOV 1995	1995																		0899-7667			WOS:A1995RZ70200001	7584893	
J	BERTERO, M; POGGIO, TA; TORRE, V								ILL-POSED PROBLEMS IN EARLY VISION								PROCEEDINGS OF THE IEEE				76	8			869	889		10.1109/5.5962			AUG 1988	1988																		0018-9219	1558-2256		WOS:A1988Q311100002		
J	BOTTOU, L; VAPNIK, V				姗姗, 布/H-8670-2012				LOCAL LEARNING ALGORITHMS								NEURAL COMPUTATION				4	6			888	900		10.1162/neco.1992.4.6.888			NOV 1992	1992																		0899-7667			WOS:A1992JW95000009		
J	BUHMANN, MD								MULTIVARIATE CARDINAL INTERPOLATION WITH RADIAL-BASIS FUNCTIONS								CONSTRUCTIVE APPROXIMATION				6	3			225	255		10.1007/BF01890410			1990	1990																		0176-4276			WOS:A1990DG62200001		
J	COIFMAN, RR; WICKERHAUSER, MV								ENTROPY-BASED ALGORITHMS FOR BEST BASIS SELECTION								IEEE TRANSACTIONS ON INFORMATION THEORY				38	2			713	718		10.1109/18.119732			MAR 1992	1992																		0018-9448			WOS:A1992HG00800012		
B	DEBOOR, C						DAHMEN, W; GASCA, M; MICCHELLI, CA		QUASIINTERPOLANTS AND APPROXIMATION POWER OF MULTIVARIATE SPLINES								COMPUTATION OF CURVES AND SURFACES		NATO ADVANCED SCIENCE INSTITUTES SERIES, SERIES C, MATHEMATICAL AND PHYSICAL SCIENCES		307				313	345					1990	1990						NATO ADVANCED STUDY INST ON COMPUTATION OF CURVES AND SURFACESNATO ADVANCED STUDY INST ON COMPUTATION OF CURVES AND SURFACES	JUL 10-21, 1989JUL 10-21, 1989	NATO, DIV SCI AFFAIRS; USN, OFF NAVAL RES LONDON; MINIST EDUC & CIEN SPAINNATO, DIV SCI AFFAIRS; USN, OFF NAVAL RES LONDON; MINIST EDUC & CIEN SPAIN	PUERTO LA CRUZ, SPAINPUERTO LA CRUZ, SPAIN											0-7923-0724-0	WOS:A1990BR68E00010		
