PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Abelmann, L; Bolhuis, T; Hoexum, AM; Krijnen, GJM; Lodder, JC				Abelmann, Leon /H-8948-2012; Krijnen, Gijs/A-2851-2014	Abelmann, Leon /0000-0002-9733-1230; Krijnen, Gijs/0000-0001-9537-7123			Large capacity probe recording using storage robots								IEE PROCEEDINGS-SCIENCE MEASUREMENT AND TECHNOLOGY				150	5			218	221		10.1049/ip-smt:20030693			SEP 2003	2003						2nd European Workshop on Innovative Mass Storage Technologies2nd European Workshop on Innovative Mass Storage Technologies	SEP 16-17, 2002SEP 16-17, 2002		UNIV EXETER, EXETER, ENGLANDUNIV EXETER, EXETER, ENGLAND									1350-2344			WOS:000186033500008		
J	Adriaens, HJMTA; de Koning, WL; Banning, R								Modeling piezoelectric actuators								IEEE-ASME TRANSACTIONS ON MECHATRONICS				5	4			331	341		10.1109/3516.891044			DEC 2000	2000																		1083-4435			WOS:000165966700002		
S	Aggarwal, SK; Horsley, DA; Horowitz, R; Pisano, AP			AMER AUTOMAT CONTROL COUNCIL					Micro-actuators for high density disk drives								PROCEEDINGS OF THE 1997 AMERICAN CONTROL CONFERENCE, VOLS 1-6		PROCEEDINGS OF THE AMERICAN CONTROL CONFERENCE						3979	3984					1997	1997						1997 American Control Conference1997 American Control Conference	JUN 04-06, 1997JUN 04-06, 1997	Amer Automat Control Council; Int Federat Automat ControlAmer Automat Control Council; Int Federat Automat Control	ALBUQUERQUE, NMALBUQUERQUE, NM									0743-1619		0-7803-3833-2	WOS:A1997BJ29B00859		
J	Aizenberg, J; Black, AJ; Whitesides, GM								Control of crystal nucleation by patterned self-assembled monolayers								NATURE				398	6727			495	498					APR 8 1999	1999																		0028-0836			WOS:000079662800043		
J	ALEXANDER, S; HELLEMANS, L; MARTI, O; SCHNEIR, J; ELINGS, V; HANSMA, PK; LONGMIRE, M; GURLEY, J				Marti, Othmar/F-7641-2012	Marti, Othmar/0000-0003-2254-6656			AN ATOMIC-RESOLUTION ATOMIC-FORCE MICROSCOPE IMPLEMENTED USING AN OPTICAL-LEVER								JOURNAL OF APPLIED PHYSICS				65	1			164	167		10.1063/1.342563			JAN 1 1989	1989																		0021-8979			WOS:A1989R470600026		
J	BALAS, MJ								ACTIVE CONTROL OF FLEXIBLE SYSTEMS								JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS				25	3			415	436		10.1007/BF00932903			1978	1978																		0022-3239			WOS:A1978FU31800007		
J	BARRETT, RC; QUATE, CF								OPTICAL SCAN-CORRECTION SYSTEM APPLIED TO ATOMIC FORCE MICROSCOPY								REVIEW OF SCIENTIFIC INSTRUMENTS				62	6			1393	1399		10.1063/1.1142506			JUN 1991	1991																		0034-6748			WOS:A1991FP31200001		
J	Bashash, Saeid; Jalili, Nader								Intelligence rules of hysteresis in the feedforward trajectory control of piezoelectrically-driven nanostagers								JOURNAL OF MICROMECHANICS AND MICROENGINEERING				17	2			342	349		10.1088/0960-1317/17/2/021			FEB 2007	2007																		0960-1317			WOS:000243724100021		
J	Bhikkaji, B.; Ratnam, M.; Moheimani, S. O. R.				Moheimani, S. O. Reza/B-3033-2008; Bhikkaji, Bharath/D-2437-2014	Bhikkaji, Bharath/0000-0003-1942-0251			PVPF control of piezoelectric tube scanners								SENSORS AND ACTUATORS A-PHYSICAL				135	2			700	712		10.1016/j.sna.2006.07.032			APR 15 2007	2007																		0924-4247			WOS:000246193700051		
J	BINNIG, G; ROHRER, H								SCANNING TUNNELING MICROSCOPY								HELVETICA PHYSICA ACTA				55	6			726	735					1982	1982																		0018-0238			WOS:A1982QR54200011		
J	BINNIG, G; QUATE, CF; GERBER, C				Gerber, Christoph/G-4851-2011				ATOMIC FORCE MICROSCOPE								PHYSICAL REVIEW LETTERS				56	9			930	933		10.1103/PhysRevLett.56.930			MAR 3 1986	1986																		0031-9007			WOS:A1986A543600013		
J	BINNIG, G; SMITH, DPE								SINGLE-TUBE 3-DIMENSIONAL SCANNER FOR SCANNING TUNNELING MICROSCOPY								REVIEW OF SCIENTIFIC INSTRUMENTS				57	8			1688	1689		10.1063/1.1139196			AUG 1986	1986																		0034-6748			WOS:A1986D674100038		
