PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
B	Berchtold, S; Keim, DA; Kriegel, HP						Vijayaraman, TM; Buchmann, A; Mohan, C; Sarda, NL		The X-tree: An ender structure for high-dimensional data								PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE DATA BASES								28	39					1996	1996						22nd International Conference on Very Large Data Bases22nd International Conference on Very Large Data Bases	SEP 03-06, 1996SEP 03-06, 1996	Comp Soc India; VLDB Endowment India; Akshay Software Technol Ltd; Coromandel Software Ltd; Digital Equipment India Ltd; Fujitsu ICIM Ltd; Ind Dev Bank India; Informix Int Inc; Infosys Technol Ltd; Int Business Machines; Mastek Ltd; Natl Assoc Software & Serv Co; NIIT Ltd; Onward Novell Software India Ltd; Persistent Syst Pvt Ltd; Siemens Informat Syst Ltd; Tata Consultancy Serv; Tata Informat Syst Ltd; Santa Cruz Operat Inc; Unit Trust India; IBM Almaden Res Ctr, US; Indian Inst Technol, Bombay, India; Natl Ctr Soft Technol, Mumbai, India; Onward Technol, Mumbai, India; Persistent Syst Pvt Ltd, Pune, India; Tata Ynisys Ltd, Mumbai, India; Tech Univ, Darmstadt, GermanyComp Soc India; VLDB Endowment India; Akshay Software Technol Ltd; Coromandel Software Ltd; Digital Equipment India Ltd; Fujitsu ICIM Ltd; Ind Dev Bank India; Informix Int Inc; Infosys Technol Ltd; Int Business Machines; Mastek Ltd; Natl Assoc Software & Serv Co; NIIT Ltd; Onward Novell Software India Ltd; Persistent Syst Pvt Ltd; Siemens Informat Syst Ltd; Tata Consultancy Serv; Tata Informat Syst Ltd; Santa Cruz Operat Inc; Unit Trust India; IBM Almaden Res Ctr, US; Indian Inst Technol, Bombay, India; Natl Ctr Soft Technol, Mumbai, India; Onward Technol, Mumbai, India; Persistent Syst Pvt Ltd, Pune, India; Tata Ynisys Ltd, Mumbai, India; Tech Univ, Darmstadt, Germany	MUMBAI, INDIAMUMBAI, INDIA											1-55860-382-4	WOS:A1996BH34P00005		
J	BERK, T; BROWNSTON, L; KAUFMAN, A								A NEW COLOR-NAMING SYSTEM FOR GRAPHICS LANGUAGES								IEEE COMPUTER GRAPHICS AND APPLICATIONS				2	3			37	&					1982	1982																		0272-1716			WOS:A1982NU44300008		
J	Berretti, Stefano; Del Bimbo, Alberto; Pala, Pietro					DEL BIMBO, ALBERTO/0000-0002-1052-8322; Berretti, Stefano/0000-0003-1219-4386			Retrieval by Shape Similarity with Perceptual Distance and Effective Indexing								IEEE TRANSACTIONS ON MULTIMEDIA				2	4			225	239	PII S 1520-9210(00)11054-5				DEC 2000	2000																		1520-9210			WOS:000207089000004		
S	Black, JA; Kahol, K; Kuchi, P; Fahmy, G; Panchanathan, S						Rogowitz, BE; Pappas, TN		Characterizing the high-level content of natural images using lexical basis functions								HUMAN VISION AND ELECTRONIC IMAGING VIII		PROCEEDINGS OF THE SOCIETY OF PHOTO-OPTICAL INSTRUMENTATION ENGINEERS (SPIE)		5007				378	391					2003	2003						Conference on Human Vision and Electronic Imaging VIIConference on Human Vision and Electronic Imaging VII	JAN 21-24, 2003JAN 21-24, 2003	Soc Imaging Sci & Technol; SPIESoc Imaging Sci & Technol; SPIE	SANTA CLARA, CASANTA CLARA, CA									0277-786X		0-8194-4807-9	WOS:000184179500037		
J	Carson, C; Belongie, S; Greenspan, H; Malik, J								Blobworld: Image segmentation using expectation-maximization and its application to image querying								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				24	8			1026	1038		10.1109/TPAMI.2002.1023800			AUG 2002	2002																		0162-8828	1939-3539		WOS:000177115100002		
J	CHANG, SK; SHI, QY; YAN, CW								ICONIC INDEXING BY 2-D STRINGS								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				9	3			413	428					MAY 1987	1987																		0162-8828			WOS:A1987H076800006	22516634	
J	CHANG, SK; LIU, SH								PICTURE INDEXING AND ABSTRACTION TECHNIQUES FOR PICTORIAL DATABASES								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				6	4			475	484					1984	1984																		0162-8828			WOS:A1984SY28900008	21869215	
B	Chen, YX; Wang, JZ; Krovetz, R			IEEE; IEEE					An unsupervised learning approach to content-based image retrieval								SEVENTH INTERNATIONAL SYMPOSIUM ON SIGNAL PROCESSING AND ITS APPLICATIONS, VOL 1, PROCEEDINGS								197	200		10.1109/ISSPA.2003.1224674			2003	2003						7th International Symposium on Signal Processing and Its Applications7th International Symposium on Signal Processing and Its Applications	JUL 01-04, 2003JUL 01-04, 2003	EURASIP; IEEE; IEEE French ChapterEURASIP; IEEE; IEEE French Chapter	PARIS, FRANCEPARIS, FRANCE											0-7803-7946-2	WOS:000189237900049		
J	Chen, ZX; Zhu, BH				Zhu, Binhai/A-2911-2008				Some formal analysis of Rocchio's similarity-based relevance feedback algorithm								INFORMATION RETRIEVAL				5	1			61	86		10.1023/A:1012730924277			2002	2002																		1386-4564	1573-7659		WOS:000172168000003		
S	Comaniciu, D; Meer, P			IEEE COMP SOC					Robust analysis of feature spaces: Color image segmentation								1997 IEEE COMPUTER SOCIETY CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION, PROCEEDINGS		PROCEEDINGS / CVPR, IEEE COMPUTER SOCIETY CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION						750	755		10.1109/CVPR.1997.609410			1997	1997						1997 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 97)1997 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 97)	JUN 17-19, 1997JUN 17-19, 1997	IEEE Comp Soc, Tech Comm Pattern Anal & Machine IntelligenceIEEE Comp Soc, Tech Comm Pattern Anal & Machine Intelligence	SAN JUAN, PRSAN JUAN, PR									1063-6919		0-7803-4236-4	WOS:A1997BJ30G00117		
J	Deng, YN; Manjunath, BS				anzhi, yue/A-8609-2012				Unsupervised segmentation of color-texture regions in images and video								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				23	8			800	810		10.1109/34.946985			AUG 2001	2001																		0162-8828			WOS:000170283300002		
J	Doulamis, AD; Doulamis, ND								Generalized nonlinear relevance feedback for interactive content-based retrieval and organization								IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY				14	5			656	671		10.1109/TCSVT.2004.826752			MAY 2004	2004																		1051-8215			WOS:000221237700009		
J	FAYYAD, UM; IRANI, KB								ON THE HANDLING OF CONTINUOUS-VALUED ATTRIBUTES IN DECISION TREE GENERATION								MACHINE LEARNING				8	1			87	102		10.1007/BF00994007			JAN 1992	1992																		0885-6125			WOS:A1992HG43100004		
