PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	COOPER, J; VENKATESH, S; KITCHEN, L								EARLY JUMP-OUT CORNER DETECTORS								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				15	8			823	828		10.1109/34.236246			AUG 1993	1993																		0162-8828			WOS:A1993LR94800008		
J	GUIDUCCI, A								CORNER CHARACTERIZATION BY DIFFERENTIAL GEOMETRY TECHNIQUES								PATTERN RECOGNITION LETTERS				8	5			311	318		10.1016/0167-8655(88)90080-3			DEC 1988	1988																		0167-8655			WOS:A1988T194600004		
J	Kenney, CS; Manjunath, BS; Zuliani, M; Hewer, GA; Van Nevel, A								A condition number for point matching with application to registration and postregistration error estimation								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				25	11			1437	1454		10.1109/TPAMI.2003.1240118			NOV 2003	2003																		0162-8828	1939-3539		WOS:000186006800009		
J	Kitchen, Les; Rosenfeld, Azriel								Gray-level corner detection								PATTERN RECOGNITION LETTERS				1	2			95	102		10.1016/0167-8655(82)90020-4			DEC 1982	1982																		0167-8655	1872-7344		WOS:000208884000006		
J	Lowe, DG								Distinctive image features from scale-invariant keypoints								INTERNATIONAL JOURNAL OF COMPUTER VISION				60	2			91	110		10.1023/B:VISI.0000029664.99615.94			NOV 2004	2004																		0920-5691			WOS:000222967700001		
B	Mikolajczyk, K; Schmid, C			IEEE COMPUTER SOCIETY; IEEE COMPUTER SOCIETY					Indexing based on scale invariant interest points								EIGHTH IEEE INTERNATIONAL CONFERENCE ON COMPUTER VISION, VOL I, PROCEEDINGS								525	531					2001	2001						8th IEEE International Conference on Computer Vision (ICCV 2001)8th IEEE International Conference on Computer Vision (ICCV 2001)	JUL 07-14, 2001JUL 07-14, 2001	IEEE Comp Soc; SIEMENS; Microsoft; NEC; Pointgrey Res; SARNOFF Corp; MERLIEEE Comp Soc; SIEMENS; Microsoft; NEC; Pointgrey Res; SARNOFF Corp; MERL	VANCOUVER, CANADAVANCOUVER, CANADA											0-7695-1144-9	WOS:000170817100070		
J	Mokhtarian, F; Suomela, R								Robust image corner detection through curvature scale space								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				20	12			1376	1381		10.1109/34.735812			DEC 1998	1998																		0162-8828			WOS:000077578300011		
J	NOBLE, JA					Noble, Alison/0000-0002-3060-3772			FINDING CORNERS								IMAGE AND VISION COMPUTING				6	2			121	128		10.1016/0262-8856(88)90007-8			MAY 1988	1988																		0262-8856			WOS:A1988N601300007		
J	Schmid, C; Mohr, R; Bauckhage, C				Bauckhage, Christian/M-7872-2014	Bauckhage, Christian/0000-0001-6615-2128			Evaluation of interest point detectors								INTERNATIONAL JOURNAL OF COMPUTER VISION				37	2			151	172		10.1023/A:1008199403446			JUN 2000	2000																		0920-5691			WOS:000088579600002		
J	Schmidt, TJ; Schmidt, HM; Muller, E; Peters, W; Fronczek, FR; Truesdale, A; Fischer, NH				Schmidt, Thomas/M-1678-2016	Schmidt, Thomas/0000-0003-2634-9705			New sesquiterpene lactones from Illicium floridanum								JOURNAL OF NATURAL PRODUCTS				61	2			230	236		10.1021/np970434g			FEB 1998	1998																		0163-3864			WOS:000072377000012		
