PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Aggarwal, JK; Cai, Q				chen, jia/A-3560-2011				Human motion analysis: A review								COMPUTER VISION AND IMAGE UNDERSTANDING				73	3			428	440		10.1006/cviu.1998.0744			MAR 1999	1999																		1077-3142	1090-235X		WOS:000079028000009		
J	Albanese, Massimiliano; Chellappa, Rama; Moscato, Vincenzo; Picariello, Antonio; Subrahmanian, V. S.; Turaga, Pavan; Udrea, Octavian				Moscato, Vincenzo/H-2526-2012; PICARIELLO, Antonio/L-6820-2015	Moscato, Vincenzo/0000-0002-0754-7696; PICARIELLO, Antonio/0000-0003-4804-1007			A Constrained Probabilistic Petri Net Framework for Human Activity Detection in Video								IEEE TRANSACTIONS ON MULTIMEDIA				10	6			982	996		10.1109/TMM.2008.2001369			OCT 2008	2008																		1520-9210	1941-0077		WOS:000260862600004		
J	Beauchemin, SS; Barron, JL								The computation of optical flow								ACM COMPUTING SURVEYS				27	3			433	467		10.1145/212094.212141			SEP 1995	1995																		0360-0300			WOS:A1995TM21900025		
J	BLUM, H; NAGEL, RN								SHAPE DESCRIPTION USING WEIGHTED SYMMETRIC AXIS FEATURES								PATTERN RECOGNITION				10	3			167	180		10.1016/0031-3203(78)90025-0			1978	1978																		0031-3203			WOS:A1978FL13700004		
J	Bobick, AF; Davis, JW				Davis, James/D-4314-2012				The recognition of human movement using temporal templates								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				23	3			257	267		10.1109/34.910878			MAR 2001	2001																		0162-8828	1939-3539		WOS:000167276200002		
J	Bobick, AF								Movement, activity and action: The role of knowledge in the perception of motion								PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON SERIES B-BIOLOGICAL SCIENCES				352	1358			1257	1265		10.1098/rstb.1997.0108			AUG 29 1997	1997																		0962-8436			WOS:A1997XU80500015	9304692	
J	Boiman, Oren; Irani, Michal								Detecting irregularities in images and in video								INTERNATIONAL JOURNAL OF COMPUTER VISION				74	1			17	31		10.1007/s11263-006-0009-9			AUG 2007	2007						10th IEEE International Conference on Computer Vision (ICCV 2005)10th IEEE International Conference on Computer Vision (ICCV 2005)	OCT 17-20, 2005OCT 17-20, 2005	IEEE; IEEE Comp Soc; Microsoft; intel; OMRON; SIEMENS; Mitsubishi Elect; Sarnoff Corp; Point Grey ResIEEE; IEEE Comp Soc; Microsoft; intel; OMRON; SIEMENS; Mitsubishi Elect; Sarnoff Corp; Point Grey Res	Beijing, PEOPLES R CHINABeijing, PEOPLES R CHINA									0920-5691	1573-1405		WOS:000246318800003		
S	Brand, M; Oliver, N; Pentland, A			IEEE COMP SOC	Oliver, Nuria/D-6724-2016	Oliver, Nuria/0000-0001-5985-691X			Coupled hidden Markov models for complex action recognition								1997 IEEE COMPUTER SOCIETY CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION, PROCEEDINGS		PROCEEDINGS / CVPR, IEEE COMPUTER SOCIETY CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION						994	999		10.1109/CVPR.1997.609450			1997	1997						1997 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 97)1997 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 97)	JUN 17-19, 1997JUN 17-19, 1997	IEEE Comp Soc, Tech Comm Pattern Anal & Machine IntelligenceIEEE Comp Soc, Tech Comm Pattern Anal & Machine Intelligence	SAN JUAN, PRSAN JUAN, PR									1063-6919		0-7803-4236-4	WOS:A1997BJ30G00155		
S	Bregler, C			IEEE COMP SOC					Learning and recognizing human dynamics in video sequences								1997 IEEE COMPUTER SOCIETY CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION, PROCEEDINGS		PROCEEDINGS / CVPR, IEEE COMPUTER SOCIETY CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION						568	574		10.1109/CVPR.1997.609382			1997	1997						1997 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 97)1997 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 97)	JUN 17-19, 1997JUN 17-19, 1997	IEEE Comp Soc, Tech Comm Pattern Anal & Machine IntelligenceIEEE Comp Soc, Tech Comm Pattern Anal & Machine Intelligence	SAN JUAN, PRSAN JUAN, PR									1063-6919		0-7803-4236-4	WOS:A1997BJ30G00089		
J	BUXTON, H; GONG, SG								VISUAL SURVEILLANCE IN A DYNAMIC AND UNCERTAIN WORLD								ARTIFICIAL INTELLIGENCE				78	1-2			431	459		10.1016/0004-3702(95)00041-0			OCT 1995	1995																		0004-3702			WOS:A1995TK61300014		
J	CEDRAS, C; SHAH, M								MOTION-BASED RECOGNITION - A SURVEY								IMAGE AND VISION COMPUTING				13	2			129	155		10.1016/0262-8856(95)93154-K			MAR 1995	1995																		0262-8856	1872-8138		WOS:A1995QL50700006		
J	Cevher, Volkan; Sankaranarayanan, Aswin C.; McClellan, James H.; Chellappa, Rama								Target tracking using a joint acoustic video system								IEEE TRANSACTIONS ON MULTIMEDIA				9	4			715	727		10.1109/TMM.2007.893340			JUN 2007	2007																		1520-9210			WOS:000246671200004		
J	Chang, SF								The Holy Grail of content-based media analysis								IEEE MULTIMEDIA				9	2			6	+		10.1109/93.998041			APR-JUN 2002	2002																		1070-986X			WOS:000175031000002		
J	Cutler, R; Davis, LS								Robust real-time periodic motion detection, analysis, and applications								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				22	8			781	796		10.1109/34.868681			AUG 2000	2000																		0162-8828	1939-3539		WOS:000089321500006		
J	Darrell, TJ; Essa, IA; Pentland, AP								Task-specific gesture analysis in real-time using interpolated views								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				18	12			1236	1242		10.1109/34.546259			DEC 1996	1996																		0162-8828			WOS:A1996VZ15000008		
J	DAVIES, TF								HUMAN AUTOIMMUNE THYROID-DISEASE - NEWER VIEWS ON A COMMON BREAKDOWN IN T-CELL TOLERANCE								ISRAEL JOURNAL OF MEDICAL SCIENCES				30	3			2	11					MAR 1994	1994						7th Autoimmunity Meeting - Terry F Davies Day7th Autoimmunity Meeting - Terry F Davies Day	MAR   02, 1993MAR   02, 1993	MILES CUTTER BIOLOGMILES CUTTER BIOLOG	CHAIM SHEBA MED CTR, TEL HASHOMER, ISRAELCHAIM SHEBA MED CTR, TEL HASHOMER, ISRAEL									0021-2180			WOS:A1994NC79600013	8181920	
