PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Baldocchi, Dennis				Baldocchi, Dennis/A-1625-2009	Baldocchi, Dennis/0000-0003-3496-4919			Breathing of the terrestrial biosphere: lessons learned from a global network of carbon dioxide flux measurement systems								AUSTRALIAN JOURNAL OF BOTANY				56	1			1	26		10.1071/BT07151			2008	2008																		0067-1924	1444-9862		WOS:000252958600001		
J	Dirmeyer, Paul A.; Gao, Xiang; Zhao, Mei; Guo, Zhichang; Oki, Taikan; Hanasaki, Naota				Hanasaki, Naota/C-2932-2009; Oki, Taikan/E-5778-2010; Dirmeyer, Paul/B-6553-2016	Hanasaki, Naota/0000-0002-5092-7563; Oki, Taikan/0000-0003-4067-4678; Dirmeyer, Paul/0000-0003-3158-1752			GSWP-2 - Multimodel anlysis and implications for our perception of the land surface								BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY				87	10			1381	+		10.1175/BAMS-87-10-1381			OCT 2006	2006																		0003-0007	1520-0477		WOS:000241512400016		
J	Gedney, N; Cox, PM; Betts, RA; Boucher, O; Huntingford, C; Stott, PA				Huntingford, Chris/A-4307-2008; Boucher, Olivier/J-5810-2012; Boucher, Olivier/K-7483-2012; Betts, Richard/P-8976-2015; Stott, Peter/N-1228-2016; Cox, Peter/B-3299-2012	Boucher, Olivier/0000-0003-2328-5769; Boucher, Olivier/0000-0003-2328-5769; Stott, Peter/0000-0003-4853-7686; Huntingford, Chris/0000-0002-5941-7770			Detection of a direct carbon dioxide effect in continental river runoff records								NATURE				439	7078			835	838		10.1038/nature04504			FEB 16 2006	2006																		0028-0836	1476-4687		WOS:000235333600047	16482155	
J	Gerten, Dieter; Rost, Stefanie; von Bloh, Werner; Lucht, Wolfgang				Lucht, Wolfgang/G-2180-2011; Gerten, Dieter/B-2975-2013	Lucht, Wolfgang/0000-0002-3398-8575; 			Causes of change in 20th century global river discharge								GEOPHYSICAL RESEARCH LETTERS				35	20					L20405	10.1029/2008GL035258			OCT 22 2008	2008																		0094-8276	1944-8007		WOS:000260394200002		
J	Gobron, Nadine; Pinty, Bernard; Aussedat, Ophelie; Chen, Jing M.; Cohen, Warren B.; Fensholt, Rasmus; Gond, Valery; Huemmrich, Karl Fred; Lavergne, Thomas; Melin, Frederic; Privette, Jeffrey L.; Sandholt, Inge; Taberner, Malcolm; Turner, David P.; Verstraete, Michel M.; Widlowski, Jean-Luc				Privette, Jeffrey/G-7807-2011; Fensholt, Rasmus/L-7951-2014	Privette, Jeffrey/0000-0001-8267-9894; Fensholt, Rasmus/0000-0003-3067-4527; Verstraete, Michel/0000-0003-0968-8721			Evaluation of fraction of absorbed photosynthetically active radiation products for different canopy radiation transfer regimes: Methodology and results using Joint Research Center products derived from SeaWiFS against ground-based estimations								JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES				111	D13					D13110	10.1029/2005JD006511			JUL 15 2006	2006																		2169-897X			WOS:000239217300005		
J	Gobron, Nadine; Pinty, Bernard; Aussedat, Ophelie; Taberner, Malcolm; Faber, Olga; Melin, Frederic; Lavergne, Thomas; Robustelli, Monica; Snoeij, Paul								Uncertainty estimates for the FAPAR operational products derived from MERIS - Impact of top-of-atmosphere radiance uncertainties and validation with field data								REMOTE SENSING OF ENVIRONMENT				112	4			1871	1883		10.1016/j.rse.2007.09.011			APR 15 2008	2008																		0034-4257			WOS:000254961500046		
J	Huntington, TG					Huntington, Thomas/0000-0002-9427-3530			Evidence for intensification of the global water cycle: Review and synthesis								JOURNAL OF HYDROLOGY				319	1-4			83	95		10.1016/j.jhydrol.2005.07.003			MAR 15 2006	2006																		0022-1694	1879-2707		WOS:000235670000006		
J	Jung, M.; Reichstein, M.; Bondeau, A.				Bondeau, Alberte/E-9909-2012; Reichstein, Markus/A-7494-2011	Reichstein, Markus/0000-0001-5736-1112			Towards global empirical upscaling of FLUXNET eddy covariance observations: validation of a model tree ensemble approach using a biosphere model								BIOGEOSCIENCES				6	10			2001	2013					2009	2009																		1726-4170			WOS:000271354900005		
J	Jung, M; Henkel, K; Herold, M; Churkina, G				Herold, Martin/F-8553-2012	Herold, Martin/0000-0003-0246-6886; Churkina, Galina/0000-0002-5895-7425			Exploiting synergies of global land cover products for carbon cycle modeling								REMOTE SENSING OF ENVIRONMENT				101	4			534	553		10.1016/j.rse.2006.01.020			APR 30 2006	2006																		0034-4257			WOS:000237008000007		
J	Koster, RD; Dirmeyer, PA; Guo, ZC; Bonan, G; Chan, E; Cox, P; Gordon, CT; Kanae, S; Kowalczyk, E; Lawrence, D; Liu, P; Lu, CH; Malyshev, S; McAvaney, B; Mitchell, K; Mocko, D; Oki, T; Oleson, K; Pitman, A; Sud, YC; Taylor, CM; Verseghy, D; Vasic, R; Xue, YK; Yamada, T		GLACE Team		Oleson, Keith/A-9328-2008; Oki, Taikan/E-5778-2010; Cox, Peter/B-3299-2012; Pitman, Andrew/A-7353-2011; Lawrence, David/C-4026-2011; Koster, Randal/F-5881-2012; Taylor, Chris/K-2319-2012; Kanae, Shinjiro/E-5606-2010; Dirmeyer, Paul/B-6553-2016	Oki, Taikan/0000-0003-4067-4678; Pitman, Andrew/0000-0003-0604-3274; Lawrence, David/0000-0002-2968-3023; Koster, Randal/0000-0001-6418-6383; Taylor, Chris/0000-0002-0120-3198; Kanae, Shinjiro/0000-0002-3176-4957; Dirmeyer, Paul/0000-0003-3158-1752			Regions of strong coupling between soil moisture and precipitation								SCIENCE				305	5687			1138	1140		10.1126/science.1100217			AUG 20 2004	2004																		0036-8075	1095-9203		WOS:000223557400043	15326351	
