PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Almuallim, H								An efficient algorithm for optimal pruning of decision trees								ARTIFICIAL INTELLIGENCE				83	2			347	362		10.1016/0004-3702(95)00060-7			JUN 1996	1996																		0004-3702			WOS:A1996UU50800006		
J	ALMUALLIM, H; DIETTERICH, TG								LEARNING BOOLEAN CONCEPTS IN THE PRESENCE OF MANY IRRELEVANT FEATURES								ARTIFICIAL INTELLIGENCE				69	1-2			279	305		10.1016/0004-3702(94)90084-1			SEP 1994	1994																		0004-3702			WOS:A1994PH35100008		
J	BENBASSAT, M								MYOPIC POLICIES IN SEQUENTIAL CLASSIFICATION								IEEE TRANSACTIONS ON COMPUTERS				27	2			170	174					1978	1978																		0018-9340			WOS:A1978EN45500012		
J	BOHANEC, M; BRATKO, I								TRADING ACCURACY FOR SIMPLICITY IN DECISION TREES								MACHINE LEARNING				15	3			223	250		10.1007/BF00993345			JUN 1994	1994																		0885-6125			WOS:A1994NV69700001		
J	BRODLEY, CE; UTGOFF, PE								MULTIVARIATE DECISION TREES								MACHINE LEARNING				19	1			45	77		10.1007/BF00994660			APR 1995	1995																		0885-6125			WOS:A1995QX94600003		
J	BUNTINE, W; NIBLETT, T					Buntine, Wray/0000-0001-9292-1015			A FURTHER COMPARISON OF SPLITTING RULES FOR DECISION-TREE INDUCTION								MACHINE LEARNING				8	1			75	85		10.1007/BF00994006			JAN 1992	1992																		0885-6125			WOS:A1992HG43100003		
J	CRAWFORD, SL								EXTENSIONS TO THE CART ALGORITHM								INTERNATIONAL JOURNAL OF MAN-MACHINE STUDIES				31	2			197	217		10.1016/0020-7373(89)90027-8			AUG 1989	1989																		0020-7373			WOS:A1989AM22200004		
J	DEMANTARAS, RL								A DISTANCE-BASED ATTRIBUTE SELECTION MEASURE FOR DECISION TREE INDUCTION								MACHINE LEARNING				6	1			81	92		10.1023/A:1022694001379			JAN 1991	1991																		0885-6125			WOS:A1991EW46800004		
J	Esposito, F; Malerba, D; Semeraro, G				Malerba, Donato/H-3850-2012	Malerba, Donato/0000-0001-8432-4608; Esposito, Floriana/0000-0002-1075-3239; Semeraro, Giovanni/0000-0001-6883-1853			A comparative analysis of methods for pruning decision trees								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				19	5			476	491		10.1109/34.589207			MAY 1997	1997																		0162-8828			WOS:A1997XB16300006		
J	FRIEDMAN, JH								MULTIVARIATE ADAPTIVE REGRESSION SPLINES								ANNALS OF STATISTICS				19	1			1	67		10.1214/aos/1176347963			MAR 1991	1991																		0090-5364			WOS:A1991FF04700001		
J	FRIEDMAN, JH								RECURSIVE PARTITIONING DECISION RULE FOR NONPARAMETRIC CLASSIFICATION								IEEE TRANSACTIONS ON COMPUTERS				26	4			404	408					1977	1977																		0018-9340			WOS:A1977DG09400009		
J	Gehrke, J; Ramakrishnan, R; Ganti, V								RainForest - A framework for fast decision tree construction of large datasets								DATA MINING AND KNOWLEDGE DISCOVERY				4	2-3			127	162		10.1023/A:1009839829793			JUL 2000	2000																		1384-5810			WOS:000087706100003		
J	GELFAND, SB; RAVISHANKAR, CS; DELP, EJ				Delp, Edward/C-3616-2013	Delp, Edward/0000-0002-2909-7323			AN ITERATIVE GROWING AND PRUNING ALGORITHM FOR CLASSIFICATION TREE DESIGN								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				13	2			163	174		10.1109/34.67645			FEB 1991	1991																		0162-8828	1939-3539		WOS:A1991EY69900005		
J	GILLO, MW								MAID, A HONEYWELL 600 PROGRAM FOR AN AUTOMATIZED SURVEY ANALYSIS								BEHAVIORAL SCIENCE				17	2			251	&					1972	1972																		0005-7940			WOS:A1972M109600011		
J	Grumbach, S; Milo, T								Towards tractable algebras for bags								JOURNAL OF COMPUTER AND SYSTEM SCIENCES				52	3			570	588		10.1006/jcss.1996.0042			JUN 1996	1996						7th Annual ACM Conference on Computational Learning Theory (COLT 94)7th Annual ACM Conference on Computational Learning Theory (COLT 94)	19941994	ACMACM	NEW BRUNSWICK, NJNEW BRUNSWICK, NJ									0022-0000			WOS:A1996UW48900014		
J	Hancock, T; Jiang, T; Li, M; Tromp, J								Lower bounds on learning decision lists and trees								INFORMATION AND COMPUTATION				126	2			114	122					MAY 1 1996	1996																		0890-5401			WOS:A1996UQ69900002		
J	HOLTE, RC								VERY SIMPLE CLASSIFICATION RULES PERFORM WELL ON MOST COMMONLY USED DATASETS								MACHINE LEARNING				11	1			63	91		10.1023/A:1022631118932			APR 1993	1993																		0885-6125	1573-0565		WOS:A1993LG46600004		
