PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
B	Alba, Enrique; Garcia-Nieto, Jose; Jourdan, Laetitia; Talbi, El-Ghazali			IEEE	Garcia-Nieto, Jose/L-5904-2014	Garcia-Nieto, Jose/0000-0003-2985-3480; Alba, Enrique/0000-0002-5520-8875			Gene selection in cancer classification using PSO/SVM and GA/SVM hybrid algorithms								2007 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-10, PROCEEDINGS		IEEE Congress on Evolutionary Computation						284	+		10.1109/CEC.2007.4424483			2007	2007						IEEE Congress on Evolutionary ComputationIEEE Congress on Evolutionary Computation	SEP 25-28, 2007SEP 25-28, 2007	IEEEIEEE	Singapore, SINGAPORESingapore, SINGAPORE											978-1-4244-1339-3	WOS:000256053700037		
J	Alexandridis, A; Patrinos, P; Sarimveis, H; Tsekouras, G					Tsekouras, George/0000-0001-7006-1536; Alexandridis, Alex/0000-0002-9226-2977			A two-stage evolutionary algorithm for variable selection in the development of RBF neural network models								CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS				75	2			149	162		10.1016/j.chemolab.2004.06.004			FEB 28 2005	2005																		0169-7439			WOS:000227055000004		
J	Alsberg, BK; Woodward, AM; Winson, MK; Rowland, JJ; Kell, DB				Kell, Douglas/E-8318-2011; Alsberg, Bjorn/E-3781-2014	Kell, Douglas/0000-0001-5838-7963; 			Variable selection in wavelet regression models								ANALYTICA CHIMICA ACTA				368	1-2			29	44		10.1016/S0003-2670(98)00194-9			JUL 17 1998	1998																		0003-2670			WOS:000074383600004		
J	Blum, AL; Langley, P								Selection of relevant features and examples in machine learning								ARTIFICIAL INTELLIGENCE				97	1-2			245	271		10.1016/S0004-3702(97)00063-5			DEC 1997	1997																		0004-3702			WOS:000071321500008		
J	Centner, V; Massart, DL; deNoord, OE; deJong, S; Vandeginste, BM; Sterna, C								Elimination of uninformative variables for multivariate calibration								ANALYTICAL CHEMISTRY				68	21			3851	3858		10.1021/ac960321m			NOV 1 1996	1996																		0003-2700			WOS:A1996VQ15700032	21619260	
J	Chuang, Li-Yeh; Chang, Hsueh-Wei; Tu, Chung-Jui; Yang, Cheng-Hong				Chuang, Lea-Yea/C-7450-2009; Chang, Hsueh-Wei/C-9654-2009; Chuang, Li-Yeh/E-5005-2011; Yang, Cheng-Hong/M-7984-2013	Chang, Hsueh-Wei/0000-0003-0068-2366; Yang, Cheng-Hong/0000-0002-2741-0072			Improved binary PSO for feature selection using gene expression data								COMPUTATIONAL BIOLOGY AND CHEMISTRY				32	1			29	38		10.1016/j.compbiolchem.2007.09.005			FEB 2008	2008																		1476-9271	1476-928X		WOS:000253028600004	18023261	
J	COMON, P								INDEPENDENT COMPONENT ANALYSIS, A NEW CONCEPT								SIGNAL PROCESSING				36	3			287	314		10.1016/0165-1684(94)90029-9			APR 1994	1994																		0165-1684			WOS:A1994NG53800005		
J	Cordon, O; Damas, S; Santamaria, J				Cordon, Oscar/F-6672-2011; Damas, Sergio/D-8556-2012	Cordon, Oscar/0000-0001-5112-5629; Damas, Sergio/0000-0002-8377-8349			Feature-based image registration by means of the CHC evolutionary algorithm								IMAGE AND VISION COMPUTING				24	5			525	533		10.1016/j.imavis.2006.02.002			MAY 1 2006	2006																		0262-8856			WOS:000238626600011		
J	Dietterich, TG								Machine-learning research - Four current directions								AI MAGAZINE				18	4			97	136					WIN 1997	1997																		0738-4602			WOS:000071153200009		
J	Ding, Chris; Peng, Hanchuan								Minimum redundancy feature selection from microarray gene expression data								Journal of Bioinformatics and Computational Biology				3	2			185	205		10.1142/S0219720005001004			APR    05	2005																		0219-7200			BCI:BCI200510113537	15852500	
S	FERRI, FJ; PUDIL, P; HATEF, M; KITTLER, J				Pudil, Pavel/I-6071-2013; Ferri, Francesc/L-7216-2014	Ferri, Francesc/0000-0002-1543-3568	Gelsema, ES; Kanal, LS		COMPARATIVE STUDY OF TECHNIQUES FOR LARGE-SCALE FEATURE SELECTION								PATTERN RECOGNITION IN PRACTICE IV: MULTIPLE PARADIGMS, COMPARATIVE STUDIES AND HYBRID SYSTEMS		MACHINE INTELLIGENCE AND PATTERN RECOGNITION		16				403	413					1994	1994						International Conference on Pattern Recognition in Practice IVInternational Conference on Pattern Recognition in Practice IV	JUN 01-03, 1994JUN 01-03, 1994	HEWLETT PACKARD SA, MED PROD GRP EUROPE; OCE VAN GRINTEN N V; IBM NEDERLAND N VHEWLETT PACKARD SA, MED PROD GRP EUROPE; OCE VAN GRINTEN N V; IBM NEDERLAND N V	VLIELAND, NETHERLANDSVLIELAND, NETHERLANDS									0923-0459		0-444-81892-8	WOS:A1994BC91G00031		
J	Fleuret, F								Fast binary feature selection with conditional mutual information								JOURNAL OF MACHINE LEARNING RESEARCH				5				1531	1555					NOV 2004	2004																		1532-4435			WOS:000236328400005		
