PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Ashbrook, Daniel; Starner, Thad								Using GPS to learn significant locations and predict movement across multiple users								PERSONAL AND UBIQUITOUS COMPUTING				7	5			275	286		10.1007/s00779-003-0240-0			OCT 2003	2003																		1617-4909			WOS:000207559400005		
J	BARNOY, A; KESSLER, I								TRACKING MOBILE USERS IN WIRELESS COMMUNICATIONS NETWORKS								IEEE TRANSACTIONS ON INFORMATION THEORY				39	6			1877	1886		10.1109/18.265497			NOV 1993	1993																		0018-9448			WOS:A1993MW87400008		
J	Eagle, Nathan; Pentland, Alex (Sandy)								Reality mining: sensing complex social systems								PERSONAL AND UBIQUITOUS COMPUTING				10	4			255	268		10.1007/s00779-005-0046-3			2006	2006						6th International Symposium on Mobile Human-Computer Interaction (Mobile HCI 2004)6th International Symposium on Mobile Human-Computer Interaction (Mobile HCI 2004)	SEP 13-16, 2004SEP 13-16, 2004	NOKIA; Microsoft; Kelvin Inst; EPSRC Fund; AudioClouds Project; Univ Strathclyde; Glasgow Univ; Glasgow Interact Syst GrpNOKIA; Microsoft; Kelvin Inst; EPSRC Fund; AudioClouds Project; Univ Strathclyde; Glasgow Univ; Glasgow Interact Syst Grp	Glasgow, SCOTLANDGlasgow, SCOTLAND									1617-4909	1617-4917		WOS:000246339200007		
J	Kim, SJ; Lee, CY				Lee, Chae Young/C-1914-2011				Modeling and analysis of the dynamic location registration and paging in microcellular systems								IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY				45	1			82	90		10.1109/25.481824			FEB 1996	1996																		0018-9545			WOS:A1996TV75700010		
J	Krause, Jens; Lusseau, David; James, Richard				Krause, Jens/C-2750-2011; Lusseau, David/A-8501-2012; James, Richard/E-5061-2013	Lusseau, David/0000-0003-1245-3747			Animal social networks: an introduction								BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY				63	7			967	973		10.1007/s00265-009-0747-0			MAY 2009	2009																		0340-5443	1432-0762		WOS:000265215700001		
S	Laasonen, K; Raento, M; Toivonen, H				Toivonen, Hannu/A-3657-2012	Toivonen, Hannu/0000-0003-1339-8022	Ferscha, A; Mattern, F		Adaptive on-device location recognition								PERVASIVE COMPUTING, PROCEEDINGS		LECTURE NOTES IN COMPUTER SCIENCE		3001				287	304					2004	2004						2nd International Conference on Pervasive Computing2nd International Conference on Pervasive Computing	APR 18-23, 2004APR 18-23, 2004	Austrian Minist Transport, Innovat & Technol; FIT IT Embedded Syst; Forsch Forder Fonds Gewerbliche Wirtsch; Oesterreich Comp Gesell; Land Oberosterreich; Stadt Linz; Stadt WeinAustrian Minist Transport, Innovat & Technol; FIT IT Embedded Syst; Forsch Forder Fonds Gewerbliche Wirtsch; Oesterreich Comp Gesell; Land Oberosterreich; Stadt Linz; Stadt Wein	Linz, AUSTRIALinz, AUSTRIA									0302-9743		3-540-21835-1	WOS:000189502500021		
J	Liben-Nowell, D; Novak, J; Kumar, R; Raghavan, P; Tomkins, A					Raghavan, Prabhakar/0000-0001-9853-7604			Geographic routing in social networks								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				102	33			11623	11628		10.1073/pnas.0503018102			AUG 16 2005	2005																		0027-8424			WOS:000231317000012	16081538	
S	Patterson, DJ; Lin, LA; Fox, D; Kautz, H						Dey, AK; Schmidt, A; McCarthy, JF		Inferring high-level behavior from low-level sensors								UBICOMP 2003: UBIQUITOUS COMPUTING		LECTURE NOTES IN COMPUTER SCIENCE		2864				73	89					2003	2003						5th International Conference on Ubiquitous Computing5th International Conference on Ubiquitous Computing	OCT 12-15, 2003OCT 12-15, 2003	Intel; Fuji Xerox Palo Alto Lab; Hewlett Packard Labs; Microsoft Res; Nokia Res; Smart TechnologiesIntel; Fuji Xerox Palo Alto Lab; Hewlett Packard Labs; Microsoft Res; Nokia Res; Smart Technologies	SEATTLE, WASHINGTONSEATTLE, WASHINGTON									0302-9743		3-540-20301-X	WOS:000187498700006		
J	PENTLAND, A; SCLAROFF, S								CLOSED-FORM SOLUTIONS FOR PHYSICALLY BASED SHAPE MODELING AND RECOGNITION								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				13	7			715	729		10.1109/34.85660			JUL 1991	1991																		0162-8828			WOS:A1991GA13900008		
J	Raento, M; Oulasvirta, A; Petit, R; Toivonen, H				Oulasvirta, Antti/G-8066-2011; Toivonen, Hannu/A-3657-2012	Toivonen, Hannu/0000-0003-1339-8022			ContextPhone: A prototyping platform for context-aware mobile applications								IEEE PERVASIVE COMPUTING				4	2			51	59		10.1109/MPRV.2005.29			APR-JUN 2005	2005																		1536-1268			WOS:000228525500010		
J	WANT, R; HOPPER, A; FALCAO, V; GIBBONS, J								THE ACTIVE BADGE LOCATION SYSTEM								ACM TRANSACTIONS ON INFORMATION SYSTEMS				10	1			91	102		10.1145/128756.128759			JAN 1992	1992																		1046-8188			WOS:A1992HQ52600003		
