PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	ADAMS, R; BISCHOF, L				Bischof, Leanne/A-3718-2009				SEEDED REGION GROWING								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				16	6			641	647		10.1109/34.295913			JUN 1994	1994																		0162-8828			WOS:A1994NR97200008		
J	Ballester, C; Bertalmio, M; Caselles, V; Sapiro, G; Verdera, J				Bertalmio, Marcelo/A-4341-2012; Ballester, Coloma/H-5255-2015	Ballester, Coloma/0000-0001-6535-7367; Bertalmio, Marcelo/0000-0002-1023-8325			Filling-in by joint interpolation of vector fields and gray levels								IEEE TRANSACTIONS ON IMAGE PROCESSING				10	8			1200	1211		10.1109/83.935036			AUG 2001	2001																		1057-7149	1941-0042		WOS:000170015100007	18255537	
J	Barash, D								A fundamental relationship between bilateral filtering, adaptive smoothing, and the nonlinear diffusion equation								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				24	6			844	847		10.1109/TPAMI.2002.1008390			JUN 2002	2002																		0162-8828	1939-3539		WOS:000175846300012		
J	Boykov, Y; Veksler, O; Zabih, R				Boykov, Yuri/C-1718-2015; Veksler, Olga/B-6549-2015	Veksler, Olga/0000-0002-9664-6601			Fast approximate energy minimization via graph cuts								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				23	11			1222	1239		10.1109/34.969114			NOV 2001	2001																		0162-8828			WOS:000172108300002		
J	Buades, A; Coll, B; Morel, JM				buades, antoni/K-6110-2014	buades, antoni/0000-0001-9832-3358			A review of image denoising algorithms, with a new one								MULTISCALE MODELING & SIMULATION				4	2			490	530		10.1137/040616024			2005	2005																		1540-3459			WOS:000231665400006		
J	Buades, Antoni; Coll, Bartomeu; Morel, Jean-Michel				buades, antoni/K-6110-2014	buades, antoni/0000-0001-9832-3358			Neighborhood filters and PDE's								NUMERISCHE MATHEMATIK				105	1			1	34		10.1007/s00211-006-0029-y			NOV 2006	2006																		0029-599X			WOS:000241580400001		
J	Burger, M; Gilboa, G; Osher, S; Xu, JJ				Burger, Martin/D-9928-2012				Nonlinear inverse scale space methods								COMMUNICATIONS IN MATHEMATICAL SCIENCES				4	1			179	212					MAR 2006	2006																		1539-6746			WOS:000237438300007		
J	Burger, M; Osher, S				Burger, Martin/D-9928-2012	Burger, Martin/0000-0003-2619-2912			Convergence rates of convex variational regularization								INVERSE PROBLEMS				20	5			1411	1421	PII S0266-5611(04)77358-X	10.1088/0266-5611/20/5/005			OCT 2004	2004																		0266-5611			WOS:000224851000005		
S	Burger, M; Osher, S; Xu, JJ; Gilboa, G				Burger, Martin/D-9928-2012		Paragios, N; Faugeras, O; Chan, T; Schnorr, C		Nonlinear inverse scale space methods for image restoration								VARIATIONAL, GEOMETRIC, AND LEVEL SET METHODS IN COMPUTER VISION, PROCEEDINGS		LECTURE NOTES IN COMPUTER SCIENCE		3752				25	36					2005	2005						3rd International Workshop on Variational, Geometric, and Level Set Methods in Computer Vision3rd International Workshop on Variational, Geometric, and Level Set Methods in Computer Vision	OCT   16, 2005OCT   16, 2005		Beijing, PEOPLES R CHINABeijing, PEOPLES R CHINA									0302-9743		3-540-29348-5	WOS:000233133600003		
J	Caselles, V; Kimmel, R; Sapiro, G								Geodesic active contours								INTERNATIONAL JOURNAL OF COMPUTER VISION				22	1			61	79		10.1023/A:1007979827043			FEB-MAR 1997	1997																		0920-5691			WOS:A1997WT10800003		
J	Chan, TF; Vese, LA				Chan, Tony F/A-4166-2013	Chan, Tony F/0000-0001-6196-2068			Active contours without edges								IEEE TRANSACTIONS ON IMAGE PROCESSING				10	2			266	277		10.1109/83.902291			FEB 2001	2001																		1057-7149	1941-0042		WOS:000167016400007	18249617	
B	Chan, TF; Shen, JJ								Image Processing and Analysis								IMAGE PROCESSING AND ANALYSIS: VARIATIONAL, PDE, WAVELET, AND STOCHASTIC METHODS								1	400		10.1137/1.9780898717877			2005	2005																				978-0-898715-89-7	WOS:000276918500009		
J	Coifman, RR; Lafon, S; Lee, AB; Maggioni, M; Nadler, B; Warner, F; Zucker, SW				Nadler, Boaz/C-7217-2008	Nadler, Boaz/0000-0002-9777-4576			Geometric diffusions as a tool for harmonic analysis and structure definition of data: Diffusion maps								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				102	21			7426	7431		10.1073/pnas.0500334102			MAY 24 2005	2005																		0027-8424			WOS:000229417500007	15899970	
J	Elad, M								On the origin of the bilateral filter and ways to improve it								IEEE TRANSACTIONS ON IMAGE PROCESSING				11	10			1141	1151		10.1109/TIP.2002.801126			OCT 2002	2002																		1057-7149			WOS:000178786800002	18249686	
J	Gilboa, Guy; Sochen, Nir; Zeevi, Yehoshua Y.								Estimation of optimal PDE-based denoising in the SNR sense								IEEE TRANSACTIONS ON IMAGE PROCESSING				15	8			2269	2280		10.1109/TIP.2006.875248			AUG 2006	2006																		1057-7149			WOS:000239286900016	16900682	
S	Grady, L; Funka-Lea, G						Sonka, M; Kakadiaris, IA; Kybic, J		Multi-label image segmentation for medical applications based on graph-theoretic electrical potentials								COMPUTER VISION AND MATHEMATICAL METHODS IN MEDICAL AND BIOMEDICAL IMAGE ANALYSIS		LECTURE NOTES IN COMPUTER SCIENCE		3117				230	245					2004	2004						Workshop on Computer Vision Approaches to Medical Image Analysis (CVAMIA)/Mathematical Methods in Biomedical Image Analysis (MMBIA) held in conjunction with the 8th ECCVWorkshop on Computer Vision Approaches to Medical Image Analysis (CVAMIA)/Mathematical Methods in Biomedical Image Analysis (MMBIA) held in conjunction with the 8th ECCV	MAY   15, 2004MAY   15, 2004		Prague, CZECH REPUBLICPrague, CZECH REPUBLIC									0302-9743		3-540-22675-3	WOS:000224372600020		
J	Grady, Leo								Random walks for image segmentation								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				28	11			1768	1783		10.1109/TPAMI.2006.233			NOV 2006	2006																		0162-8828	1939-3539		WOS:000240443400005	17063682	
J	Hel-Or, Y; Hel-Or, H								Real-time pattern matching using projection kernels								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				27	9			1430	1445		10.1109/TPAMI.2005.184			SEP 2005	2005																		0162-8828	1939-3539		WOS:000230463300006	16173186	
