PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Athitsos, Vassilis; Alon, Jonathan; Sclaroff, Stan; Kollios, George								BoostMap: An embedding method for efficient nearest neighbor retrieval								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				30	1			89	104		10.1109/TPAMI.2007.1140			JAN 2008	2008																		0162-8828	1939-3539		WOS:000250843500008	18000327	
J	Cox, IJ; Hingorani, SL								An efficient implementation of Reid's multiple hypothesis tracking algorithm and its evaluation for the purpose of visual tracking								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				18	2			138	150		10.1109/34.481539			FEB 1996	1996																		0162-8828			WOS:A1996TV66900005		
J	FOGEL, I; SAGI, D								GABOR FILTERS AS TEXTURE DISCRIMINATOR								BIOLOGICAL CYBERNETICS				61	2			103	113					1989	1989																		0340-1200			WOS:A1989AA12900003		
J	Gandhi, Tarak; Trivedi, Mohan Manubhai								Person tracking and reidentification: Introducing Panoramic Appearance Map (PAM) for feature representation								MACHINE VISION AND APPLICATIONS				18	3-4			207	220		10.1007/s00138-006-0063-x			AUG 2007	2007																		0932-8092	1432-1769		WOS:000247483600006		
J	Huang, J; Kumar, SR; Mitra, M; Zhu, WJ; Zabih, R								Spatial color indexing and applications								INTERNATIONAL JOURNAL OF COMPUTER VISION				35	3			245	268		10.1023/A:1008108327226			DEC 1999	1999																		0920-5691	1573-1405		WOS:000084252400003		
S	Park, U.; Jain, A. K.; Kitahara, I.; Kogure, K.; Hagita, N.						Tang, YY; Wang, SP; Lorette, G; Yeung, DS; Yan, H		ViSE: Visual Search Engine using multiple networked cameras								18TH INTERNATIONAL CONFERENCE ON PATTERN RECOGNITION, VOL 3, PROCEEDINGS		International Conference on Pattern Recognition						1204	+					2006	2006						18th International Conference on Pattern Recognition (ICPR 2006)18th International Conference on Pattern Recognition (ICPR 2006)	AUG 20-24, 2006AUG 20-24, 2006	IAPR; CAA; Hong Kong Baptist UnivIAPR; CAA; Hong Kong Baptist Univ	Hong Kong, PEOPLES R CHINAHong Kong, PEOPLES R CHINA									1051-4651		0-7695-2521-0	WOS:000240705600288		
J	REID, DB								ALGORITHM FOR TRACKING MULTIPLE TARGETS								IEEE TRANSACTIONS ON AUTOMATIC CONTROL				24	6			843	854		10.1109/TAC.1979.1102177			1979	1979																		0018-9286			WOS:A1979HZ72000002		
J	Rubner, Y; Tomasi, C; Guibas, LJ								The Earth Mover's Distance as a metric for image retrieval								INTERNATIONAL JOURNAL OF COMPUTER VISION				40	2			99	121		10.1023/A:1026543900054			NOV 2000	2000																		0920-5691			WOS:000166197700001		
J	Varma, M; Zisserman, A								A statistical approach to texture classification from single images								INTERNATIONAL JOURNAL OF COMPUTER VISION				62	1-2			61	81		10.1007/s11263-005-4635-4			APR-MAY 2005	2005																		0920-5691	1573-1405		WOS:000224807600005		
J	Yu, Jie; Amores, Jaume; Sebe, Nicu; Radeva, Petia; Tian, Qi				Radeva, Petia/I-3385-2015	Radeva, Petia/0000-0003-0047-5172			Distance learning for similarity estimation								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				30	3			451	462		10.1109/TPAMI.2007.70714			MAR 2008	2008																		0162-8828			WOS:000252286100007	18195439	
