PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Anguita, D; Boni, A; Ridella, S					Anguita, Davide/0000-0001-7523-5291			Evaluating the generalization ability of support vector machines through the bootstrap								NEURAL PROCESSING LETTERS				11	1			51	58		10.1023/A:1009636300083			FEB 2000	2000																		1370-4621			WOS:000084854100006		
J	FLORACK, LMJ; ROMENY, BMT; KOENDERINK, JJ; VIERGEVER, MA				Viergever, Max/J-1215-2014				SCALE AND THE DIFFERENTIAL STRUCTURE OF IMAGES								IMAGE AND VISION COMPUTING				10	6			376	388		10.1016/0262-8856(92)90024-W			JUL-AUG 1992	1992						12TH INTERNATIONAL CONF ON INFORMATION PROCESSING IN MEDICAL IMAGING12TH INTERNATIONAL CONF ON INFORMATION PROCESSING IN MEDICAL IMAGING	JUL, 1991JUL, 1991		UNIV LONDON, WYE COLL, KENT, ENGLANDUNIV LONDON, WYE COLL, KENT, ENGLAND									0262-8856			WOS:A1992JD88600007		
S	Gunn, SR; Brown, M; Bossley, KM						Liu, XH; Cohen, P; Berthold, M		Network performance assessment for neurofuzzy data modelling								ADVANCES IN INTELLIGENT DATA ANALYSIS: REASONING ABOUT DATA		LECTURE NOTES IN COMPUTER SCIENCE		1280				313	323					1997	1997						2nd International Symposium on Advances in Intelligent Data Analysis - Reasoning About Data (IDA-97)2nd International Symposium on Advances in Intelligent Data Analysis - Reasoning About Data (IDA-97)	AUG 04-06, 1997AUG 04-06, 1997		LONDON, ENGLANDLONDON, ENGLAND									0302-9743		3-540-63346-4	WOS:000074044400026		
J	KOENDERINK, JJ								THE STRUCTURE OF IMAGES								BIOLOGICAL CYBERNETICS				50	5			363	370		10.1007/BF00336961			1984	1984																		0340-1200			WOS:A1984TF69500006	6477978	
J	LU, Y; JAIN, RC								BEHAVIOR OF EDGES IN SCALE SPACE								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				11	4			337	356		10.1109/34.19032			APR 1989	1989																		0162-8828			WOS:A1989T910000001		
J	MALLAT, SG								A THEORY FOR MULTIRESOLUTION SIGNAL DECOMPOSITION - THE WAVELET REPRESENTATION								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				11	7			674	693		10.1109/34.192463			JUL 1989	1989																		0162-8828			WOS:A1989AB81500002		
J	PAL, NR; BEZDEK, JC; TSAO, ECK								GENERALIZED CLUSTERING NETWORKS AND KOHONEN SELF-ORGANIZING SCHEME								IEEE TRANSACTIONS ON NEURAL NETWORKS				4	4			549	557		10.1109/72.238310			JUL 1993	1993																		1045-9227			WOS:A1993LZ80700001	18267756	
J	Perez, P; Trier, A; Reyes, J								Prediction of PM2.5 concentrations several hours in advance using neural networks in Santiago, Chile								ATMOSPHERIC ENVIRONMENT				34	8			1189	1196		10.1016/S1352-2310(99)00316-7			2000	2000																		1352-2310			WOS:000085908400004		
J	Reich, SL; Gomez, DR; Dawidowski, LE					Gomez, Dario/0000-0003-3435-2437			Artificial neural network for the identification of unknown air pollution sources								ATMOSPHERIC ENVIRONMENT				33	18			3045	3052		10.1016/S1352-2310(98)00418-X			AUG 1999	1999																		1352-2310			WOS:000080203900015		
J	ROSE, K; GUREWITZ, E; FOX, G								A DETERMINISTIC ANNEALING APPROACH TO CLUSTERING								PATTERN RECOGNITION LETTERS				11	9			589	594		10.1016/0167-8655(90)90010-Y			SEP 1990	1990																		0167-8655			WOS:A1990EA88400001		
S	Tipping, ME						Solla, SA; Leen, TK; Muller, KR		The relevance vector machine								ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 12		ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS		12				652	658					2000	2000						13th Annual Conference on Neural Information Processing Systems (NIPS)13th Annual Conference on Neural Information Processing Systems (NIPS)	NOV 29-DEC 04, 1999NOV 29-DEC 04, 1999		COCO									1049-5258		0-262-19450-3	WOS:000165048700093		
B	UKRAINEC, A; HAYKIN, S						HAYKIN, S		SIGNAL-PROCESSING WITH RADIAL BASIS FUNCTION NETWORKS USING EXPECTATION MAXIMIZATION ALGORITHM CLUSTERING								ADAPTIVE SIGNAL PROCESSING		PROCEEDINGS OF THE SOCIETY OF PHOTO-OPTICAL INSTRUMENTATION ENGINEERS (SPIE)		1565				529	539		10.1117/12.49804			1991	1991						CONF ON ADAPTIVE SIGNAL PROCESSINGCONF ON ADAPTIVE SIGNAL PROCESSING	JUL 22-24, 1991JUL 22-24, 1991	SOC PHOTO OPT INSTRUMENTAT ENGINEERSSOC PHOTO OPT INSTRUMENTAT ENGINEERS	SAN DIEGO, CASAN DIEGO, CA											0-8194-0693-7	WOS:A1991BU88X00047		
