PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Belkin, M; Niyogi, P								Laplacian eigenmaps for dimensionality reduction and data representation								NEURAL COMPUTATION				15	6			1373	1396		10.1162/089976603321780317			JUN 2003	2003																		0899-7667			WOS:000182530600005		
J	Belkin, Mikhail; Niyogi, Partha; Sindhwani, Vikas								Manifold regularization: A geometric framework for learning from labeled and unlabeled examples								JOURNAL OF MACHINE LEARNING RESEARCH				7				2399	2434					NOV 2006	2006																		1532-4435			WOS:000245390700005		
J	Bengio, Yoshua; Monperrus, Martin; Larochelle, Hugo				Monperrus, Martin/I-3640-2012	Monperrus, Martin/0000-0003-3505-3383			Nonlocal estimation of manifold structure								NEURAL COMPUTATION				18	10			2509	2528		10.1162/neco.2006.18.10.2509			OCT 2006	2006																		0899-7667			WOS:000240668500010	16907635	
B	Blum, PR						Helm, J; Winkelmann, A		The Jesuits and the Janus-faced history of natural sciences								RELIGIOUS CONFESSIONS AND THE SCIENCES IN THE SIXTEETH CENTURY		STUDIES IN EUROPEAN JUDAISM		1				19	34					2001	2001						International Conference on Religious Confessions and the Sciences in the 16th CenturyInternational Conference on Religious Confessions and the Sciences in the 16th Century	DEC, 1998DEC, 1998		WITTENBERG LEUCOREA FDN, WITTENBERG, GERMANYWITTENBERG LEUCOREA FDN, WITTENBERG, GERMANY											90-04-12045-9	WOS:000179162100002		
J	DEMPSTER, AP; LAIRD, NM; RUBIN, DB								MAXIMUM LIKELIHOOD FROM INCOMPLETE DATA VIA EM ALGORITHM								JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL				39	1			1	38					1977	1977																		0035-9246			WOS:A1977DM46400001		
J	Kambhatla, N; Leen, TK								Dimension reduction by local principal component analysis								NEURAL COMPUTATION				9	7			1493	1516		10.1162/neco.1997.9.7.1493			OCT 1 1997	1997																		0899-7667			WOS:A1997XW95000005		
S	Miller, DJ; Uyar, HS						Mozer, MC; Jordan, MI; Petsche, T		A mixture of experts classifier with learning based on both labelled and unlabelled data								ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 9: PROCEEDINGS OF THE 1996 CONFERENCE		ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS		9				571	577					1997	1997						10th Annual Conference on Neural Information Processing Systems (NIPS)10th Annual Conference on Neural Information Processing Systems (NIPS)	DEC 02-05, 1996DEC 02-05, 1996	NIPS FdnNIPS Fdn	DENVER, CODENVER, CO									1049-5258		0-262-10065-7	WOS:A1997BH93C00081		
J	Nigam, K; McCallum, AK; Thrun, S; Mitchell, T								Text classification from labeled and unlabeled documents using EM								MACHINE LEARNING				39	2-3			103	134		10.1023/A:1007692713085			MAY 2000	2000																		0885-6125	1573-0565		WOS:000085960100002		
J	Roweis, ST; Saul, LK								Nonlinear dimensionality reduction by locally linear embedding								SCIENCE				290	5500			2323	+		10.1126/science.290.5500.2323			DEC 22 2000	2000																		0036-8075			WOS:000165995800050	11125150	
J	SHAHSHAHANI, BM; LANDGREBE, DA								THE EFFECT OF UNLABELED SAMPLES IN REDUCING THE SMALL SAMPLE-SIZE PROBLEM AND MITIGATING THE HUGHES PHENOMENON								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				32	5			1087	1095		10.1109/36.312897			SEP 1994	1994																		0196-2892	1558-0644		WOS:A1994PF41500014		
S	Szummer, M; Jaakkola, T						Dietterich, TG; Becker, S; Ghahramani, Z		Partially labeled classification with Markov random walks								ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 14, VOLS 1 AND 2		ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS		14				945	952					2002	2002						15th Annual Conference on Neural Information Processing Systems (NIPS)15th Annual Conference on Neural Information Processing Systems (NIPS)	DEC 03-08, 2001DEC 03-08, 2001		VANCOUVER, CANADAVANCOUVER, CANADA									1049-5258		0-262-04208-8	WOS:000180520100118		
J	Tenenbaum, JB; de Silva, V; Langford, JC								A global geometric framework for nonlinear dimensionality reduction								SCIENCE				290	5500			2319	+		10.1126/science.290.5500.2319			DEC 22 2000	2000																		0036-8075			WOS:000165995800049	11125149	
