PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	BREIMAN, L								HINGING HYPERPLANES FOR REGRESSION, CLASSIFICATION, AND FUNCTION APPROXIMATION								IEEE TRANSACTIONS ON INFORMATION THEORY				39	3			999	1013		10.1109/18.256506			MAY 1993	1993																		0018-9448			WOS:A1993LM87300023		
J	DAUBECHIES, I								ORTHONORMAL BASES OF COMPACTLY SUPPORTED WAVELETS								COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS				41	7			909	996		10.1002/cpa.3160410705			OCT 1988	1988																		0010-3640			WOS:A1988Q390700004		
J	DAUBECHIES, I								THE WAVELET TRANSFORM, TIME-FREQUENCY LOCALIZATION AND SIGNAL ANALYSIS								IEEE TRANSACTIONS ON INFORMATION THEORY				36	5			961	1005		10.1109/18.57199			SEP 1990	1990																		0018-9448	1557-9654		WOS:A1990DV10300001		
J	Erdogmus, D; Fontenla-Romero, O; Principe, JC; Alonso-Betanzos, A; Castillo, E				Castillo, Enrique/A-7858-2008; Erdogmus, Deniz/A-8170-2009; Alonso-Betanzos, Amparo/K-5057-2014; Fontenla-Romero, Oscar/A-1142-2015	Alonso-Betanzos, Amparo/0000-0003-0950-0012; Fontenla-Romero, Oscar/0000-0003-4203-8720			Linear-least-squares initialization of multilayer perceptrons through backpropagation of the desired response								IEEE TRANSACTIONS ON NEURAL NETWORKS				16	2			325	337		10.1109/TNN.2004.841777			MAR 2005	2005																		1045-9227	1941-0093		WOS:000227407500004		
J	GILES, CL; MAXWELL, T								LEARNING, INVARIANCE, AND GENERALIZATION IN HIGH-ORDER NEURAL NETWORKS								APPLIED OPTICS				26	23			4972	4978					DEC 1 1987	1987																		0003-6935			WOS:A1987L307700009	20523475	
J	Han, Fei; Huang, De-Shuang								Improved extreme learning machine for function approximation by encoding a priori information								NEUROCOMPUTING				69	16-18	SI		2369	2373		10.1016/j.neucom.2006.02.013			OCT 2006	2006																		0925-2312			WOS:000241044700055		
J	Huang, DB								A coordinate-free reduction for flows on the volume manifold								APPLIED MATHEMATICS LETTERS				17	1			17	22		10.1016/S0893-9659(03)00211-8			JAN 2004	2004																		0893-9659			WOS:000188398400004		
J	Huang, GB				Huang, Guang-Bin/A-5035-2011	Huang, Guang-Bin/0000-0002-2480-4965			Learning capability and storage capacity of two-hidden-layer feedforward networks								IEEE TRANSACTIONS ON NEURAL NETWORKS				14	2			274	281		10.1109/TNN.2003.809401			MAR 2003	2003																		1045-9227			WOS:000181820400003	18238011	
B	Huang, GB; Liang, NY; Rong, HJ; Saratchandran, R; Sundararajan, N				Huang, Guang-Bin/A-5035-2011	Huang, Guang-Bin/0000-0002-2480-4965	Hamza, MH		On-line sequential extreme learning machine								PROCEEDINGS OF THE IASTED INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE								232	237					2005	2005						IASTED International Conference on Computational IntelligenceIASTED International Conference on Computational Intelligence	JUL 04-06, 2005JUL 04-06, 2005	Int Assoc Sci & Technol DevInt Assoc Sci & Technol Dev	Calgary, CANADACalgary, CANADA											0-88986-479-9	WOS:000233166400041		
J	Huang, Guang-Bin; Chen, Lei; Siew, Chee-Kheong				Huang, Guang-Bin/A-5035-2011; Siew, CK/A-5082-2011	Huang, Guang-Bin/0000-0002-2480-4965; 			Universal approximation using incremental constructive feedforward networks with random hidden nodes								IEEE TRANSACTIONS ON NEURAL NETWORKS				17	4			879	892		10.1109/TNN.2006.875977			JUL 2006	2006																		1045-9227			WOS:000238865200004	16856652	
J	Huang, Guang-Bin; Chen, Lei				Huang, Guang-Bin/A-5035-2011	Huang, Guang-Bin/0000-0002-2480-4965			Convex incremental extreme learning machine								NEUROCOMPUTING				70	16-18			3056	3062		10.1016/j.neucom.2007.02.009			OCT 2007	2007																		0925-2312			WOS:000249908400047		
J	Huang, Guang-Bin; Zhu, Qin-Yu; Siew, Chee-Kheong				Huang, Guang-Bin/A-5035-2011; Siew, CK/A-5082-2011	Huang, Guang-Bin/0000-0002-2480-4965; 			Extreme learning machine: Theory and applications								NEUROCOMPUTING				70	1-3			489	501		10.1016/j.neucom.2005.12.126			DEC 2006	2006						8th Brazilian Symposium on Neural Networks8th Brazilian Symposium on Neural Networks	SEP 29-OCT 01, 2004SEP 29-OCT 01, 2004	Brazilian Comp Soc; Int Neural Network Soc, SIG INNS Brazil Special Interest GrpBrazilian Comp Soc; Int Neural Network Soc, SIG INNS Brazil Special Interest Grp	Sao Luis, BRAZILSao Luis, BRAZIL									0925-2312	1872-8286		WOS:000242602300047		
