PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Allenby, GM; Rossi, PE								Marketing models of consumer heterogeneity								JOURNAL OF ECONOMETRICS				89	1-2			57	78					MAR-APR 1999	1999																		0304-4076			WOS:000078492800004		
J	ARONSZAJN, N								THEORY OF REPRODUCING KERNELS								TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY				68	MAY			337	404					1950	1950																		0002-9947			WOS:A1950UN76900001		
J	Arora, N; Allenby, GM; Ginter, JL				hua, guowei/E-6122-2011				A hierarchical Bayes model of primary and secondary demand								MARKETING SCIENCE				17	1			29	44		10.1287/mksc.17.1.29			1998	1998																		0732-2399			WOS:000073614000003		
J	Bakker, B; Heskes, T				Heskes, Tom/A-1443-2010	Heskes, Tom/0000-0002-3398-5235			Task clustering and gating for Bayesian multitask learning								JOURNAL OF MACHINE LEARNING RESEARCH				4	1			83	99		10.1162/153244304322765658			JAN 1 2004	2004																		1532-4435			WOS:000221043500005		
J	Baxter, J								A model of inductive bias learning								JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH				12				149	198					2000	2000																		1076-9757			WOS:000087116700006		
J	Baxter, J								A Bayesian information theoretic model of learning to learn via multiple task sampling								MACHINE LEARNING				28	1			7	39		10.1023/A:1007327622663			JUL 1997	1997																		0885-6125			WOS:A1997XW54200002		
J	BROWN, PJ; ZIDEK, JV								ADAPTIVE MULTIVARIATE RIDGE-REGRESSION								ANNALS OF STATISTICS				8	1			64	74		10.1214/aos/1176344891			1980	1980																		0090-5364			WOS:A1980JK21900004		
J	Caruana, R								Multitask learning								MACHINE LEARNING				28	1			41	75		10.1023/A:1007379606734			JUL 1997	1997																		0885-6125	1573-0565		WOS:A1997XW54200003		
J	Evgeniou, T; Pontil, M; Poggio, T								Regularization networks and support vector machines								ADVANCES IN COMPUTATIONAL MATHEMATICS				13	1			1	50		10.1023/A:1018946025316			2000	2000																		1019-7168			WOS:000085682400001		
S	Heisele, B; Serre, T; Pontil, M; Vetter, T; Poggio, T						Dietterich, TG; Becker, S; Ghahramani, Z		Categorization by learning and combining object parts								ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 14, VOLS 1 AND 2		ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS		14				1239	1245					2002	2002						15th Annual Conference on Neural Information Processing Systems (NIPS)15th Annual Conference on Neural Information Processing Systems (NIPS)	DEC 03-08, 2001DEC 03-08, 2001		VANCOUVER, CANADAVANCOUVER, CANADA									1049-5258		0-262-04208-8	WOS:000180520100154		
J	Lanckriet, GRG; Cristianini, N; Bartlett, P; El Ghaoui, L; Jordan, MI								Learning the kernel matrix with semidefinite programming								JOURNAL OF MACHINE LEARNING RESEARCH				5				27	72					JAN 2004	2004																		1532-4435			WOS:000236326900001		
J	Micchelli, CA; Pontil, M								On learning vector-valued functions								NEURAL COMPUTATION				17	1			177	204		10.1162/0899766052530802			JAN 2005	2005																		0899-7667			WOS:000226691300009	15563752	
J	Rifkin, R; Mukherjee, S; Tamayo, P; Ramaswamy, S; Yeang, CH; Angelo, M; Reich, M; Poggio, T; Lander, ES; Golub, TR; Mesirov, JP					Mukherjee, Sayan/0000-0002-6715-3920			An analytical method for multiclass molecular cancer classification								SIAM REVIEW				45	4			706	723		10.1137/S0036144502411986			DEC 2003	2003																		0036-1445			WOS:000187039200003		
