PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Bhatt, RB; Gopal, M								On fuzzy-rough sets approach to feature selection								PATTERN RECOGNITION LETTERS				26	7			965	975		10.1016/j.patrec.2004.09.044			MAY 15 2005	2005																		0167-8655			WOS:000228940700011		
J	Chen Degang; Wang Changzhong; Hu Qinghua				Hu, Qinghua/B-8857-2008				A new approach to attribute reduction of consistent and inconsistent covering decision systems with covering rough sets								INFORMATION SCIENCES				177	17			3500	3518		10.1016/j.ins.2007.02.041			SEP 1 2007	2007																		0020-0255			WOS:000248169700005		
J	CHING, JY; WONG, AKC; CHAN, KCC					Keith, Chan/0000-0001-7296-873X; Chan, Keith C C/0000-0003-1709-2637			CLASS-DEPENDENT DISCRETIZATION FOR INDUCTIVE LEARNING FROM CONTINUOUS AND MIXED-MODE DATA								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				17	7			641	651		10.1109/34.391407			JUL 1995	1995																		0162-8828			WOS:A1995RF22400001		
J	Dash, M; Liu, HA								Consistency-based search in feature selection								ARTIFICIAL INTELLIGENCE				151	1-2			155	176		10.1016/S0004-3702(03)00079-1			DEC 2003	2003																		0004-3702	1872-7921		WOS:000186811300004		
J	Hu, QH; Yu, DR; Xie, ZX; Liu, JF				Hu, Qinghua/B-8857-2008				Fuzzy probabilistic approximation spaces and their information measures								IEEE TRANSACTIONS ON FUZZY SYSTEMS				14	2			191	201		10.1109/TFUZZ.2005.864086			APR 2006	2006																		1063-6706			WOS:000236806800003		
J	Hu, QH; Yu, DR; Xie, ZX				Hu, Qinghua/B-8857-2008				Information-preserving hybrid data reduction based on fuzzy-rough techniques								PATTERN RECOGNITION LETTERS				27	5			414	423		10.1016/patrec.2005.09.004			APR 1 2006	2006																		0167-8655	1872-7344		WOS:000235862300011		
J	Hu, Qinghua; Yu, Daren; Me, Zongxia				Hu, Qinghua/B-8857-2008				Neighborhood classifiers								EXPERT SYSTEMS WITH APPLICATIONS				34	2			866	876		10.1016/j.eswa.2006.10.043			FEB 2008	2008																		0957-4174			WOS:000253238900008		
J	Hu, Qinghua; Liu, Jinfu; Yu, Daren				Hu, Qinghua/B-8857-2008				Mixed feature selection based on granulation and approximation								KNOWLEDGE-BASED SYSTEMS				21	4			294	304		10.1016/j.knoys.2007.07.001			MAY 2008	2008																		0950-7051	1872-7409		WOS:000256568600003		
S	Hu, Qinghua; Li, Xiaodong; Yu, Daren				Hu, Qinghua/B-8857-2008		Yang, Q; Webb, G		Analysis on classification performance of rough set based reducts								PRICAI 2006: TRENDS IN ARTIFICIAL INTELLIGENCE, PROCEEDINGS		LECTURE NOTES IN ARTIFICIAL INTELLIGENCE		4099				423	433					2006	2006						9th Pacific Rim International Conference on Artificial Intelligence (PRICAI 2006)9th Pacific Rim International Conference on Artificial Intelligence (PRICAI 2006)	AUG 07-11, 2006AUG 07-11, 2006		Guilin, PEOPLES R CHINAGuilin, PEOPLES R CHINA									0302-9743		3-540-36667-9	WOS:000240091500046		
J	Jensen, R; Shen, Q								Semantics-preserving dimensionality reduction: Rough and fuzzy-rough-based approaches								IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING				16	12			1457	1471		10.1109/TKDE.2004.96			DEC 2004	2004																		1041-4347			WOS:000224586800001		
