PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
S	Blanz, V; Vetter, T			ACM; ACM; ACM					A morphable model for the synthesis of 3D faces								SIGGRAPH 99 CONFERENCE PROCEEDINGS		COMPUTER GRAPHICS						187	194					1999	1999						26th International Conference on Computer Graphics and Interactive Techniques26th International Conference on Computer Graphics and Interactive Techniques	AUG 08-13, 1999AUG 08-13, 1999	ACM SIGGRAPHACM SIGGRAPH	LOS ANGELES, CALOS ANGELES, CA									0097-8930		0-201-48560-5	WOS:000083678900021		
J	BRUCE, V; BURTON, M; DOYLE, T; DENCH, N				Burton, A. Mike/A-9491-2008	Burton, A. Mike/0000-0002-2035-2084			FURTHER EXPERIMENTS ON THE PERCEPTION OF GROWTH IN 3 DIMENSIONS								PERCEPTION & PSYCHOPHYSICS				46	6			528	536		10.3758/BF03208149			DEC 1989	1989																		0031-5117			WOS:A1989CA86400003	2587181	
J	BURT, DM; PERRETT, DI				Burt, Michael/D-6684-2013	Burt, Michael/0000-0001-5627-6012			PERCEPTION OF AGE IN ADULT CAUCASIAN MALE FACES - COMPUTER GRAPHIC MANIPULATION OF SHAPE AND COLOR INFORMATION								PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES				259	1355			137	143		10.1098/rspb.1995.0021			FEB 22 1995	1995																		0962-8452			WOS:A1995QL76100006	7732035	
J	COOTES, TF; TAYLOR, CJ; COOPER, DH; GRAHAM, J				anzhi, yue/A-8609-2012; Taylor, Christopher/A-3909-2009	Taylor, Christopher/0000-0001-7867-9533; Cootes, Timothy/0000-0002-2695-9063			ACTIVE SHAPE MODELS - THEIR TRAINING AND APPLICATION								COMPUTER VISION AND IMAGE UNDERSTANDING				61	1			38	59		10.1006/cviu.1995.1004			JAN 1995	1995																		1077-3142			WOS:A1995QL13400004		
J	Edwards, GJ; Lanitis, A; Taylor, CJ; Cootes, TF				Taylor, Christopher/A-3909-2009	Taylor, Christopher/0000-0001-7867-9533; Lanitis, Andreas/0000-0001-6841-8065; Cootes, Timothy/0000-0002-2695-9063			Statistical models of face images - Improving specificity								IMAGE AND VISION COMPUTING				16	3			203	211		10.1016/S0262-8856(97)00069-3			MAR 16 1998	1998																		0262-8856	1872-8138		WOS:000072791200005		
J	Lanitis, A; Taylor, CJ; Cootes, TF				Taylor, Christopher/A-3909-2009	Taylor, Christopher/0000-0001-7867-9533; Lanitis, Andreas/0000-0001-6841-8065; Cootes, Timothy/0000-0002-2695-9063			Automatic interpretation and coding of face images using flexible models								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				19	7			743	756		10.1109/34.598231			JUL 1997	1997																		0162-8828	1939-3539		WOS:A1997XM69300008		
J	MARK, LS; TODD, JT								THE PERCEPTION OF GROWTH IN 3 DIMENSIONS								PERCEPTION & PSYCHOPHYSICS				33	2			193	196		10.3758/BF03202839			1983	1983																		0031-5117			WOS:A1983QM92000013	6844112	
J	O'Toole, AJ; Price, T; Vetter, T; Bartlett, JC; Blanz, V				Price, Theodore/A-5094-2010	Price, Theodore/0000-0002-6971-6221			3D shape and 2D surface textures of human faces: the role of "averages" in attractiveness and age								IMAGE AND VISION COMPUTING				18	1			9	19		10.1016/S0262-8856(99)00012-8			DEC 8 1999	1999																		0262-8856			WOS:000084191200002		
J	OToole, AJ; Vetter, T; Volz, H; Salter, EM								Three-dimensional caricatures of human heads: distinctiveness and the perception of facial age								PERCEPTION				26	6			719	732		10.1068/p260719			1997	1997																		0301-0066			WOS:A1997YC62100005	9474342	
J	PITTENGER, JB; SHAW, RE; MARK, LS								PERCEPTUAL INFORMATION FOR THE AGE LEVEL OF FACES AS A HIGHER-ORDER INVARIANT OF GROWTH								JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE				5	3			478	493		10.1037//0096-1523.5.3.478			1979	1979																		0096-1523			WOS:A1979HF33100007	528953	
J	PITTENGER, JB; SHAW, RE								AGING FACES AS VISCAL-ELASTIC EVENTS - IMPLICATIONS FOR A THEORY OF NONRIGID SHAPE PERCEPTION								JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE				1	4			374	382		10.1037//0096-1523.1.4.374			1975	1975																		0096-1523			WOS:A1975AU28100007	1185124	
J	ROWLAND, DA; PERRETT, DI								MANIPULATING FACIAL APPEARANCE THROUGH SHAPE AND COLOR								IEEE COMPUTER GRAPHICS AND APPLICATIONS				15	5			70	76		10.1109/38.403830			SEP 1995	1995																		0272-1716	1558-1756		WOS:A1995RQ19800012		
