PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Alroy, J				Alroy, John/B-4585-2009				A multispecies overkill simulation of the end-Pleistocene megafaunal mass extinction								SCIENCE				292	5523			1893	1896		10.1126/science.1059342			JUN 8 2001	2001																		0036-8075			WOS:000169200700043	11397940	
J	Anderson, RP; Lew, D; Peterson, AT				Peterson, A. Townsend/I-5697-2013	Peterson, A. Townsend/0000-0003-0243-2379			Evaluating predictive models of species' distributions: criteria for selecting optimal models								ECOLOGICAL MODELLING				162	3			211	232	PII S0304-3800(02)00349-6	10.1016/S0304-3800(02)00349-6			APR 15 2003	2003																		0304-3800	1872-7026		WOS:000182470200003		
J	Bachelet, D; Neilson, RP; Lenihan, JM; Drapek, RJ				Neilson, Ronald/A-8588-2009				Climate change effects on vegetation distribution and carbon budget in the United States								ECOSYSTEMS				4	3			164	185		10.1007/s10021-001-0002-7			APR 2001	2001																		1432-9840			WOS:000169052000002		
J	Bakkenes, M; Alkemade, JRM; Ihle, F; Leemans, R; Latour, JB				Leemans, Rik/A-1548-2009	Leemans, Rik/0000-0002-4001-6301			Assessing effects of forecasted climate change on the diversity and distribution of European higher plants for 2050								GLOBAL CHANGE BIOLOGY				8	4			390	407		10.1046/j.1354-1013.2001.00467.x			APR 2002	2002																		1354-1013			WOS:000175570200009		
J	Barnosky, AD; Hadly, EA; Bell, CJ								Mammalian response to global warming on varied temporal scales								JOURNAL OF MAMMALOGY				84	2			354	368		10.1644/1545-1542(2003)084<0354:MRTGWO>2.0.CO;2			MAY 2003	2003																		0022-2372			WOS:000183284500002		
J	Berry, PM; Dawson, TP; Harrison, PA; Pearson, RG				Dawson, Terence/E-4724-2011	Dawson, Terence/0000-0002-4314-1378			Modelling potential impacts of climate change on the bioclimatic envelope of species in Britain and Ireland								GLOBAL ECOLOGY AND BIOGEOGRAPHY				11	6			453	462		10.1046/j.1466-822x.2002.00304.x			NOV 2002	2002																		0960-7447			WOS:000179978200003		
J	BRADSHAW, AD								THE CROONIAN LECTURE, 1991 - GENOSTASIS AND THE LIMITS TO EVOLUTION								PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON SERIES B-BIOLOGICAL SCIENCES				333	1267			289	305		10.1098/rstb.1991.0079			AUG 29 1991	1991																		0962-8436			WOS:A1991GE08500014	1682961	
J	BROWN, JS; PAVLOVIC, NB				Brown, Joel/J-2624-2012				EVOLUTION IN HETEROGENEOUS ENVIRONMENTS - EFFECTS OF MIGRATION ON HABITAT SPECIALIZATION								EVOLUTIONARY ECOLOGY				6	5			360	382		10.1007/BF02270698			SEP 1992	1992																		0269-7653			WOS:A1992JJ79400002		
J	Cramer, W; Bondeau, A; Woodward, FI; Prentice, IC; Betts, RA; Brovkin, V; Cox, PM; Fisher, V; Foley, JA; Friend, AD; Kucharik, C; Lomas, MR; Ramankutty, N; Sitch, S; Smith, B; White, A; Young-Molling, C				Woodward, Ian/B-7762-2008; Bondeau, Alberte/E-9909-2012; Brovkin, Victor/I-7450-2012; Cramer, Wolfgang/B-8221-2008; Sitch, Stephen/F-8034-2015; Betts, Richard/P-8976-2015; Brovkin, Victor/C-2803-2016; Smith, Benjamin/I-1212-2016; Cox, Peter/B-3299-2012	Cramer, Wolfgang/0000-0002-9205-5812; Sitch, Stephen/0000-0003-1821-8561; Brovkin, Victor/0000-0001-6420-3198; Smith, Benjamin/0000-0002-6987-5337; Ramankutty, Navin/0000-0002-3737-5717			Global response of terrestrial ecosystem structure and function to CO2 and climate change: results from six dynamic global vegetation models								GLOBAL CHANGE BIOLOGY				7	4			357	373		10.1046/j.1365-2486.2001.00383.x			APR 2001	2001																		1354-1013			WOS:000169084700003		
J	DANSGAARD, W; JOHNSEN, SJ; CLAUSEN, HB; DAHLJENSEN, D; GUNDESTRUP, NS; HAMMER, CU; HVIDBERG, CS; STEFFENSEN, JP; SVEINBJORNSDOTTIR, AE; JOUZEL, J; BOND, G				Hvidberg, Christine/E-8934-2015; Dahl-Jensen, Dorthe/N-4401-2016	Hvidberg, Christine/0000-0002-9665-1339; Dahl-Jensen, Dorthe/0000-0002-1474-1948; Steffensen, Jorgen Peder/0000-0002-5516-1093			EVIDENCE FOR GENERAL INSTABILITY OF PAST CLIMATE FROM A 250-KYR ICE-CORE RECORD								NATURE				364	6434			218	220		10.1038/364218a0			JUL 15 1993	1993																		0028-0836			WOS:A1993LM68300050		
