PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Breiman, L								Bagging predictors								MACHINE LEARNING				24	2			123	140		10.1007/BF00058655			AUG 1996	1996																		0885-6125			WOS:A1996UZ38000003		
J	COHN, D; ATLAS, L; LADNER, R								IMPROVING GENERALIZATION WITH ACTIVE LEARNING								MACHINE LEARNING				15	2			201	221		10.1023/A:1022673506211			MAY 1994	1994																		0885-6125			WOS:A1994NU00100005		
S	d'Alche-Buc, F; Grandvalet, Y; Arnbroise, C						Dietterich, TG; Becker, S; Ghahramani, Z		Semi-supervised MarginBoost								ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 14, VOLS 1 AND 2		ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS		14				553	560					2002	2002						15th Annual Conference on Neural Information Processing Systems (NIPS)15th Annual Conference on Neural Information Processing Systems (NIPS)	DEC 03-08, 2001DEC 03-08, 2001		VANCOUVER, CANADAVANCOUVER, CANADA									1049-5258		0-262-04208-8	WOS:000180520100069		
S	Dasgupta, S; Littman, ML; McAllester, D						Dietterich, TG; Becker, S; Ghahramani, Z		PAC generalization bounds for co-training								ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 14, VOLS 1 AND 2		ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS		14				375	382					2002	2002						15th Annual Conference on Neural Information Processing Systems (NIPS)15th Annual Conference on Neural Information Processing Systems (NIPS)	DEC 03-08, 2001DEC 03-08, 2001		VANCOUVER, CANADAVANCOUVER, CANADA									1049-5258		0-262-04208-8	WOS:000180520100047		
J	DEMPSTER, AP; LAIRD, NM; RUBIN, DB								MAXIMUM LIKELIHOOD FROM INCOMPLETE DATA VIA EM ALGORITHM								JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL				39	1			1	38					1977	1977																		0035-9246			WOS:A1977DM46400001		
S	Miller, DJ; Uyar, HS						Mozer, MC; Jordan, MI; Petsche, T		A mixture of experts classifier with learning based on both labelled and unlabelled data								ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 9: PROCEEDINGS OF THE 1996 CONFERENCE		ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS		9				571	577					1997	1997						10th Annual Conference on Neural Information Processing Systems (NIPS)10th Annual Conference on Neural Information Processing Systems (NIPS)	DEC 02-05, 1996DEC 02-05, 1996	NIPS FdnNIPS Fdn	DENVER, CODENVER, CO									1049-5258		0-262-10065-7	WOS:A1997BH93C00081		
J	Muhlenbach, F; Lallich, S; Zighed, DA								Identifying and handling mislabelled instances								JOURNAL OF INTELLIGENT INFORMATION SYSTEMS				22	1			89	109		10.1023/A:1025832930864			JAN 2004	2004						13th International Symposium on Methodologies for Intelligent Systems (ISMIS 2002)13th International Symposium on Methodologies for Intelligent Systems (ISMIS 2002)	JUN 27-29, 2002JUN 27-29, 2002	Univ Claude Bernard Lyon 1; Univ Lumiere Lyon 2; Inst Natl Sci Appl LyonUniv Claude Bernard Lyon 1; Univ Lumiere Lyon 2; Inst Natl Sci Appl Lyon	LYON, FRANCELYON, FRANCE									0925-9902			WOS:000185571500006		
J	Nigam, K; McCallum, AK; Thrun, S; Mitchell, T								Text classification from labeled and unlabeled documents using EM								MACHINE LEARNING				39	2-3			103	134		10.1023/A:1007692713085			MAY 2000	2000																		0885-6125	1573-0565		WOS:000085960100002		
B	Pierce, D; Cardie, C						Lee, L; Harman, D		Limitations of co-training for natural language learning from large datasets								PROCEEDINGS OF THE 2001 CONFERENCE ON EMPIRICAL METHODS IN NATURAL LANGUAGE PROCESSING								1	9					2001	2001						Conference on Empirical Methods in Natural Language ProcessingConference on Empirical Methods in Natural Language Processing	JUN 03-04, 2001JUN 03-04, 2001	Intelligent Informat Syst Inst; USAF Res LabIntelligent Informat Syst Inst; USAF Res Lab	Carnegie Mellon Univ, Pittsburgh, PACarnegie Mellon Univ, Pittsburgh, PA											*************	WOS:000223093700001		
B	Riloff, E; Jones, R			AAAI; AAAI					Learning dictionaries for information extraction by multi-level bootstrapping								SIXTEENTH NATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE (AAAI-99)/ELEVENTH INNOVATIVE APPLICATIONS OF ARTIFICIAL INTELLIGENCE (IAAI-99)								474	479					1999	1999						16th National Conference on Artificial Intelligence (AAAI-99)/11th Conference on Innovative Applications of Artificial Intelligence (IAAI-99)16th National Conference on Artificial Intelligence (AAAI-99)/11th Conference on Innovative Applications of Artificial Intelligence (IAAI-99)	JUL 18-22, 1999JUL 18-22, 1999	Amer Assoc Artificial Intelligence; ACM,SIGART; US Def, Adv Res Projects Agcy; Microsoft Corp; USN, Res Lab; USN, Off Naval Res; NASA, Ames Res Ctr; NSF; Rent CompAmer Assoc Artificial Intelligence; ACM,SIGART; US Def, Adv Res Projects Agcy; Microsoft Corp; USN, Res Lab; USN, Off Naval Res; NASA, Ames Res Ctr; NSF; Rent Comp	ORLANDO, FLORLANDO, FL											0-262-51106-1	WOS:000089853000067		
