PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Barnard, K; Duygulu, P; Forsyth, D; de Freitas, N; Blei, DM; Jordan, MI				Duygulu, Pinar/N-2707-2013	Duygulu, Pinar/0000-0002-6420-2838; Barnard, Kobus/0000-0002-8568-9518			Matching words and pictures								JOURNAL OF MACHINE LEARNING RESEARCH				3	6			1107	1135		10.1162/153244303322533214			AUG 15 2003	2003						Workshop on Machine Learning Methods for Text and ImagesWorkshop on Machine Learning Methods for Text and Images	20012001		VANCOUVER, CANADAVANCOUVER, CANADA									1532-4435			WOS:000186002400005		
J	Blum, A; Kalai, A								A note on learning from multiple-instance examples								MACHINE LEARNING				30	1			23	29		10.1023/A:1007402410823			JAN 1998	1998						9th Annual Conference on Computational Learning Theory (COLT 96)9th Annual Conference on Computational Learning Theory (COLT 96)	JUN 28-JUL 01, 1996JUN 28-JUL 01, 1996		DESENZANO GARDA, ITALYDESENZANO GARDA, ITALY									0885-6125			WOS:000072499800003		
J	Burges, CJC								A tutorial on Support Vector Machines for pattern recognition								DATA MINING AND KNOWLEDGE DISCOVERY				2	2			121	167		10.1023/A:1009715923555			JUN 1998	1998																		1384-5810			WOS:000076132400002		
J	Carson, C; Belongie, S; Greenspan, H; Malik, J								Blobworld: Image segmentation using expectation-maximization and its application to image querying								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				24	8			1026	1038		10.1109/TPAMI.2002.1023800			AUG 2002	2002																		0162-8828	1939-3539		WOS:000177115100002		
J	Chapelle, O; Haffner, P; Vapnik, VN								Support vector machines for histogram-based image classification								IEEE TRANSACTIONS ON NEURAL NETWORKS				10	5			1055	1064		10.1109/72.788646			SEP 1999	1999																		1045-9227	1941-0093		WOS:000082372100008	18252608	
J	Chen, YX; Wang, JZ								A region-based fuzzy feature matching approach to content-based image retrieval								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				24	9			1252	1267		10.1109/TPAMI.2002.1033216			SEP 2002	2002																		0162-8828	1939-3539		WOS:000177640500008		
J	Dietterich, TG; Lathrop, RH; LozanoPerez, T				Lozano-Perez, Tomas/J-9374-2012	Lozano-Perez, Tomas/0000-0002-8657-2450			Solving the multiple instance problem with axis-parallel rectangles								ARTIFICIAL INTELLIGENCE				89	1-2			31	71		10.1016/S0004-3702(96)00034-3			JAN 1997	1997																		0004-3702			WOS:A1997WM88500002		
J	Gdalyahu, Y; Weinshall, D								Flexible syntactic matching of curves and its application to automatic hierarchical classification of silhouettes								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				21	12			1312	1328		10.1109/34.817410			DEC 1999	1999																		0162-8828			WOS:000084828100005		
J	GERSHO, A								ASYMPTOTICALLY OPTIMAL BLOCK QUANTIZATION								IEEE TRANSACTIONS ON INFORMATION THEORY				25	4			373	380		10.1109/TIT.1979.1056067			1979	1979																		0018-9448			WOS:A1979HC93400001		
S	GORKANI, MM; PICARD, RW			INT ASSOC PATTERN RECOGNIT					TEXTURE ORIENTATION FOR SORTING PHOTOS AT A GLANCE								PROCEEDINGS OF THE 12TH IAPR INTERNATIONAL CONFERENCE ON PATTERN RECOGNITION - CONFERENCE A: COMPUTER VISION & IMAGE PROCESSING		INTERNATIONAL CONFERENCE ON PATTERN RECOGNITION						459	464					1994	1994						Conference A on Computer Vision and Image Processing, at the 12th IAPR International Conference on Pattern RecognitionConference A on Computer Vision and Image Processing, at the 12th IAPR International Conference on Pattern Recognition	OCT 09-13, 1994OCT 09-13, 1994	INT ASSOC PATTERN RECOGNIT; IEEE, COMP SOC; INFORMAT PROC ASSOC ISRAELINT ASSOC PATTERN RECOGNIT; IEEE, COMP SOC; INFORMAT PROC ASSOC ISRAEL	JERUSALEM, ISRAELJERUSALEM, ISRAEL									1051-4651		0-8186-6265-4	WOS:A1994BC05K00087		
J	Joachims, T						Scholkopf, B; Burges, CJC; Smola, AJ		Making large-scale support vector machine learning practical								ADVANCES IN KERNEL METHODS								169	184					1999	1999																					CCC:000078344100011		
J	Li, J; Wang, JZ								Automatic linguistic indexing of pictures by a statistical modeling approach								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				25	9			1075	1088		10.1109/TPAMI.2003.1227984			SEP 2003	2003																		0162-8828			WOS:000184977300004		
