PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	ANDERSON, JR								THE ADAPTIVE NATURE OF HUMAN CATEGORIZATION								PSYCHOLOGICAL REVIEW				98	3			409	429		10.1037/0033-295X.98.3.409			JUL 1991	1991																		0033-295X			WOS:A1991FX73300006		
J	Atran, S								Folk biology and the anthropology of science: Cognitive universals and cultural particulars								BEHAVIORAL AND BRAIN SCIENCES				21	4			547	+					AUG 1998	1998																		0140-525X			WOS:000076909200054	10097021	
J	Blei, David M.; Griffiths, Thomas L.; Jordan, Michael I.								The Nested Chinese Restaurant Process and Bayesian Nonparametric Inference of Topic Hierarchies								JOURNAL OF THE ACM				57	2					7	10.1145/1667053.1667056			JAN 2010	2010																		0004-5411	1557-735X		WOS:000274379800003		
J	Brown, Scott D.; Steyvers, Mark								Detecting and predicting changes								COGNITIVE PSYCHOLOGY				58	1			49	67		10.1016/j.cogpsych.2008.09.002			FEB 2009	2009																		0010-0285	1095-5623		WOS:000262119300002	18976988	
J	Chater, Nick; Manning, Chrisiopher D.				Manning, Christopher/A-1358-2007				Probabilistic models of language processing and acquisition								TRENDS IN COGNITIVE SCIENCES				10	7			335	344		10.1016/j.tics.2006.05.006			JUL 2006	2006						Workshop on Probabilistic Models of Cognition - The Mathematics of MindIPAM Workshop on Probabilistic Models of Cognition - Mathematics of MindWorkshop on Probabilistic Models of Cognition - The Mathematics of MindIPAM Workshop on Probabilistic Models of Cognition - Mathematics of Mind	JAN, 2005JAN 24-28, 2005JAN, 2005JAN 24-28, 2005	IPAMIPAM	UCLA, Inst Pure & Appl Math, Los Angeles, CAUniv Calif, Los Angeles, Los Angeles, CAUCLA, Inst Pure & Appl Math, Los Angeles, CAUniv Calif, Los Angeles, Los Angeles, CA									1364-6613	1879-307X		WOS:000239648200008	16784883	
J	Fiser, Jozsef; Berkes, Pietro; Orban, Gergo; Lengyel, Mate					Lengyel, Mate/0000-0001-7266-0049			Statistically optimal perception and learning: from behavior to neural representations								TRENDS IN COGNITIVE SCIENCES				14	3			119	130		10.1016/j.tics.2010.01.003			MAR 2010	2010																		1364-6613			WOS:000275605900004	20153683	
J	Goldwater, Sharon; Griffiths, Thomas L.; Johnson, Mark								A Bayesian framework for word segmentation: Exploring the effects of context								COGNITION				112	1			21	54		10.1016/j.cognition.2009.03.008			JUL 2009	2009																		0010-0277			WOS:000267581400002	19409539	
J	Goodman, Noah D.; Ullman, Tomer D.; Tenenbaum, Joshua B.								Learning a Theory of Causality								PSYCHOLOGICAL REVIEW				118	1			110	119		10.1037/a0021336			JAN 2011	2011																		0033-295X			WOS:000286560500007	21244189	
J	Gopnik, A; Glymour, C; Sobel, DM; Schulz, LE; Kushnir, T; Danks, D				Kushnir, Tamar/K-7743-2012				A theory of causal learning in children: Causal maps and Bayes nets								PSYCHOLOGICAL REVIEW				111	1			3	32		10.1037/0033-295X.111.1.3			JAN 2004	2004																		0033-295X			WOS:000188205300001	14756583	
J	Griffiths, Thomas L.; Tenenbaum, Joshua B.								From mere coincidences to meaningful discoveries								COGNITION				103	2			180	226		10.1016/j.cognition.2006.03.004			MAY 2007	2007																		0010-0277			WOS:000245305000002	16678145	
J	Griffiths, Thomas L.; Steyvers, Mark; Tenenbaum, Joshua B.								Topics in semantic representation								PSYCHOLOGICAL REVIEW				114	2			211	244		10.1037/0033-295X.114.2.211			APR 2007	2007																		0033-295X	1939-1471		WOS:000245764200001	17500626	
J	Griffiths, Thomas L.; Tenenbaum, Joshua B.								Optimal predictions in everyday cognition								PSYCHOLOGICAL SCIENCE				17	9			767	773		10.1111/j.1467-9280.2006.01780.x			SEP 2006	2006																		0956-7976			WOS:000240568800007	16984293	
J	Griffiths, Thomas L.; Chater, Nick; Kemp, Charles; Perfors, Amy; Tenenbaum, Joshua B.								Probabilistic models of cognition: exploring representations and inductive biases								TRENDS IN COGNITIVE SCIENCES				14	8			357	364		10.1016/j.tics.2010.05.004			AUG 2010	2010																		1364-6613			WOS:000281099600010	20576465	
J	Griffiths, TL; Tenenbaum, JB								Structure and strength in causal induction								COGNITIVE PSYCHOLOGY				51	4			334	384		10.1016/j.cogpsych.2005.05.004			DEC 2005	2005																		0010-0285	1095-5623		WOS:000233880800002	16168981	
