PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	BARTO, AG; SUTTON, RS; ANDERSON, CW								NEURONLIKE ADAPTIVE ELEMENTS THAT CAN SOLVE DIFFICULT LEARNING CONTROL-PROBLEMS								IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS				13	5			834	846					1983	1983																		0018-9472			WOS:A1983SC59500020		
J	Baxter, J; Bartlett, PL; Weaver, L					Bartlett, Peter/0000-0002-8760-3140			Experiments with infinite-horizon, policy-gradient estimation								JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH				15				351	381					2001	2001																		1076-9757	1943-5037		WOS:000172202600001		
J	Chepuri, K; Homem-de-Mello, T				Homem-de-Mello, Tito/B-7467-2009				Solving the vehicle routing problem with stochastic demands using the cross-entropy method								ANNALS OF OPERATIONS RESEARCH				134	1			153	181		10.1007/s10479-005-5729-7			JAN 2005	2005																		0254-5330			WOS:000228195500007		
J	Cohen, I; Golany, B; Shtub, A								Managing stochastic, finite capacity, multi-project systems through the cross-entropy methodology								ANNALS OF OPERATIONS RESEARCH				134	1			183	199		10.1007/s10479-005-5730-1			JAN 2005	2005																		0254-5330			WOS:000228195500008		
J	de Boer, PT; Kroese, DP; Rubinstein, RY				Kroese, Dirk/B-2029-2008	Kroese, Dirk/0000-0003-2281-9431			A fast cross-entropy method for estimating buffer overflows in queueing networks								MANAGEMENT SCIENCE				50	7			883	895		10.1287/mnsc.1030.0139			JUL 2004	2004																		0025-1909			WOS:000222838300003		
B	de Boer, PT; Kroese, DP; Rubinstein, RY					Kroese, Dirk/0000-0003-2281-9431	Yucesan, E; Chen, CH; Snowdon, JL; Charnes, JM		Estimating buffer overflows in three stages using cross-entropy								PROCEEDINGS OF THE 2002 WINTER SIMULATION CONFERENCE, VOLS 1 AND 2								301	309					2002	2002						35th Winter Simulation Conference35th Winter Simulation Conference	DEC 08-11, 2002DEC 08-11, 2002	Amer Stat Assoc; ACM SIGSIM; IEEE Comp Soc; IEEE Syst, Man & Cybernet Soc; Inst Ind Engineers; Inst Operat Res & Management Sci, Coll Simulat; Natl Inst Stand & Technol; Sci Modeling & Simulat IntAmer Stat Assoc; ACM SIGSIM; IEEE Comp Soc; IEEE Syst, Man & Cybernet Soc; Inst Ind Engineers; Inst Operat Res & Management Sci, Coll Simulat; Natl Inst Stand & Technol; Sci Modeling & Simulat Int	SAN DIEGO, CASAN DIEGO, CA											0-7803-7614-5	WOS:000180358500038		
J	Dorigo, M; Di Caro, G; Gambardella, LM				Dorigo, Marco/B-5664-2013	Dorigo, Marco/0000-0002-3971-0507			Ant algorithms for discrete optimization								ARTIFICIAL LIFE				5	2			137	172		10.1162/106454699568728			1999	1999																		1064-5462	1530-9185		WOS:000084749000004	10633574	
J	Gutjahr, WJ					Gutjahr, Walter/0000-0003-1494-2501			Graph-based Ant System and its convergence								FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE				16	8			873	888		10.1016/S0167-739X(00)00044-3			JUN 2000	2000						1st International Workshop on Ant Colony Optimization (ANTS 98)1st International Workshop on Ant Colony Optimization (ANTS 98)	OCT 15-16, 1998OCT 15-16, 1998		BRUSSELS, BELGIUMBRUSSELS, BELGIUM									0167-739X	1872-7115		WOS:000087802600003		
J	Hui, KP; Bean, N; Kraetzl, M; Kroese, DP				Kroese, Dirk/B-2029-2008	Bean, Nigel/0000-0002-5351-3104; Kroese, Dirk/0000-0003-2281-9431			The cross-entropy method for network reliability estimation								ANNALS OF OPERATIONS RESEARCH				134	1			101	118		10.1007/s10479-005-5726-x			JAN 2005	2005																		0254-5330			WOS:000228195500004		
J	Kaelbling, LP; Littman, ML; Moore, AW								Reinforcement learning: A survey								JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH				4				237	285					1996	1996																		1076-9757			WOS:A1996UJ31200001		
B	Keith, J; Kroese, DP					Keith, Jonathan/0000-0002-9675-3976; Kroese, Dirk/0000-0003-2281-9431	Yucesan, E; Chen, CH; Snowdon, JL; Charnes, JM		Sequence alignment by rare event simulation								PROCEEDINGS OF THE 2002 WINTER SIMULATION CONFERENCE, VOLS 1 AND 2								320	327					2002	2002						35th Winter Simulation Conference35th Winter Simulation Conference	DEC 08-11, 2002DEC 08-11, 2002	Amer Stat Assoc; ACM SIGSIM; IEEE Comp Soc; IEEE Syst, Man & Cybernet Soc; Inst Ind Engineers; Inst Operat Res & Management Sci, Coll Simulat; Natl Inst Stand & Technol; Sci Modeling & Simulat IntAmer Stat Assoc; ACM SIGSIM; IEEE Comp Soc; IEEE Syst, Man & Cybernet Soc; Inst Ind Engineers; Inst Operat Res & Management Sci, Coll Simulat; Natl Inst Stand & Technol; Sci Modeling & Simulat Int	SAN DIEGO, CASAN DIEGO, CA											0-7803-7614-5	WOS:000180358500040		
J	Kroese, DP; Rubinstein, RY				Kroese, Dirk/B-2029-2008	Kroese, Dirk/0000-0003-2281-9431			The transform likelihood ratio method for rare event simulation with heavy tails								QUEUEING SYSTEMS				46	3-4			317	351		10.1023/B:QUES.0000027989.97672.be			MAR-APR 2004	2004						International Seminar on Applied Stochastic Models and Information ProcessesInternational Seminar on Applied Stochastic Models and Information Processes	SEP 08-12, 2002SEP 08-12, 2002		Petrozavodsk, RUSSIAPetrozavodsk, RUSSIA									0257-0130			WOS:000221461500007		
