PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	ATLAS, L; COLE, R; MUTHUSAMY, Y; LIPPMAN, A; CONNOR, J; PARK, D; ELSHARKAWI, M; MARKS, RJ								A PERFORMANCE COMPARISON OF TRAINED MULTILAYER PERCEPTRONS AND TRAINED CLASSIFICATION TREES								PROCEEDINGS OF THE IEEE				78	10			1614	1619		10.1109/5.58347			OCT 1990	1990																		0018-9219			WOS:A1990ED76600012		
J	COST, S; SALZBERG, S				Salzberg, Steven/F-6162-2011	Salzberg, Steven/0000-0002-8859-7432			A WEIGHTED NEAREST NEIGHBOR ALGORITHM FOR LEARNING WITH SYMBOLIC FEATURES								MACHINE LEARNING				10	1			57	78		10.1007/BF00993481			JAN 1993	1993																		0885-6125			WOS:A1993KL35400002		
J	GENNARI, JH; LANGLEY, P; FISHER, D					Gennari, John/0000-0001-8254-4957			MODELS OF INCREMENTAL CONCEPT-FORMATION								ARTIFICIAL INTELLIGENCE				40	1-3			11	61		10.1016/0004-3702(89)90046-5			SEP 1989	1989																		0004-3702			WOS:A1989AN72200002		
J	HINTON, GE								CONNECTIONIST LEARNING PROCEDURES								ARTIFICIAL INTELLIGENCE				40	1-3			185	234		10.1016/0004-3702(89)90049-0			SEP 1989	1989																		0004-3702	1872-7921		WOS:A1989AN72200005		
J	KING, RD; MUGGLETON, S; LEWIS, RA; STERNBERG, MJE					King, Ross/0000-0001-7208-4387			DRUG DESIGN BY MACHINE LEARNING - THE USE OF INDUCTIVE LOGIC PROGRAMMING TO MODEL THE STRUCTURE-ACTIVITY-RELATIONSHIPS OF TRIMETHOPRIM ANALOGS BINDING TO DIHYDROFOLATE-REDUCTASE								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				89	23			11322	11326		10.1073/pnas.89.23.11322			DEC 1 1992	1992																		0027-8424			WOS:A1992KA90300046	1454814	
J	LACHER, RC; HRUSKA, SI; KUNCICKY, DC								BACK-PROPAGATION LEARNING IN EXPERT NETWORKS								IEEE TRANSACTIONS ON NEURAL NETWORKS				3	1			62	72		10.1109/72.105418			JAN 1992	1992																		1045-9227			WOS:A1992GR70900006	18276406	
J	LEBOWITZ, M								INTEGRATED LEARNING - CONTROLLING EXPLANATION								COGNITIVE SCIENCE				10	2			219	240		10.1207/s15516709cog1002_5			APR-JUN 1986	1986																		0364-0213			WOS:A1986C501900005		
J	MACLIN, R; SHAVLIK, JW								USING KNOWLEDGE-BASED NEURAL NETWORKS TO IMPROVE ALGORITHMS - REFINING THE CHOU-FASMAN ALGORITHM FOR PROTEIN-FOLDING								MACHINE LEARNING				11	2-3			195	215					MAY-JUN 1993	1993																		0885-6125			WOS:A1993LL86300005		
J	MUGGLETON, S; KING, RD; STERNBERG, MJE					King, Ross/0000-0001-7208-4387			PROTEIN SECONDARY STRUCTURE PREDICTION USING LOGIC-BASED MACHINE LEARNING								PROTEIN ENGINEERING				5	7			647	657		10.1093/protein/5.7.647			OCT 1992	1992																		0269-2139			WOS:A1992JY14300008	1480619	
