PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Bai, ZD				Bai, Zhidong/C-1747-2012	Bai, Zhidong/0000-0002-5300-5513			Methodologies in spectral analysis of large dimensional random matrices, a review								STATISTICA SINICA				9	3			611	662					JUL 1999	1999																		1017-0405			WOS:000081744000001		
J	Candes, Emmanuel; Tao, Terence				Tao, Terence/M-1837-2015				The Dantzig selector: Statistical estimation when p is much larger than n								ANNALS OF STATISTICS				35	6			2313	2351		10.1214/009053606000001523			DEC 2007	2007																		0090-5364			WOS:000253077800001		
J	Donoho, David L.								For most large underdetermined systems of equations, the minimal l(1)-norm near-solution approximates the sparsest near-solution								COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS				59	7			907	934		10.1002/cpa.20131			JUL 2006	2006																		0010-3640			WOS:000237686000001		
J	DONOHO, DL; JOHNSTONE, IM								MINIMAX RISK OF L(P)-BALLS FOR L(Q)-ERROR								PROBABILITY THEORY AND RELATED FIELDS				99	2			277	303		10.1007/BF01199026			JUN 1994	1994																		0178-8051			WOS:A1994NV10700007		
J	Efron, B; Hastie, T; Johnstone, I; Tibshirani, R								Least angle regression								ANNALS OF STATISTICS				32	2			407	451					APR 2004	2004																		0090-5364			WOS:000221411000001		
J	Efron, Bradley; Hastie, Trevor; Tibshiran, Robert								Discussion: The Dantzig selector: Statistical estimation when p is much larger than n								ANNALS OF STATISTICS				35	6			2358	2364		10.1214/009053607000000433			DEC 2007	2007																		0090-5364			WOS:000253077800003		
J	FOSTER, DP; GEORGE, EI								THE RISK INFLATION CRITERION FOR MULTIPLE-REGRESSION								ANNALS OF STATISTICS				22	4			1947	1975		10.1214/aos/1176325766			DEC 1994	1994																		0090-5364			WOS:A1994QX01100021		
J	GEMAN, S								A LIMIT-THEOREM FOR THE NORM OF RANDOM MATRICES								ANNALS OF PROBABILITY				8	2			252	261		10.1214/aop/1176994775			1980	1980																		0091-1798			WOS:A1980JU39200005		
J	Greenshtein, E; Ritov, Y								Persistence in high-dimensional linear predictor selection and the virtue of overparametrization								BERNOULLI				10	6			971	988		10.3150/bj/1106314846			DEC 2004	2004						Workshop on High-Dimensional DataWorkshop on High-Dimensional Data	SEP 09-20, 2002SEP 09-20, 2002		Leiden, NETHERLANDSLeiden, NETHERLANDS									1350-7265			WOS:000226202300004		
J	Knight, K; Fu, WJ								Asymptotics for Lasso-type estimators								ANNALS OF STATISTICS				28	5			1356	1378					OCT 2000	2000																		0090-5364			WOS:000167321200005		
J	Leng, Chenlei; Lin, Yi; Wahba, Grace								A note on the Lasso and related procedures in model selection								STATISTICA SINICA				16	4			1273	1284					OCT 2006	2006																		1017-0405			WOS:000242276900011		
J	Meinshausen, Nicolai; Buehlmann, Peter				Buhlmann, Peter/A-2107-2013	Buhlmann, Peter/0000-0002-1782-6015			High-dimensional graphs and variable selection with the Lasso								ANNALS OF STATISTICS				34	3			1436	1462		10.1214/009053606000000281			JUN 2006	2006																		0090-5364			WOS:000239471300013		
J	Osborne, MR; Presnell, B; Turlach, BA				Turlach, Berwin/A-4995-2008	Turlach, Berwin/0000-0001-8795-471X			A new approach to variable selection in least squares problems								IMA JOURNAL OF NUMERICAL ANALYSIS				20	3			389	403		10.1093/imanum/20.3.389			JUL 2000	2000																		0272-4979			WOS:000088551000003		
J	Osborne, MR; Presnell, B; Turlach, BA				Turlach, Berwin/A-4995-2008	Turlach, Berwin/0000-0001-8795-471X			On the LASSO and its dual								JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS				9	2			319	337		10.2307/1390657			JUN 2000	2000																		1061-8600			WOS:000088050000007		
J	SILVERSTEIN, JW								THE SMALLEST EIGENVALUE OF A LARGE DIMENSIONAL WISHART MATRIX								ANNALS OF PROBABILITY				13	4			1364	1368		10.1214/aop/1176992819			1985	1985																		0091-1798			WOS:A1985AVM6600022		
J	Tibshirani, R								Regression shrinkage and selection via the Lasso								JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL				58	1			267	288					1996	1996																		0035-9246			WOS:A1996TU31400017		
J	Zhao, Peng; Yu, Bin								On model selection consistency of Lasso								JOURNAL OF MACHINE LEARNING RESEARCH				7				2541	2563					NOV 2006	2006																		1532-4435			WOS:000245390700010		
J	Zou, Hui								The adaptive lasso and its oracle properties								JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION				101	476			1418	1429		10.1198/016214506000000735			DEC 2006	2006																		0162-1459			WOS:000242869700012		
