PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Belkin, M; Niyogi, P								Semi-supervised learning on Riemannian manifolds								MACHINE LEARNING				56	1-3			209	239		10.1023/B:MACH.0000033120.25363.1e			JUL-SEP 2004	2004																		0885-6125			WOS:000222264700009		
J	Bischof, H; Leonardis, A								Finding optimal neural networks for land use classification								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				36	1			337	341		10.1109/36.655348			JAN 1998	1998																		0196-2892			WOS:000071615500036		
J	Bruzzone, Lorenzo; Chi, Mingmin; Marconcini, Mattia				Bruzzone, Lorenzo/A-2076-2012	Bruzzone, Lorenzo/0000-0002-6036-459X			A novel transductive SVM for semisupervised classification of remote-sensing images								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				44	11			3363	3373		10.1109/TGRS.2006.877950			NOV 2006	2006																		0196-2892	1558-0644		WOS:000241933600015		
J	CAILLOL, H; HILLION, A; PIECZYNSKI, W								FUZZY RANDOM-FIELDS AND UNSUPERVISED IMAGE SEGMENTATION								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				31	4			801	810		10.1109/36.239902			JUL 1993	1993						12TH IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMP ( IGARSS 92 )12TH IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMP ( IGARSS 92 )	MAY 26-29, 1992MAY 26-29, 1992	IEEE, GEOSCI & REMOTE SENSING SOC; UNION RADIO SCI ENGINEERSIEEE, GEOSCI & REMOTE SENSING SOC; UNION RADIO SCI ENGINEERS	LEAGUE CITY, TXLEAGUE CITY, TX									0196-2892			WOS:A1993ME12200007		
J	Camps-Valls, G; Gomez-Chova, L; Munoz-Mari, J; Vila-Frances, J; Calpe-Maravilla, J				Camps-Valls, Gustavo/A-2532-2011; Gomez-Chova, Luis/M-7367-2015	Camps-Valls, Gustavo/0000-0003-1683-2138; Gomez-Chova, Luis/0000-0003-3924-1269; Munoz-Mari, Jordi/0000-0002-3014-3921			Composite kernels for hyperspectral image classification								IEEE GEOSCIENCE AND REMOTE SENSING LETTERS				3	1			93	97		10.1109/LGRS.2005.857031			JAN 2006	2006																		1545-598X	1558-0571		WOS:000234898700020		
J	Camps-Valls, G; Bruzzone, L				Camps-Valls, Gustavo/A-2532-2011; Bruzzone, Lorenzo/A-2076-2012	Camps-Valls, Gustavo/0000-0003-1683-2138; Bruzzone, Lorenzo/0000-0002-6036-459X			Kernel-based methods for hyperspectral image classification								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				43	6			1351	1362		10.1109/TGRS.2005.846154			JUN 2005	2005																		0196-2892	1558-0644		WOS:000229586900012		
J	Camps-Valls, G; Gomez-Chova, L; Calpe-Maravilla, J; Martin-Guerrero, JD; Soria-Olivas, E; Alonso-Chorda, L; Moreno, J				Martin-Guerrero, Jose/L-8146-2014; Gomez-Chova, Luis/M-7367-2015	Martin-Guerrero, Jose/0000-0001-9378-0285; Gomez-Chova, Luis/0000-0003-3924-1269; Soria Olivas, Emilio/0000-0002-9148-8405			Robust support vector method for hyperspectral data classification and knowledge discovery								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				42	7			1530	1542		10.1109/TGRS.2004.827262			JUL 2004	2004																		0196-2892	1558-0644		WOS:000222723400020		
J	CIVCO, DL								ARTIFICIAL NEURAL NETWORKS FOR LAND-COVER CLASSIFICATION AND MAPPING								INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SYSTEMS				7	2			173	186		10.1080/02693799308901949			MAR-APR 1993	1993																		0269-3798			WOS:A1993LH91900007		
J	Dammert, PBG; Askne, JIH; Kuhlmann, S								Unsupervised segmentation of multitemporal interferometric SAR images								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				37	5			2259	2271		10.1109/36.789622			SEP 1999	1999						International Geoscience and Remote Sensing Symposium (IGARSS 98)International Geoscience and Remote Sensing Symposium (IGARSS 98)	19981998	Int Geosci & Remote Sensing SocInt Geosci & Remote Sensing Soc	SEATTLE, WASHINGTONSEATTLE, WASHINGTON									0196-2892			WOS:000082627400014		
J	DEMPSTER, AP; LAIRD, NM; RUBIN, DB								MAXIMUM LIKELIHOOD FROM INCOMPLETE DATA VIA EM ALGORITHM								JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL				39	1			1	38					1977	1977																		0035-9246			WOS:A1977DM46400001		
J	Fowlkes, C; Belongie, S; Chung, F; Malik, J								Spectral grouping using the Nystrom method								IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE				26	2			214	225		10.1109/TPAMI.2004.1262185			FEB 2004	2004																		0162-8828	1939-3539		WOS:000187954300007	15376896	
J	Huang, C; Davis, LS; Townshend, JRG								An assessment of support vector machines for land cover classification								INTERNATIONAL JOURNAL OF REMOTE SENSING				23	4			725	749		10.1080/01431160110040323			FEB 2002	2002																		0143-1161			WOS:000173109000009		
J	HUGHES, GF								ON MEAN ACCURACY OF STATISTICAL PATTERN RECOGNIZERS								IEEE TRANSACTIONS ON INFORMATION THEORY				14	1			55	+		10.1109/TIT.1968.1054102			1968	1968																		0018-9448	1557-9654		WOS:A1968A859900011		
J	Jackson, Q; Landgrebe, DA								An adaptive classifier design for high-dimensional data analysis with a limited training data set								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				39	12			2664	2679		10.1109/36.975001			DEC 2001	2001																		0196-2892	1558-0644		WOS:000173296500010		
J	LeHegaratMascle, S; Bloch, I; VidalMadjar, D								Application of Dempster-Shafer evidence theory to unsupervised classification in multisource remote sensing								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				35	4			1018	1031		10.1109/36.602544			JUL 1997	1997																		0196-2892			WOS:A1997XL04900024		
J	Lehoucq, RB; Sorensen, DC								Deflation techniques for an implicitly restarted Arnoldi iteration								SIAM JOURNAL ON MATRIX ANALYSIS AND APPLICATIONS				17	4			789	821		10.1137/S0895479895281484			OCT 1996	1996																		0895-4798	1095-7162		WOS:A1996VK90000006		
