PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Amiro, B. D.; Barr, A. G.; Barr, J. G.; Black, T. A.; Bracho, R.; Brown, M.; Chen, J.; Clark, K. L.; Davis, K. J.; Desai, A. R.; Dore, S.; Engel, V.; Fuentes, J. D.; Goldstein, A. H.; Goulden, M. L.; Kolb, T. E.; Lavigne, M. B.; Law, B. E.; Margolis, H. A.; Martin, T.; McCaughey, J. H.; Misson, L.; Montes-Helu, M.; Noormets, A.; Randerson, J. T.; Starr, G.; Xiao, J.				; Chen, Jiquan/D-1955-2009; Goldstein, Allen/A-6857-2011; Noormets, Asko/A-7257-2009; Goulden, Michael/B-9934-2008; Desai, Ankur/A-5899-2008; Barr, Alan/H-9939-2014; Law, Beverly/G-3882-2010	Martin, Timothy/0000-0002-7872-4194; Goldstein, Allen/0000-0003-4014-4896; Noormets, Asko/0000-0003-2221-2111; Desai, Ankur/0000-0002-5226-6041; Law, Beverly/0000-0002-1605-1203			Ecosystem carbon dioxide fluxes after disturbance in forests of North America								JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES				115						G00K02	10.1029/2010JG001390			OCT 27 2010	2010																		2169-8953	2169-8961		WOS:000283752100001		
J	Aubinet, Marc								Eddy covariance CO(2) flux measurements in nocturnal conditions: An analysis of the problem								ECOLOGICAL APPLICATIONS				18	6			1368	1378		10.1890/06-1336.1			SEP 2008	2008																		1051-0761			WOS:000258413600006	18767616	
J	Baldocchi, D; Falge, E; Gu, LH; Olson, R; Hollinger, D; Running, S; Anthoni, P; Bernhofer, C; Davis, K; Evans, R; Fuentes, J; Goldstein, A; Katul, G; Law, B; Lee, XH; Malhi, Y; Meyers, T; Munger, W; Oechel, W; U, KTP; Pilegaard, K; Schmid, HP; Valentini, R; Verma, S; Vesala, T; Wilson, K; Wofsy, S				Katul, Gabriel/A-7210-2008; Gu, Lianhong/H-8241-2014; Baldocchi, Dennis/A-1625-2009; Oechel, Walter/F-9361-2010; Goldstein, Allen/A-6857-2011; Valentini, Riccardo/D-1226-2010; Hollinger, David/G-7185-2012; Schmid, Hans Peter/I-1224-2012; Pilegaard, Kim/I-7137-2013; Meyers, Tilden/C-6633-2016; Vuichard, Nicolas/A-6629-2011; Munger, J/H-4502-2013; Vesala, Timo/C-3795-2017; Law, Beverly/G-3882-2010	Katul, Gabriel/0000-0001-9768-3693; Gu, Lianhong/0000-0001-5756-8738; Baldocchi, Dennis/0000-0003-3496-4919; Oechel, Walter/0000-0002-3504-026X; Goldstein, Allen/0000-0003-4014-4896; Valentini, Riccardo/0000-0002-6756-5634; Schmid, Hans Peter/0000-0001-9076-4466; Pilegaard, Kim/0000-0002-5169-5717; Munger, J/0000-0002-1042-8452; Vesala, Timo/0000-0002-4852-7464; Law, Beverly/0000-0002-1605-1203			FLUXNET: A new tool to study the temporal and spatial variability of ecosystem-scale carbon dioxide, water vapor, and energy flux densities								BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY				82	11			2415	2434		10.1175/1520-0477(2001)082<2415:FANTTS>2.3.CO;2			NOV 2001	2001																		0003-0007			WOS:000171929700004		
J	Baldocchi, Dennis				Baldocchi, Dennis/A-1625-2009	Baldocchi, Dennis/0000-0003-3496-4919			Breathing of the terrestrial biosphere: lessons learned from a global network of carbon dioxide flux measurement systems								AUSTRALIAN JOURNAL OF BOTANY				56	1			1	26		10.1071/BT07151			2008	2008																		0067-1924	1444-9862		WOS:000252958600001		
J	Barr, A. G.; Morgenstern, K.; Black, T. A.; McCaughey, J. H.; Nesic, Z.				Barr, Alan/H-9939-2014; Nesic, Zoran/C-9655-2015				Surface energy balance closure by the eddy-covariance method above three boreal forest stands and implications for the measurement of the CO2 flux								AGRICULTURAL AND FOREST METEOROLOGY				140	1-4			322	337		10.1016/j.agrformet.2006.08.007			NOV 30 2006	2006																		0168-1923			WOS:000243200100022		
J	Beer, Christian; Reichstein, Markus; Tomelleri, Enrico; Ciais, Philippe; Jung, Martin; Carvalhais, Nuno; Roedenbeck, Christian; Arain, M. Altaf; Baldocchi, Dennis; Bonan, Gordon B.; Bondeau, Alberte; Cescatti, Alessandro; Lasslop, Gitta; Lindroth, Anders; Lomas, Mark; Luyssaert, Sebastiaan; Margolis, Hank; Oleson, Keith W.; Roupsard, Olivier; Veenendaal, Elmar; Viovy, Nicolas; Williams, Christopher; Woodward, F. Ian; Papale, Dario				; Oleson, Keith/A-9328-2008; Woodward, Ian/B-7762-2008; Reichstein, Markus/A-7494-2011; Luyssaert, Sebastiaan/F-6684-2011; roupsard, olivier/C-1219-2008; Bondeau, Alberte/E-9909-2012; Beer, Christian/D-2296-2013; Lindroth, Anders/N-4697-2014; Veenendaal, Elmar/B-4628-2009; Baldocchi, Dennis/A-1625-2009; Vuichard, Nicolas/A-6629-2011	Carvalhais, Nuno/0000-0003-0465-1436; Luyssaert, Sebastiaan/0000-0003-1121-1869; Papale, Dario/0000-0001-5170-8648; Reichstein, Markus/0000-0001-5736-1112; Lindroth, Anders/0000-0002-7669-784X; Baldocchi, Dennis/0000-0003-3496-4919; Arain, M. Altaf/0000-0002-1433-5173			Terrestrial Gross Carbon Dioxide Uptake: Global Distribution and Covariation with Climate								SCIENCE				329	5993			834	838		10.1126/science.1184984			AUG 13 2010	2010																		0036-8075			WOS:000280809900049	20603496	
J	Bondeau, Alberte; Smith, Pascalle C.; Zaehle, Soenke; Schaphoff, Sibyll; Lucht, Wolfgang; Cramer, Wolfgang; Gerten, Dieter; Lotze-Campen, Hermann; Mueller, Christoph; Reichstein, Markus; Smith, Benjamin				Cramer, Wolfgang/B-8221-2008; Lucht, Wolfgang/G-2180-2011; Bondeau, Alberte/E-9909-2012; Gerten, Dieter/B-2975-2013; Reichstein, Markus/A-7494-2011; Vuichard, Nicolas/A-6629-2011; Smith, Benjamin/I-1212-2016; Mueller, Christoph/E-4812-2016; Zaehle, Sonke/C-9528-2017	Cramer, Wolfgang/0000-0002-9205-5812; Lucht, Wolfgang/0000-0002-3398-8575; Reichstein, Markus/0000-0001-5736-1112; Smith, Benjamin/0000-0002-6987-5337; Mueller, Christoph/0000-0002-9491-3550; Zaehle, Sonke/0000-0001-5602-7956; Schaphoff, Sibyll/0000-0003-1677-8282			Modelling the role of agriculture for the 20th century global terrestrial carbon balance								GLOBAL CHANGE BIOLOGY				13	3			679	706		10.1111/j.1365-2486.2006.01305.x			MAR 2007	2007																		1354-1013	1365-2486		WOS:000245052800010		
J	Braswell, BH; Sacks, WJ; Linder, E; Schimel, DS				Braswell, Bobby/D-6411-2016	Braswell, Bobby/0000-0002-4061-9516			Estimating diurnal to annual ecosystem parameters by synthesis of a carbon flux model with eddy covariance net ecosystem exchange observations								GLOBAL CHANGE BIOLOGY				11	2			335	355		10.1111/j.1365-2486.2005.00897.x			FEB 2005	2005																		1354-1013			WOS:000226705600013		
J	Carvalhais, Nuno; Reichstein, Markus; Seixas, Julia; Collatz, G. James; Pereira, Joao Santos; Berbigier, Paul; Carrara, Arnaud; Granier, Andre; Montagnani, Leonardo; Papale, Dario; Rambal, Serge; Sanz, Maria Jose; Valentini, Riccardo				Valentini, Riccardo/D-1226-2010; collatz, george/D-5381-2012; Seixas, Julia/K-9400-2013; Carrara, Arnaud/L-8144-2014; Sanz Sanchez, Maria Jose/A-6099-2016; Vuichard, Nicolas/A-6629-2011; Montagnani, Leonardo/F-1837-2016; Reichstein, Markus/A-7494-2011	Valentini, Riccardo/0000-0002-6756-5634; Seixas, Julia/0000-0003-0355-0465; Sanz Sanchez, Maria Jose/0000-0003-0471-3094; Montagnani, Leonardo/0000-0003-2957-9071; Reichstein, Markus/0000-0001-5736-1112; Pereira, Joao/0000-0002-3658-5587; Carvalhais, Nuno/0000-0003-0465-1436; rambal, serge/0000-0001-5869-8382; Papale, Dario/0000-0001-5170-8648			Implications of the carbon cycle steady state assumption for biogeochemical modeling performance and inverse parameter retrieval								GLOBAL BIOGEOCHEMICAL CYCLES				22	2					GB2007	10.1029/2007GB003033			APR 25 2008	2008																		0886-6236			WOS:000255459200002		
J	Ciais, P; Reichstein, M; Viovy, N; Granier, A; Ogee, J; Allard, V; Aubinet, M; Buchmann, N; Bernhofer, C; Carrara, A; Chevallier, F; De Noblet, N; Friend, AD; Friedlingstein, P; Grunwald, T; Heinesch, B; Keronen, P; Knohl, A; Krinner, G; Loustau, D; Manca, G; Matteucci, G; Miglietta, F; Ourcival, JM; Papale, D; Pilegaard, K; Rambal, S; Seufert, G; Soussana, JF; Sanz, MJ; Schulze, ED; Vesala, T; Valentini, R				Miglietta, Franco/B-6137-2008; Miglietta, Franco/A-1257-2009; Allard , Vincent/B-8806-2009; Buchmann, Nina/E-6095-2011; Valentini, Riccardo/D-1226-2010; Krinner, Gerhard/A-6450-2011; Ogee, Jerome/C-7185-2013; Pilegaard, Kim/I-7137-2013; Knohl, Alexander/F-9453-2014; Schulze, Ernst-Detlef/K-9627-2014; Carrara, Arnaud/L-8144-2014; Seufert, Gunther/J-9918-2013; de NOBLET, Nathalie/O-8613-2015; Matteucci, Giorgio/N-3526-2015; Sanz Sanchez, Maria Jose/A-6099-2016; Chevallier, Frederic/E-9608-2016; Friedlingstein, Pierre/H-2700-2014; Soussana, Jean-Francois/P-2094-2016; Vesala, Timo/C-3795-2017; Reichstein, Markus/A-7494-2011	Miglietta, Franco/0000-0003-1474-8143; Valentini, Riccardo/0000-0002-6756-5634; Krinner, Gerhard/0000-0002-2959-5920; Pilegaard, Kim/0000-0002-5169-5717; Knohl, Alexander/0000-0002-7615-8870; Seufert, Gunther/0000-0002-6019-6688; Matteucci, Giorgio/0000-0002-4790-9540; Sanz Sanchez, Maria Jose/0000-0003-0471-3094; Chevallier, Frederic/0000-0002-4327-3813; Soussana, Jean-Francois/0000-0002-1932-6583; Vesala, Timo/0000-0002-4852-7464; Reichstein, Markus/0000-0001-5736-1112; rambal, serge/0000-0001-5869-8382; Papale, Dario/0000-0001-5170-8648			Europe-wide reduction in primary productivity caused by the heat and drought in 2003								NATURE				437	7058			529	533		10.1038/nature03972			SEP 22 2005	2005																		0028-0836			WOS:000232004800045	16177786	
