PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Abbasi, A; Chen, HC								Applying authorship analysis to extremist-group web forum messages								IEEE INTELLIGENT SYSTEMS				20	5			67	75		10.1109/MIS.2005.81			SEP-OCT 2005	2005																		1541-1672			WOS:000231988200012		
J	Argamon, Shlomo; Whitelaw, Casey; Chase, Paul; Hota, Sobhan Raj; Garg, Navendu; Levitan, Shlomo								Stylistic text classification using functional lexical features								JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY				58	6			802	822		10.1002/asi.20553			APR 2007	2007																		1532-2882			WOS:000246379800005		
J	Argamon, Shlomo								Interpreting Burrows's Delta: Geometric and Probabilistic Foundations								LITERARY AND LINGUISTIC COMPUTING				23	2			131	147		10.1093/llc/fqn003			JUN 2008	2008																		0268-1145			WOS:000207735400001		
J	Benedetto, D; Caglioti, E; Loreto, V								Language trees and zipping								PHYSICAL REVIEW LETTERS				88	4					048702	10.1103/PhysRevLett.88.048702			JAN 28 2002	2002																		0031-9007	1079-7114		WOS:000173907500085	11801178	
J	Can, F; Patton, JM								Change of writing style with time								COMPUTERS AND THE HUMANITIES				38	1			61	82		10.1023/B:CHUM.0000009225.28847.77			FEB 2004	2004																		0010-4817			WOS:000187353300004		
J	Cilibrasi, R; Vitanyi, PMB				Vitanyi, Paul/A-9037-2012	Vitanyi, Paul/0000-0002-5712-7585; Cilibrasi, Rudi/0000-0002-0580-2155			Clustering by compression								IEEE TRANSACTIONS ON INFORMATION THEORY				51	4			1523	1545		10.1109/TIT.2005.844059			APR 2005	2005						IEEE International Symposium on Information TheoryIEEE International Symposium on Information Theory	JUN 29-JUL 04, 2003JUN 29-JUL 04, 2003	IEEE; IEEE Informat Theory SocIEEE; IEEE Informat Theory Soc	Yokohama, JAPANYokohama, JAPAN									0018-9448			WOS:000228050800022		
J	Collins, J; Kaufer, D; Vlachos, P; Butler, B; Ishizaki, S								Detecting collaborations in text - Comparing the authors' rhetorical language choices in The Federalist papers								COMPUTERS AND THE HUMANITIES				38	1			15	36		10.1023/B:CHUM.0000009291.06947.52			FEB 2004	2004																		0010-4817			WOS:000187353300002		
S	Coyotl-Morales, Rosa Maria; Villasenor-Pineda, Luis; Montes-y-Gomez, Manuel; Rosso, Paolo				Villasenor-Pineda, Luis/A-2932-2009	Villasenor-Pineda, Luis/0000-0003-1294-9128	MartinezTrinidad, JF; Ochoa, JAC; Kittler, J		Authorship attribution using word sequences								PROGRESS IN PATTERN RECOGNITON, IMAGE ANALYSIS AND APPLICATIONS, PROCEEDINGS		LECTURE NOTES IN COMPUTER SCIENCE		4225				844	853					2006	2006						11th Iberoamerican Conference in Pattern Recognition11th Iberoamerican Conference in Pattern Recognition	NOV 14-17, 2006NOV 14-17, 2006	Adv Technol Applicat Ctr Cuba; Mexican Assoc Pattern Recognit; Mexican Assoc Comp Vis, Neurocomp & Robotics; Cuban Assoc Pattern Recognit; Spanish Assoc Pattern Recognit & Image Anal; Portuguese Assoc Pattern Recognit; SIGPR-SBC; Chilean Assoc Pattern RecognitAdv Technol Applicat Ctr Cuba; Mexican Assoc Pattern Recognit; Mexican Assoc Comp Vis, Neurocomp & Robotics; Cuban Assoc Pattern Recognit; Spanish Assoc Pattern Recognit & Image Anal; Portuguese Assoc Pattern Recognit; SIGPR-SBC; Chilean Assoc Pattern Recognit	Cancun, MEXICOCancun, MEXICO									0302-9743		3-540-46556-1	WOS:000241598400087		
J	de Vel, O; Anderson, A; Corney, M; Mohay, G				Corney, Malcolm/B-4134-2011				Mining e-mail content for author identification forensics								SIGMOD RECORD				30	4			55	64					DEC 2001	2001																		0163-5808			WOS:000172567000006		
J	DEERWESTER, S; DUMAIS, ST; FURNAS, GW; LANDAUER, TK; HARSHMAN, R								INDEXING BY LATENT SEMANTIC ANALYSIS								JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE				41	6			391	407		10.1002/(SICI)1097-4571(199009)41:6<391::AID-ASI1>3.0.CO;2-9			SEP 1990	1990																		0002-8231			WOS:A1990DX15600001		
J	Diederich, J; Kindermann, O; Leopold, E; Paass, G								Authorship attribution with support vector machines								APPLIED INTELLIGENCE				19	1-2			109	123		10.1023/A:1023824908771			JUL-OCT 2003	2003																		0924-669X	1573-7497		WOS:000183042800009		
